"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","iNKTD1","iNKTD2"
"10946","ENSG00000163512","AZI2","64343",64.166645,78.577588,90.668729,61.052187
"10947","ENSG00000163513","TGFBR2","7048",63.53411,67.605335,57.399465,80.610713
"10949","ENSG00000163516","ANKZF1","55139",226.898772,134.316142,28.93631,67.061579
"10950","ENSG00000163517","HDAC11","79885",4.142773,4.364696,0.464801,2.11703
"10952","ENSG00000163519","TRAT1","50852",85.260125,131.726008,145.467806,134.097199
"10954","ENSG00000163521","GLB1L","79411",5.28085,7.031292,2.426723,4.592118
"10955","ENSG00000163527","STT3B","201595",136.170722,155.733796,125.283326,136.842421
"10956","ENSG00000163528","CHCHD4","131474",7.340672,5.45089,12.980543,9.285307
"10958","ENSG00000163531","NFASC","23114",0.014773,0.074051,0.064984,0.014609
"10960","ENSG00000163535","SGO2","151246",8.765793,12.249667,29.094667,15.110401
"10961","ENSG00000163536","SERPINI1","5274",12.856534,10.146223,4.61595,3.481604
"10962","ENSG00000163539","CLASP2","23122",15.604246,19.329548,15.817498,22.744656
"10963","ENSG00000163541","SUCLG1","8802",58.375568,71.517463,81.880282,63.213816
"10964","ENSG00000163545","NUAK2","81788",1.878635,1.758654,0.445855,0.759124
"10966","ENSG00000163558","PRKCI","5584",16.790252,23.251326,11.549789,12.183844
"10968","ENSG00000163564","PYHIN1","149628",63.178643,92.187141,120.383576,101.762655
"10969","ENSG00000163565","IFI16","3428",151.589198,223.936699,349.696229,274.317484
"10970","ENSG00000163568","AIM2","9447",18.370097,6.404501,7.575717,1.169446
"10971","ENSG00000163576","EFHB","151651",0.161067,1.060767,0.046207,1.56731
"10972","ENSG00000163577","EIF5A2","56648",13.601927,10.400725,10.050732,5.896716
"10974","ENSG00000163584","RPL22L1","200916",82.441095,45.628751,150.110157,47.384524
"10976","ENSG00000163590","PPM1L","151742",7.590998,3.069891,0.717133,1.025618
"10977","ENSG00000163596","ICA1L","130026",1.634557,1.595692,2.208974,2.242361
"10978","ENSG00000163599","CTLA4","1493",19.658721,34.674742,36.202404,14.454321
"10979","ENSG00000163600","ICOS","29851",60.792126,81.080246,55.418117,52.79753
"10981","ENSG00000163605","PPP4R2","151987",47.047261,60.185329,51.088654,43.946263
"10982","ENSG00000163606","CD200R1","131450",20.943194,34.823268,22.018793,28.377143
"10983","ENSG00000163607","GTPBP8","29083",36.730797,39.237549,32.573964,23.678109
"10984","ENSG00000163608","NEPRO","25871",63.912239,71.031866,43.04448,46.836502
"10985","ENSG00000163611","SPICE1","152185",10.642817,10.544326,5.336873,2.940891
"10987","ENSG00000163617","CCDC191","57577",6.067215,4.840528,0.777176,3.179
"10988","ENSG00000163618","CADPS","8618",0.038306,0.040015,0.028317,0
"10991","ENSG00000163625","WDFY3","23001",0.041502,0.08651,0.061356,0.040888
"10992","ENSG00000163626","COX18","285521",16.634974,16.261258,14.470178,13.161377
"10993","ENSG00000163629","PTPN13","5783",0.577233,1.053201,0.250634,0.763221
"10998","ENSG00000163634","THOC7","80145",61.001134,73.890357,78.501967,65.732793
"10999","ENSG00000163635","ATXN7","6314",20.151497,30.395491,19.756311,28.441736
"11000","ENSG00000163636","PSMD6","9861",67.140896,83.755635,91.842973,79.496863
"11001","ENSG00000163637","PRICKLE2","166336",0.158627,0.018395,0.039059,0
"11003","ENSG00000163644","PPM1K","152926",39.286063,42.658102,27.14223,30.819177
"11004","ENSG00000163645","ERICH6","131831",0.285096,0.149128,0.05273,0.075666
"11006","ENSG00000163655","GMPS","8833",46.943632,64.135524,64.278301,49.142189
"11007","ENSG00000163659","TIPARP","25976",73.053157,62.439083,32.503579,40.237081
"11008","ENSG00000163660","CCNL1","57018",201.97234,234.983898,92.869824,200.89357
"11012","ENSG00000163681","SLMAP","7871",31.927462,31.73564,28.086906,29.729274
"11013","ENSG00000163682","RPL9","6133",188.132159,923.654722,91.794446,674.562695
"11014","ENSG00000163683","SMIM14","201895",19.122409,18.024049,8.668304,13.729765
"11015","ENSG00000163684","RPP14","11102",6.196078,7.58304,8.967349,9.513725
"11016","ENSG00000163686","ABHD6","57406",13.426397,9.909543,6.11682,7.942539
"11018","ENSG00000163689","CFAP20DC","200844",0.028675,0.130199,0.197164,0.537959
"11019","ENSG00000163694","RBM47","54502",0.279782,2.378174,0.932635,2.75713
"11020","ENSG00000163697","APBB2","323",0.314075,0.379361,1.41901,1.942705
"11021","ENSG00000163701","IL17RE","132014",0.880848,3.459919,2.788734,3.322449
"11022","ENSG00000163702","IL17RC","84818",0.556625,1.008029,0.413487,0.963252
"11023","ENSG00000163703","CRELD1","78987",30.851818,28.520724,13.999164,25.97519
"11024","ENSG00000163704","PRRT3","285368",4.861082,8.42196,3.689616,3.86267
"11027","ENSG00000163714","U2SURP","23350",66.19392,68.900235,72.243504,68.623388
"11028","ENSG00000163719","MTMR14","64419",33.46042,42.30207,37.796826,39.811093
"11029","ENSG00000163728","TTC14","151613",47.460281,48.306705,28.64439,43.983791
"11030","ENSG00000163734","CXCL3","2921",0.049561,0.2964,0,0.166224
"11034","ENSG00000163738","MTHFD2L","441024",5.187831,4.610612,3.338628,3.472006
"11036","ENSG00000163743","RCHY1","25898",32.18514,40.844402,39.096247,35.040906
"11038","ENSG00000163749","CCDC158","339965",0.043767,0.114215,0.016167,0.108237
"11040","ENSG00000163754","GYG1","2992",77.595827,87.772519,121.643529,104.935818
"11041","ENSG00000163755","HPS3","84343",35.748877,43.122208,31.521173,35.889258
"11043","ENSG00000163781","TOPBP1","11073",26.637335,36.219398,60.489653,45.195196
"11044","ENSG00000163785","RYK","6259",23.797212,13.016576,5.008677,15.152537
"11045","ENSG00000163788","SNRK","54861",60.305717,59.347479,38.223542,41.601439
"11046","ENSG00000163792","TCF23","150921",0.074951,0.15878,0.021923,0.047195
"11048","ENSG00000163794","UCN","7349",9.165643,5.474163,1.037693,1.264912
"11049","ENSG00000163795","ZNF513","130557",22.365794,18.942235,10.626364,19.932257
"11050","ENSG00000163798","SLC4A1AP","22950",29.481443,34.061907,30.723112,29.942739
"11051","ENSG00000163803","PLB1","151056",0.365711,0.700219,0.060731,0.104622
"11052","ENSG00000163806","SPDYA","245711",0.467144,0.267062,0.51334,0.045221
"11053","ENSG00000163807","KIAA1143","57456",19.097606,24.933344,32.578867,29.217945
"11054","ENSG00000163808","KIF15","56992",4.090094,6.994547,34.991622,19.97305
"11056","ENSG00000163811","WDR43","23160",17.461795,22.242844,21.625743,19.565801
"11057","ENSG00000163812","ZDHHC3","51304",85.522326,96.777816,61.91043,57.07851
"11058","ENSG00000163814","CDCP1","64866",0.895455,2.578642,0.729713,1.162638
"11059","ENSG00000163815","CLEC3B","7123",0.605539,1.480139,0.900438,3.60554
"11060","ENSG00000163817","SLC6A20","54716",0.288855,0.272701,0.020319,0.068006
"11061","ENSG00000163818","LZTFL1","54585",21.151642,23.429192,5.326187,3.000247
"11062","ENSG00000163820","FYCO1","79443",28.648649,24.541267,14.240939,19.872641
"11063","ENSG00000163823","CCR1","1230",17.141113,26.990645,81.568886,48.162825
"11065","ENSG00000163827","LRRC2","79442",3.200924,4.007687,0.094213,0.48145
"11066","ENSG00000163832","ELP6","54859",15.297983,22.363116,48.276318,40.891399
"11068","ENSG00000163840","DTX3L","151636",11.902305,20.214258,47.861559,47.087612
"11069","ENSG00000163848","ZNF148","7707",13.482385,21.491936,24.477449,20.600829
"11070","ENSG00000163864","NMNAT3","349565",28.512073,30.796036,10.018548,20.234257
"11071","ENSG00000163866","SMIM12","113444",51.070134,42.56245,54.044296,60.355345
"11072","ENSG00000163867","ZMYM6","9204",18.277515,16.065083,8.037001,13.657251
"11073","ENSG00000163870","TPRA1","131601",32.322997,41.585057,21.105575,28.306364
"11074","ENSG00000163872","YEATS2","55689",34.837076,39.899774,21.79729,28.588406
"11076","ENSG00000163874","ZC3H12A","80149",46.647994,42.02688,13.648807,45.829212
"11077","ENSG00000163875","MEAF6","64769",75.423027,69.817735,80.156603,85.235486
"11078","ENSG00000163877","SNIP1","79753",11.3174,17.010286,23.124056,18.386149
"11079","ENSG00000163879","DNALI1","7802",0.114747,0.029953,0.557938,0.187176
"11080","ENSG00000163882","POLR2H","5437",55.73578,54.563499,54.588555,50.837059
"11083","ENSG00000163888","CAMK2N2","94032",5.088977,2.855538,0,0.553436
"11084","ENSG00000163898","LIPH","200879",0.073774,0.187635,0.118553,0.139233
"11085","ENSG00000163900","TMEM41A","90407",11.847875,14.97306,12.050736,14.832836
"11086","ENSG00000163902","RPN1","6184",110.711691,107.004443,171.742414,152.755313
"11087","ENSG00000163904","SENP2","59343",27.106112,28.781414,24.675311,24.657039
"11089","ENSG00000163913","IFT122","55764",15.014768,14.580269,6.289544,9.726993
"11091","ENSG00000163918","RFC4","5984",28.789777,36.822179,74.713948,41.150634
"11092","ENSG00000163923","RPL39L","116832",7.005782,4.474357,22.047896,18.148063
"11093","ENSG00000163930","BAP1","8314",44.980663,53.547272,46.130344,51.348238
"11094","ENSG00000163931","TKT","7086",187.856297,194.065068,259.864172,143.54739
"11095","ENSG00000163932","PRKCD","5580",20.579107,21.897099,15.981262,25.975766
"11096","ENSG00000163933","RFT1","91869",10.936557,13.480121,21.9355,17.466409
"11097","ENSG00000163935","SFMBT1","51460",12.32007,13.32351,18.341645,20.423667
"11098","ENSG00000163938","GNL3","26354",40.350893,44.042731,56.696184,43.784391
"11099","ENSG00000163939","PBRM1","55193",31.759845,37.121865,50.158153,48.603226
"11100","ENSG00000163945","UVSSA","57654",24.334479,24.889043,8.512361,17.550887
"11101","ENSG00000163946","TASOR","23272",48.159206,51.702757,54.055309,60.309568
"11102","ENSG00000163947","ARHGEF3","50650",61.760312,55.793545,85.620792,88.728714
"11103","ENSG00000163950","SLBP","7884",74.795002,65.349068,124.368161,88.570724
"11104","ENSG00000163956","LRPAP1","4043",91.023169,91.845155,86.276449,117.242309
"11107","ENSG00000163960","UBXN7","26043",20.500935,24.87444,13.35016,14.56902
"11108","ENSG00000163961","RNF168","165918",18.165133,23.542377,17.342718,13.004163
"11109","ENSG00000163964","PIGX","54965",57.019209,80.185229,46.050763,40.051084
"11110","ENSG00000163975","MELTF","4241",4.203829,3.516196,0.85961,1.701299
"11112","ENSG00000163993","S100P","6286",3.93551,1.193038,57.590513,3.05186
"11113","ENSG00000163995","ABLIM2","84448",1.901687,0.854679,0.090179,0.336542
"11114","ENSG00000164002","EXO5","64789",11.809131,9.750057,14.685078,12.808374
"11116","ENSG00000164008","C1orf50","79078",6.641345,8.930185,4.893275,3.702347
"11117","ENSG00000164010","ERMAP","114625",1.689337,2.794113,3.489031,5.886312
"11118","ENSG00000164011","ZNF691","51058",8.724378,11.862258,6.774552,9.619517
"11119","ENSG00000164022","AIMP1","9255",38.327463,49.855619,41.894052,43.480563
"11120","ENSG00000164023","SGMS2","166929",0.217323,0.398745,0.017208,0.438338
"11121","ENSG00000164024","METAP1","23173",34.314316,30.50818,43.429592,39.391281
"11122","ENSG00000164031","DNAJB14","79982",55.312471,57.195599,51.213668,62.41976
"11123","ENSG00000164032","H2AZ1","3015",212.930764,255.470888,856.471447,325.757821
"11125","ENSG00000164037","SLC9B1","150159",2.119732,1.187738,0.828972,0.386664
"11126","ENSG00000164038","SLC9B2","133308",10.07148,9.449559,14.999408,13.295786
"11127","ENSG00000164039","BDH2","56898",32.661386,34.628786,17.410611,27.03609
"11128","ENSG00000164040","PGRMC2","10424",66.559832,59.676902,33.727198,43.529838
"11129","ENSG00000164045","CDC25A","993",0.926723,2.707589,16.957794,8.710551
"11131","ENSG00000164048","ZNF589","51385",16.949327,14.45669,8.052021,14.921323
"11133","ENSG00000164050","PLXNB1","5364",1.863151,2.595786,1.387173,1.101533
"11134","ENSG00000164051","CCDC51","79714",8.249089,12.694544,15.546414,9.614896
"11136","ENSG00000164054","SHISA5","51246",115.118022,126.310262,222.065502,300.930898
"11137","ENSG00000164056","SPRY1","10252",13.791459,6.05227,2.838912,3.801377
"11138","ENSG00000164061","BSN","8927",0.034985,0.086663,0.025834,0.030258
"11139","ENSG00000164062","APEH","327",112.763,102.466654,95.789454,89.841151
"11140","ENSG00000164066","INTU","27152",0.397129,0.463504,0.097665,0.219633
"11141","ENSG00000164068","RNF123","63891",19.705219,17.6053,15.486696,20.117614
"11142","ENSG00000164070","HSPA4L","22824",0.21596,0.162806,0.082168,0.137366
"11143","ENSG00000164073","MFSD8","256471",17.737896,24.729864,13.267716,20.387614
"11144","ENSG00000164074","ABHD18","80167",10.350331,13.836244,12.675255,13.824264
"11146","ENSG00000164077","MON1A","84315",5.467055,5.096558,11.191001,10.656802
"11147","ENSG00000164078","MST1R","4486",0.221459,0.719453,0.094784,0.960017
"11148","ENSG00000164080","RAD54L2","23132",10.46734,15.770039,11.257286,12.61951
"11149","ENSG00000164081","TEX264","51368",54.693031,67.904034,106.723127,103.203169
"11150","ENSG00000164082","GRM2","2912",1.410704,1.251662,0.159576,0.797318
"11151","ENSG00000164086","DUSP7","1849",22.809942,27.136776,27.543255,37.69198
"11152","ENSG00000164087","POC1A","25886",3.552573,4.760414,20.984346,10.211808
"11153","ENSG00000164088","PPM1M","132160",88.650213,99.882882,103.032789,130.196759
"11155","ENSG00000164091","WDR82","80335",120.77373,132.88115,110.292803,125.194352
"11157","ENSG00000164096","C4orf3","401152",64.281565,48.053103,32.995183,49.956218
"11160","ENSG00000164104","HMGB2","3148",362.519817,374.737583,1362.518769,614.588048
"11161","ENSG00000164105","SAP30","8819",62.270539,49.237614,29.449158,22.447029
"11162","ENSG00000164106","SCRG1","11341",0.115472,0.051616,0.024357,0
"11164","ENSG00000164109","MAD2L1","4085",24.521856,23.317986,90.947012,40.17058
"11165","ENSG00000164111","ANXA5","308",213.357249,345.378009,281.270659,263.298199
"11168","ENSG00000164114","MAP9","79884",5.659361,3.220954,1.257877,1.921756
"11169","ENSG00000164116","GUCY1A1","2982",0.200726,0.069973,0.261519,0.127502
"11170","ENSG00000164117","FBXO8","26269",13.055881,14.421626,10.526964,17.392554
"11171","ENSG00000164118","CEP44","80817",18.043957,16.426085,14.847229,13.630696
"11172","ENSG00000164120","HPGD","3248",87.057169,90.496739,159.331584,91.332186
"11179","ENSG00000164134","NAA15","80155",17.783508,17.36669,22.978659,17.7977
"11180","ENSG00000164136","IL15","3600",7.450357,10.117304,5.860464,5.547927
"11182","ENSG00000164144","ARFIP1","27236",21.349783,32.466304,14.902466,20.357767
"11183","ENSG00000164151","ICE1","23379",20.843316,18.017431,16.077058,18.978464
"11184","ENSG00000164161","HHIP","64399",0.048958,0.029259,0,0.01576
"11185","ENSG00000164162","ANAPC10","10393",32.867749,29.743958,33.607961,22.835256
"11186","ENSG00000164163","ABCE1","6059",30.089812,38.069059,46.215575,36.049267
"11187","ENSG00000164164","OTUD4","54726",25.395258,25.622166,19.098894,26.978177
"11188","ENSG00000164167","LSM6","11157",40.389036,48.511755,87.504645,62.400862
"11189","ENSG00000164168","TMEM184C","55751",10.036535,13.559924,20.262978,21.32436
"11190","ENSG00000164169","PRMT9","90826",9.589475,14.369211,6.436578,9.558289
"11191","ENSG00000164171","ITGA2","3673",6.150549,14.718662,8.731721,11.333653
"11192","ENSG00000164172","MOCS2","4338",34.287487,38.272276,35.281397,32.461999
"11195","ENSG00000164180","TMEM161B","153396",22.263359,25.78288,15.320855,22.063695
"11196","ENSG00000164181","ELOVL7","79993",0.057673,0.120387,0.117975,0.019014
"11197","ENSG00000164182","NDUFAF2","91942",40.936557,30.830334,25.385462,27.672347
"11199","ENSG00000164187","LMBRD2","92255",8.896825,12.419085,9.74651,7.35283
"11201","ENSG00000164190","NIPBL","25836",33.660267,38.016807,25.268478,34.267352
"11203","ENSG00000164199","ADGRV1","84059",2.225346,2.590925,0.530311,1.539676
"11204","ENSG00000164209","SLC25A46","91137",32.61237,40.812991,43.404409,34.498685
"11205","ENSG00000164211","STARD4","134429",49.538852,54.457897,51.951573,67.637535
"11206","ENSG00000164219","PGGT1B","5229",8.277343,10.285075,16.002625,10.238775
"11207","ENSG00000164220","F2RL2","2151",0,0.045167,0.184458,0.021401
"11208","ENSG00000164221","CCDC112","153733",10.24557,6.439294,4.622809,4.614019
"11209","ENSG00000164236","ANKRD33B","651746",3.2703,3.114349,2.126597,5.218341
"11210","ENSG00000164237","CMBL","134147",0.491528,0.379505,1.716173,1.993179
"11211","ENSG00000164241","C5orf63","401207",4.31492,5.225257,6.498844,6.206149
"11212","ENSG00000164244","PRRC1","133619",23.966344,27.027055,29.065995,33.343554
"11213","ENSG00000164251","F2RL1","2150",3.977356,2.480682,0.20991,0.306616
"11214","ENSG00000164252","AGGF1","55109",18.339842,18.999889,18.834351,20.44085
"11215","ENSG00000164253","WDR41","55255",13.680943,22.249299,13.953502,16.046641
"11217","ENSG00000164258","NDUFS4","4724",28.514763,31.961833,59.748,59.200443
"11218","ENSG00000164265","SCGB3A2","117156",1.637257,1.159142,0.81347,1.659729
"11221","ENSG00000164283","ESM1","11082",3.08778,0.558379,0.340406,0.723583
"11222","ENSG00000164284","GRPEL2","134266",14.224693,20.582691,18.10622,13.521229
"11223","ENSG00000164287","CDC20B","166979",0.102079,0.211923,0.314162,0.052622
"11224","ENSG00000164291","ARSK","153642",11.465746,10.727444,5.35778,5.814617
"11225","ENSG00000164292","RHOBTB3","22836",0.484006,0.622296,0.105617,0.12854
"11227","ENSG00000164296","TIGD6","81789",2.98419,1.184835,1.06201,1.500015
"11229","ENSG00000164300","SERINC5","256987",7.740017,14.684534,8.863634,14.664784
"11230","ENSG00000164303","ENPP6","133121",0,0.097349,0.8622,1.863003
"11232","ENSG00000164305","CASP3","836",45.583624,56.094865,111.892084,79.391074
"11233","ENSG00000164306","PRIMPOL","201973",24.609291,23.124137,14.143907,25.667602
"11234","ENSG00000164307","ERAP1","51752",79.661413,105.057035,116.774896,111.372784
"11235","ENSG00000164308","ERAP2","64167",17.074925,62.321357,11.927958,78.374312
"11236","ENSG00000164309","CMYA5","202333",0.04362,0.090998,0.036238,0.076832
"11238","ENSG00000164323","CFAP97","57587",20.095838,27.530809,12.990312,21.641391
"11241","ENSG00000164327","RICTOR","253260",25.883152,25.754115,13.889151,25.524573
"11242","ENSG00000164329","TENT2","167153",41.630313,50.825778,35.279659,43.490898
"11244","ENSG00000164331","ANKRA2","57763",40.592883,44.143851,25.521829,33.918504
"11245","ENSG00000164332","UBLCP1","134510",36.895561,49.052301,33.796185,46.543042
"11247","ENSG00000164338","UTP15","84135",8.540503,9.233525,11.602591,10.226447
"11248","ENSG00000164342","TLR3","7098",0.925523,1.2208,3.001762,3.856623
"11249","ENSG00000164344","KLKB1","3818",0.434366,0.069693,0.347451,0.073112
"11250","ENSG00000164346","NSA2","10412",138.163513,125.774633,85.728057,93.672508
"11251","ENSG00000164347","GFM2","84340",20.404088,21.874549,22.293874,18.679336
"11252","ENSG00000164362","TERT","7015",0.095079,0.026194,0.251498,0
"11254","ENSG00000164366","CCDC127","133957",5.771293,5.141733,2.917846,4.32481
"11257","ENSG00000164398","ACSL6","23305",7.724091,15.281132,14.633373,9.847515
"11259","ENSG00000164400","CSF2","1437",2.455121,6.099205,40.602815,86.417103
"11260","ENSG00000164402","SEPTIN8","23176",16.264236,22.739242,43.816624,43.282673
"11261","ENSG00000164403","SHROOM1","134549",0.366124,0.474659,2.412378,0.76098
"11262","ENSG00000164404","GDF9","2661",0.889842,0.570587,0.245549,0.142457
"11263","ENSG00000164405","UQCRQ","27089",129.789583,127.89665,306.929393,177.34726
"11264","ENSG00000164406","LEAP2","116842",2.919784,2.573194,1.80099,1.178363
"11266","ENSG00000164414","SLC35A1","10559",26.158966,21.473416,19.677733,18.93948
"11268","ENSG00000164430","CGAS","115004",16.581957,21.674453,31.376429,33.979109
"11271","ENSG00000164440","TXLNB","167838",0.977018,0.796518,0.20297,0.211347
"11272","ENSG00000164442","CITED2","10370",64.391754,60.958448,56.538557,64.341269
"11275","ENSG00000164463","CREBRF","153222",23.875262,25.143202,9.06975,18.943951
"11276","ENSG00000164465","DCBLD1","285761",20.51862,9.407819,15.089644,13.138653
"11277","ENSG00000164466","SFXN1","94081",64.55653,63.835472,126.018159,81.554761
"11278","ENSG00000164483","SAMD3","154075",150.61413,197.036309,138.985973,211.711969
"11279","ENSG00000164484","TMEM200A","114801",7.308733,11.329153,9.765074,37.643298
