"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","iNKTD1","iNKTD2"
"2853","ENSG00000103994","ZNF106","64397",24.712402,37.628111,30.033549,27.995856
"2854","ENSG00000103995","CEP152","22995",5.885619,8.423099,14.705041,12.266562
"2855","ENSG00000104043","ATP8B4","79895",10.850104,31.804306,32.603628,40.230023
"2857","ENSG00000104047","DTWD1","56986",19.439517,17.266695,8.678663,11.968722
"2858","ENSG00000104055","TGM5","9333",0.060911,0,0.112528,0.303569
"2860","ENSG00000104064","GABPB1","2553",14.164924,17.363324,29.573822,26.957486
"2862","ENSG00000104081","BMF","90427",97.323497,115.499568,29.83375,47.042978
"2863","ENSG00000104093","DMXL2","23312",5.6588,2.419053,2.618159,2.100698
"2865","ENSG00000104129","DNAJC17","55192",26.213999,29.856169,56.902624,60.665814
"2866","ENSG00000104131","EIF3J","8669",64.31014,75.368286,63.674471,55.076778
"2867","ENSG00000104133","SPG11","80208",45.853888,54.057294,21.337451,32.430235
"2869","ENSG00000104142","VPS18","57617",9.526925,10.225491,13.744007,15.320811
"2870","ENSG00000104147","OIP5","11339",3.571933,5.055419,20.997348,10.135407
"2871","ENSG00000104154","SLC30A4","7782",4.641638,4.232853,1.940333,2.729275
"2872","ENSG00000104164","BLOC1S6","26258",91.89375,93.667963,50.080898,74.970665
"2873","ENSG00000104177","MYEF2","50804",17.156265,25.055661,10.463339,11.173165
"2874","ENSG00000104205","SGK3","23678",6.459459,5.246352,4.31758,5.681883
"2876","ENSG00000104218","CSPP1","79848",16.932826,15.653826,6.485307,6.786208
"2877","ENSG00000104219","ZDHHC2","51201",34.076692,36.816667,25.303804,38.076092
"2878","ENSG00000104221","BRF2","55290",6.178206,5.36545,7.202239,7.785127
"2879","ENSG00000104228","TRIM35","23087",29.673258,29.376024,21.427173,22.195203
"2880","ENSG00000104231","ZFAND1","79752",42.633967,39.609689,22.750526,20.914821
"2882","ENSG00000104267","CA2","760",0.704752,0.785577,0.555768,2.208202
"2883","ENSG00000104290","FZD3","7976",5.883011,2.695468,2.050027,2.795051
"2884","ENSG00000104299","INTS9","55756",12.178062,12.912161,16.307853,19.934452
"2885","ENSG00000104312","RIPK2","8767",1.652316,1.125655,1.322512,0.450314
"2887","ENSG00000104320","NBN","4683",12.688594,11.107731,27.819656,23.659063
"2889","ENSG00000104324","CPQ","10404",6.584528,2.801665,8.811225,11.171391
"2890","ENSG00000104325","DECR1","1666",56.410767,86.95489,73.352049,86.601293
"2891","ENSG00000104327","CALB1","793",0.280348,2.376936,0,0.224238
"2892","ENSG00000104331","BPNT2","54928",23.971749,20.645139,17.597174,18.965135
"2894","ENSG00000104341","LAPTM4B","55353",8.826673,10.012466,7.460603,12.634117
"2895","ENSG00000104343","UBE2W","55284",13.264357,12.450054,12.780655,16.256287
"2896","ENSG00000104356","POP1","10940",7.585224,7.674387,8.380065,10.553027
"2897","ENSG00000104361","NIPAL2","79815",0.186273,1.199969,0.859246,0.910856
"2898","ENSG00000104365","IKBKB","3551",78.685999,97.720373,53.590951,96.110225
"2899","ENSG00000104368","PLAT","5327",1.023468,2.184888,0.582211,2.402321
"2902","ENSG00000104375","STK3","6788",5.8844,5.736801,3.193509,3.88748
"2903","ENSG00000104381","GDAP1","54332",1.990413,2.143723,4.484581,4.188222
"2904","ENSG00000104388","RAB2A","5862",72.76097,66.54204,70.933144,94.183274
"2905","ENSG00000104408","EIF3E","3646",419.555649,381.78433,203.999631,224.239621
"2906","ENSG00000104412","EMC2","9694",22.054422,26.637944,21.589096,31.953709
"2909","ENSG00000104419","NDRG1","10397",142.026745,129.685066,58.843177,78.976858
"2910","ENSG00000104427","ZC2HC1A","51101",9.982571,9.306851,3.06105,1.551709
"2911","ENSG00000104432","IL7","3574",0.301737,1.753725,0.457044,1.073624
"2913","ENSG00000104442","ARMC1","55156",18.941727,19.017561,31.889106,23.485626
"2914","ENSG00000104447","TRPS1","7227",4.397332,2.622015,2.972327,0.519153
"2915","ENSG00000104450","SPAG1","6674",3.764187,3.164285,9.741039,3.791769
"2916","ENSG00000104472","CHRAC1","54108",15.459122,26.645429,53.172272,42.517619
"2917","ENSG00000104490","NCALD","83988",22.178996,33.984481,71.249197,79.563935
"2918","ENSG00000104497","SNX16","64089",6.02324,7.88515,5.040192,7.298681
"2920","ENSG00000104517","UBR5","51366",81.136107,83.095422,44.067342,61.74535
"2921","ENSG00000104518","GSDMD","79792",78.26047,82.816337,103.944565,109.098211
"2923","ENSG00000104524","PYCR3","65263",7.551351,7.37455,3.106075,3.936859
"2926","ENSG00000104549","SQLE","6713",25.913336,25.935964,56.228653,31.619259
"2927","ENSG00000104611","SH2D4A","63898",0.221735,0.347186,0.73601,0.723803
"2928","ENSG00000104613","INTS10","55174",65.266203,52.022672,34.103159,51.536926
"2929","ENSG00000104626","ERI1","90459",35.597316,40.047905,85.64653,41.935114
"2930","ENSG00000104635","SLC39A14","23516",13.265033,11.59648,15.212861,11.9904
"2932","ENSG00000104660","LEPROTL1","23484",114.277103,134.117782,83.372524,100.756911
"2933","ENSG00000104671","DCTN6","10671",44.512126,44.782783,32.969561,31.711077
"2934","ENSG00000104679","R3HCC1","203069",32.040629,30.319418,24.837026,28.470041
"2935","ENSG00000104687","GSR","2936",31.107717,25.010401,50.156316,33.176769
"2936","ENSG00000104689","TNFRSF10A","8797",6.004571,10.031193,1.898562,14.021467
"2937","ENSG00000104691","UBXN8","7993",7.803748,6.288559,11.033354,12.436862
"2938","ENSG00000104695","PPP2CB","5516",27.408373,26.72733,25.647718,29.870908
"2943","ENSG00000104731","KLHDC4","54758",102.088014,110.404386,74.369533,103.13705
"2944","ENSG00000104738","MCM4","4173",46.355088,27.835681,139.120909,62.579015
"2945","ENSG00000104756","KCTD9","54793",42.61205,39.434568,32.855047,36.286323
"2947","ENSG00000104763","ASAH1","427",73.266331,63.034935,28.475185,39.28987
"2948","ENSG00000104765","BNIP3L","665",94.535625,43.714682,22.439342,31.858016
"2949","ENSG00000104774","MAN2B1","4125",140.32338,155.917746,68.121653,108.336951
"2950","ENSG00000104783","KCNN4","3783",10.300665,20.72102,11.360643,33.849068
"2952","ENSG00000104805","NUCB1","4924",241.626471,284.622325,226.819137,255.361624
"2953","ENSG00000104808","DHDH","27294",1.651727,0.436419,0.923579,0.330022
"2954","ENSG00000104812","GYS1","2997",34.616437,40.861259,34.325398,40.838303
"2955","ENSG00000104814","MAP4K1","11184",116.97303,142.366029,214.718911,260.534128
"2957","ENSG00000104823","ECH1","1891",106.428339,125.540799,124.221669,130.379124
"2958","ENSG00000104824","HNRNPL","3191",204.49435,256.931157,313.563749,325.868434
"2959","ENSG00000104825","NFKBIB","4793",55.042529,46.612332,68.099433,66.09107
"2960","ENSG00000104826","LHB","3972",6.545237,7.588225,0,0.530759
"2962","ENSG00000104833","TUBB4A","10382",8.289226,7.435804,2.607056,1.819164
"2963","ENSG00000104835","SARS2","54938",23.959991,29.775065,36.535501,31.249645
"2964","ENSG00000104848","KCNA7","3743",0.216133,0.364606,0.091312,0.19797
"2965","ENSG00000104852","SNRNP70","6625",295.592158,299.337189,171.886615,232.589046
"2966","ENSG00000104853","CLPTM1","1209",66.379906,70.823251,62.64128,76.809144
"2967","ENSG00000104856","RELB","5971",17.254681,18.003649,19.180696,61.964179
"2968","ENSG00000104859","CLASRP","11129",111.286659,105.250244,49.669483,80.309697
"2969","ENSG00000104863","LIN7B","64130",29.273032,19.598703,4.118348,10.477493
"2970","ENSG00000104866","PPP1R37","284352",27.718116,19.729763,10.893617,17.155325
"2971","ENSG00000104870","FCGRT","2217",2.582891,2.411512,0.51193,1.147889
"2972","ENSG00000104872","PIH1D1","55011",121.792329,125.940277,103.287721,104.975471
"2974","ENSG00000104880","ARHGEF18","23370",12.986612,15.491871,19.596822,23.458394
"2975","ENSG00000104881","PPP1R13L","10848",19.234859,18.496696,7.52462,3.529198
"2976","ENSG00000104883","PEX11G","92960",1.447603,1.426237,0.315116,0.760111
"2977","ENSG00000104884","ERCC2","2068",22.036033,21.117305,13.015975,21.496476
"2978","ENSG00000104885","DOT1L","84444",28.153056,26.666003,22.457368,24.029335
"2979","ENSG00000104886","PLEKHJ1","55111",52.835968,56.677984,92.10761,68.304894
"2980","ENSG00000104888","SLC17A7","57030",2.157397,4.577624,0.224017,0.074988
"2981","ENSG00000104889","RNASEH2A","10535",6.441909,3.523013,17.811833,14.901778
"2982","ENSG00000104892","KLC3","147700",0.242663,0.694738,0.270691,0.435155
"2983","ENSG00000104894","CD37","951",232.539448,330.472078,162.25531,344.951906
"2984","ENSG00000104897","SF3A2","8175",136.364667,183.615661,100.763885,132.231617
"2985","ENSG00000104899","AMH","268",1.982389,0.532888,0.718185,0.233564
"2987","ENSG00000104903","LYL1","4066",6.535545,9.507117,2.550463,7.211886
"2988","ENSG00000104904","OAZ1","4946",1529.518499,1554.005388,1527.392949,1356.526727
"2989","ENSG00000104907","TRMT1","55621",17.057663,23.089769,14.306475,31.587733
"2990","ENSG00000104915","STX10","8677",81.476204,119.450872,72.867502,94.774812
"2993","ENSG00000104936","DMPK","1760",9.881557,3.965816,5.9423,22.56845
"2996","ENSG00000104946","TBC1D17","79735",45.418523,50.312788,29.226005,56.067041
"2997","ENSG00000104951","IL4I1","259307",0.353311,0.649785,2.301862,8.589508
"2998","ENSG00000104953","TLE6","79816",0.37067,0.088161,0.814924,0
"2999","ENSG00000104957","YJU2B","81576",83.526217,91.468436,27.150118,63.730054
"3000","ENSG00000104960","PTOV1","53635",139.281367,140.521563,37.868485,64.412036
"3001","ENSG00000104964","TLE5","166",745.529626,852.956231,926.542488,1089.054574
"3002","ENSG00000104967","NOVA2","4858",0.520928,0.227758,0,0.02698
"3003","ENSG00000104969","SGTA","6449",39.34034,37.682707,50.859315,42.895013
"3006","ENSG00000104973","MED25","81857",51.384129,64.113195,35.476961,39.781278
"3008","ENSG00000104976","SNAPC2","6618",41.501401,35.819584,27.568543,26.254175
"3009","ENSG00000104979","C19orf53","28974",216.921997,229.959675,216.209729,172.263436
"3010","ENSG00000104980","TIMM44","10469",23.805619,33.627529,34.456404,30.878708
"3011","ENSG00000104983","CCDC61","729440",26.679004,20.155957,10.099315,19.947569
"3012","ENSG00000104998","IL27RA","9466",8.929853,11.521034,49.203127,101.099957
"3013","ENSG00000105011","ASF1B","55723",13.626405,15.219126,117.294606,50.548773
"3014","ENSG00000105048","TNNT1","7138",1.03535,2.207766,0.437594,0
"3015","ENSG00000105053","VRK3","51231",48.793609,51.905592,42.465284,55.005593
"3016","ENSG00000105058","FAM32A","26017",94.018667,100.233852,123.315391,110.917226
"3017","ENSG00000105063","PPP6R1","22870",146.58914,152.984911,178.93408,169.458899
"3018","ENSG00000105072","C19orf44","84167",1.577689,1.373642,0.83537,0.895261
"3019","ENSG00000105085","MED26","9441",10.144504,9.806362,8.520808,9.605473
"3020","ENSG00000105088","OLFM2","93145",1.241658,0.929971,3.500925,14.960463
"3021","ENSG00000105122","RASAL3","64926",147.337069,203.503924,169.452321,337.957272
"3022","ENSG00000105127","AKAP8","10270",23.484936,34.956865,21.906559,30.03527
"3024","ENSG00000105135","ILVBL","10994",25.860398,28.979022,22.623952,21.53739
"3025","ENSG00000105136","ZNF419","79744",18.426428,12.391151,7.096852,13.910009
"3029","ENSG00000105146","AURKC","6795",0.257093,1.818592,0,0.469891
"3030","ENSG00000105171","POP4","10775",103.851399,104.952348,142.700795,124.784047
"3031","ENSG00000105173","CCNE1","898",10.422759,12.354255,12.432148,9.262054
"3032","ENSG00000105176","URI1","8725",48.041413,54.669815,42.556195,54.732005
"3033","ENSG00000105185","PDCD5","9141",71.528681,80.447292,104.557015,77.750609
"3034","ENSG00000105186","ANKRD27","84079",27.854415,24.81739,19.378083,28.158474
"3035","ENSG00000105193","RPS16","6217",4364.345807,3307.412248,1766.512023,1840.693345
"3036","ENSG00000105197","TIMM50","92609",32.883163,28.472544,43.319564,34.399412
"3038","ENSG00000105202","FBL","2091",242.960046,178.998747,192.642458,148.522938
"3039","ENSG00000105204","DYRK1B","9149",20.924355,26.53698,13.947348,27.605818
"3041","ENSG00000105219","CCNP","79935",0.089906,0.37578,0,0.076548
"3043","ENSG00000105221","AKT2","208",122.72257,143.638769,135.100394,115.52077
"3044","ENSG00000105223","PLD3","23646",143.87818,159.979403,59.305967,121.298636
"3045","ENSG00000105227","PRX","57716",1.726866,2.006695,0.495985,0.803829
"3046","ENSG00000105229","PIAS4","51588",20.400323,26.298136,23.08258,28.975292
"3047","ENSG00000105245","NUMBL","9253",13.599632,11.144277,2.221119,3.45442
"3048","ENSG00000105246","EBI3","10148",0.147605,0.707022,1.801954,1.975417
"3049","ENSG00000105248","YJU2","55702",10.313492,11.329316,28.175232,30.193083
"3051","ENSG00000105254","TBCB","1155",132.159035,143.541632,218.496801,261.644846
"3052","ENSG00000105255","FSD1","79187",3.363022,1.67346,4.038455,2.587851
"3053","ENSG00000105258","POLR2I","5438",64.847597,63.687919,43.221122,47.616666
"3055","ENSG00000105270","CLIP3","25999",2.681695,2.84515,0.912063,2.119837
"3056","ENSG00000105278","ZFR2","23217",0.183069,0.117138,0.022537,0.703914
"3057","ENSG00000105281","SLC1A5","6510",45.444038,55.88379,123.285542,106.832427
"3058","ENSG00000105287","PRKD2","25865",71.438897,75.636964,57.522432,101.842722
"3059","ENSG00000105289","TJP3","27134",3.036065,2.191775,0.192057,0.93646
"3060","ENSG00000105290","APLP1","333",50.058468,32.387395,1.10276,0.966161
"3061","ENSG00000105298","CACTIN","58509",22.194357,21.937033,16.577747,26.606344
"3062","ENSG00000105321","CCDC9","26093",16.063109,24.104934,18.518674,22.697269
"3063","ENSG00000105323","HNRNPUL1","11100",236.179116,371.988085,313.621419,313.938542
"3064","ENSG00000105325","FZR1","51343",63.104654,53.239652,36.125513,41.678671
"3065","ENSG00000105327","BBC3","27113",51.509175,40.616403,21.370585,46.811437
"3066","ENSG00000105329","TGFB1","7040",257.167805,407.313989,191.822583,368.00525
"3067","ENSG00000105339","DENND3","22898",80.717507,69.122449,37.699074,57.801801
"3068","ENSG00000105341","DMAC2","55101",36.511733,43.285802,54.361754,38.182032
"3070","ENSG00000105355","PLIN3","10226",15.816428,23.337463,19.257411,24.633063
"3072","ENSG00000105364","MRPL4","51073",39.344961,40.957626,51.550203,41.289581
"3074","ENSG00000105369","CD79A","973",0.548004,0.859845,0.77543,0.475246
"3075","ENSG00000105370","LIM2","3982",3.159597,0.356666,6.1758,3.541197
"3076","ENSG00000105371","ICAM4","3386",4.816231,9.11351,0.662392,1.727347
"3077","ENSG00000105372","RPS19","6223",8209.500365,6321.563294,3580.148613,4597.184736
"3078","ENSG00000105373","NOP53","29997",372.712513,267.55825,250.615976,383.986578
"3079","ENSG00000105374","NKG7","4818",193.283135,156.516442,1989.438266,1496.952947
"3080","ENSG00000105376","ICAM5","7087",16.455388,18.231125,0.131009,0.173943
"3081","ENSG00000105379","ETFB","2109",143.11724,158.764115,89.188379,107.612943
"3082","ENSG00000105383","CD33","945",1.407546,3.43848,0.935158,5.695627
"3084","ENSG00000105392","CRX","1406",0.765669,0.747313,0.364163,0.943978
"3085","ENSG00000105393","BABAM1","29086",86.63926,81.071747,99.602395,99.727986
"3086","ENSG00000105397","TYK2","7297",159.392558,178.695623,142.952223,272.233117
"3088","ENSG00000105401","CDC37","11140",459.872158,463.021674,284.738218,255.169006
"3089","ENSG00000105402","NAPA","8775",192.985504,213.836616,117.857656,134.615334
"3090","ENSG00000105404","RABAC1","10567",315.8093,290.53956,136.146736,188.617233
"3091","ENSG00000105409","ATP1A3","478",9.676014,8.158301,2.341145,5.221267
"3092","ENSG00000105419","MEIS3","56917",16.088736,11.682629,0.393634,0.755014
"3093","ENSG00000105426","PTPRS","5802",0.119117,0.175991,0.029327,0.091609
"3094","ENSG00000105427","CNFN","84518",0.769684,0.270631,0.381803,0
"3096","ENSG00000105429","MEGF8","1954",11.003974,11.696606,1.987707,3.36589
"3097","ENSG00000105438","KDELR1","10945",72.945959,90.607725,77.692877,83.541375
"3098","ENSG00000105443","CYTH2","9266",31.055749,41.6778,35.988995,37.192286
"3099","ENSG00000105447","GRWD1","83743",6.261538,6.975816,17.702837,17.988968
"3100","ENSG00000105464","GRIN2D","2906",0.09935,0.177719,0.073383,0.028069
"3102","ENSG00000105472","CLEC11A","6320",0.435439,2.653532,0.174596,1.11097
"3103","ENSG00000105479","ODAD1","93233",3.167812,2.223991,0.041072,0.592176
"3104","ENSG00000105483","CARD8","22900",172.400529,189.919699,207.395338,267.643087
"3105","ENSG00000105486","LIG1","3978",41.714858,31.733126,61.096437,47.966168
"3106","ENSG00000105492","SIGLEC6","946",0.237118,0,0.104493,1.291304
"3107","ENSG00000105497","ZNF175","7728",1.348509,2.156235,1.038037,1.166916
"3108","ENSG00000105499","PLA2G4C","8605",2.049762,1.934762,1.530627,4.488798
"3112","ENSG00000105514","RAB3D","9545",3.623068,3.049828,1.451771,3.870396
"3113","ENSG00000105516","DBP","1628",39.332773,35.939817,10.445892,18.787842
"3114","ENSG00000105518","TMEM205","374882",51.926431,42.923095,26.190387,47.655031
"3115","ENSG00000105519","CAPS","828",27.618404,23.466196,4.905564,17.458849
"3116","ENSG00000105520","PLPPR2","64748",3.959275,4.936116,0.328446,3.448988
"3117","ENSG00000105523","FAM83E","54854",0.123313,0.042943,0.15192,0
"3118","ENSG00000105538","RASIP1","54922",0.044986,0.187838,0.033236,0.190859
"3121","ENSG00000105552","BCAT2","587",22.91084,27.54621,21.42905,28.552056
"3122","ENSG00000105556","MIER2","54531",13.422914,19.203604,12.734127,19.042274
"3123","ENSG00000105559","PLEKHA4","57664",6.345302,7.548289,1.449182,2.975594
"3124","ENSG00000105568","PPP2R1A","5518",52.397422,66.754682,99.54335,112.959195
"3125","ENSG00000105576","TNPO2","30000",44.68652,56.928877,28.819999,47.99148
"3126","ENSG00000105583","WDR83OS","51398",134.033794,187.235218,165.052541,152.576121
"3128","ENSG00000105607","GCDH","2639",18.272354,14.687689,22.963295,26.100913
"3130","ENSG00000105610","KLF1","10661",0.050658,0,0.262194,0.150511
"3131","ENSG00000105612","DNASE2","1777",30.052301,30.266357,41.365344,50.35782
"3132","ENSG00000105613","MAST1","22983",12.676874,15.167951,0.50705,0.963032
"3135","ENSG00000105639","JAK3","3718",43.890985,66.316622,55.083497,168.121599
"3136","ENSG00000105640","RPL18A","6142",2483.565601,1963.083399,1727.0898,1724.262856
"3137","ENSG00000105641","SLC5A5","6528",3.903807,3.218009,0.565203,2.4467
"3138","ENSG00000105642","KCNN1","3780",0.06113,0.19996,0,0.061462
"3139","ENSG00000105643","ARRDC2","27106",109.805377,104.070658,35.529141,58.275103
"3140","ENSG00000105647","PIK3R2","5296",20.118047,18.588022,9.908661,10.192391
"3141","ENSG00000105649","RAB3A","5864",7.797978,9.140209,1.756931,2.534093
"3143","ENSG00000105655","ISYNA1","51477",31.805363,27.286015,4.657397,3.737028
"3144","ENSG00000105656","ELL","8178",21.990948,24.365062,22.545495,24.931245
"3145","ENSG00000105662","CRTC1","23373",2.876431,2.523517,3.268833,9.371488
"3147","ENSG00000105668","UPK1A","11045",0.754704,0.639764,0,0.739417
"3148","ENSG00000105669","COPE","11316",168.874482,183.676152,274.695757,281.098294
"3149","ENSG00000105671","DDX49","54555",31.225745,25.599563,39.239117,40.946094
"3150","ENSG00000105672","ETV2","2116",2.218587,1.67043,1.918865,3.648251
"3152","ENSG00000105676","ARMC6","93436",6.402786,5.225998,24.203572,19.551079
"3153","ENSG00000105677","TMEM147","10430",74.147053,69.530797,34.991164,54.208946
"3158","ENSG00000105697","HAMP","57817",0.173195,0.277898,0,0.028684
"3159","ENSG00000105698","USF2","7392",142.848638,203.090608,156.882122,243.48928
"3160","ENSG00000105699","LSR","51599",7.470968,10.868869,0.164639,0.981837
"3161","ENSG00000105700","KXD1","79036",113.482303,110.71429,91.850554,104.221531
"3162","ENSG00000105701","FKBP8","23770",290.028934,299.873128,230.093378,255.268023
"3163","ENSG00000105705","SUGP1","57794",55.85488,44.022978,35.640319,49.761533
"3164","ENSG00000105707","HPN","3249",0,0.751118,0.053117,0.463276
"3165","ENSG00000105708","ZNF14","7561",7.086597,9.394432,4.388459,8.09528
"3166","ENSG00000105711","SCN1B","6324",1.729205,1.067991,0.297035,0.18859
"3167","ENSG00000105717","PBX4","80714",93.780626,69.897459,33.819469,77.799588
"3168","ENSG00000105722","ERF","2077",46.779523,45.914678,23.478938,24.371397
"3169","ENSG00000105723","GSK3A","2931",48.393766,51.95458,67.228933,77.169312
"3170","ENSG00000105726","ATP13A1","57130",73.93092,97.170904,41.521738,71.144449
"3171","ENSG00000105732","ZNF574","64763",12.518677,12.231752,8.520695,11.140116
"3172","ENSG00000105737","GRIK5","2901",0.032472,0.140879,0.023997,0.133499
"3173","ENSG00000105738","SIPA1L3","23094",10.362011,9.298432,4.525319,5.144228
"3175","ENSG00000105755","ETHE1","23474",80.978064,105.97302,61.998419,64.086429
"3176","ENSG00000105767","CADM4","199731",9.548002,9.369527,0.07919,0.883735
"3177","ENSG00000105771","SMG9","56006",22.056016,33.694414,41.55696,52.187297
"3178","ENSG00000105778","AVL9","23080",16.314975,16.939826,21.602191,23.956686
"3179","ENSG00000105784","RUNDC3B","154661",1.500399,2.754694,0.223673,0.594934
"3180","ENSG00000105792","CFAP69","79846",0.317555,0.293689,0.030225,0.020233
"3183","ENSG00000105810","CDK6","1021",20.211401,25.227172,35.436589,44.41579
"3184","ENSG00000105819","PMPCB","9512",50.665614,45.593339,50.666864,47.638474
"3185","ENSG00000105821","DNAJC2","27000",22.967917,21.3084,23.85654,26.017934
"3187","ENSG00000105829","BET1","10282",19.560142,28.571245,17.543276,24.868602
"3188","ENSG00000105835","NAMPT","10135",60.013945,65.243359,45.318795,58.931326
"3189","ENSG00000105849","POLR1F","221830",6.015715,6.647824,11.075394,13.118011
"3190","ENSG00000105851","PIK3CG","5294",20.854616,22.896548,42.716809,38.462543
"3192","ENSG00000105854","PON2","5445",3.628189,3.105471,5.950867,5.689839
"3193","ENSG00000105855","ITGB8","3696",0.319042,0.631058,0.26311,0.395637
"3194","ENSG00000105856","HBP1","26959",62.81817,75.270728,23.242914,52.621722
"3195","ENSG00000105865","DUS4L","11062",8.088208,7.794563,6.216234,6.162831
"3196","ENSG00000105866","SP4","6671",28.587895,25.74833,31.310343,24.241856
"3197","ENSG00000105875","WDR91","29062",39.388781,34.22452,12.524423,23.362511
"3198","ENSG00000105877","DNAH11","8701",0.010236,0.005338,0.036462,0.010118
"3199","ENSG00000105879","CBLL1","79872",57.600833,74.160939,40.199305,48.509853
"3201","ENSG00000105887","MTPN","136319",129.868093,137.725724,128.155528,110.983495
"3203","ENSG00000105894","PTN","5764",0,0.211321,0.186867,0.101239
"3204","ENSG00000105926","PALS2","51678",13.841657,14.747712,6.298718,4.085743
"3205","ENSG00000105928","GSDME","1687",2.315247,2.893305,0.610625,1.260638
"3207","ENSG00000105939","ZC3HAV1","56829",63.009895,87.780195,57.6593,74.707232
"3208","ENSG00000105948","IFT56","79989",3.7165,2.242821,1.794294,1.409974
"3209","ENSG00000105953","OGDH","4967",45.424996,53.277018,89.080608,92.737013
"3211","ENSG00000105963","ADAP1","11033",12.068885,10.292291,6.404222,16.296768
"3212","ENSG00000105967","TFEC","22797",0,0.023667,2.219249,0.166931
"3213","ENSG00000105968","H2AZ2","94239",227.717506,270.735081,357.169558,282.762035
"3214","ENSG00000105971","CAV2","858",0.090179,1.448587,0.016656,0.02231
"3215","ENSG00000105974","CAV1","857",0.457177,3.509931,0.166285,0.057271
"3216","ENSG00000105976","MET","4233",0.075335,0.976864,0.130386,0
"3217","ENSG00000105982","RNF32","140545",4.019361,6.867193,2.017959,1.160009
"3218","ENSG00000105983","LMBR1","64327",46.689301,50.705252,20.198868,29.425751
"3221","ENSG00000105991","HOXA1","3198",1.028535,0.325951,1.08993,0.139008
"3222","ENSG00000105993","DNAJB6","10049",172.154871,165.813842,117.905039,143.931986
"3225","ENSG00000106003","LFNG","3955",60.762614,67.772347,64.52292,146.466868
"3228","ENSG00000106009","BRAT1","221927",32.097818,30.551468,23.417835,24.987458
"3229","ENSG00000106012","IQCE","23288",13.662198,10.629243,7.689817,7.375954
"3231","ENSG00000106018","VIPR2","7434",0.316446,0.174848,0.055003,0.128896
"3235","ENSG00000106034","CPED1","79974",0.753617,0.073779,0.098768,0
"3237","ENSG00000106049","HIBADH","11112",17.681977,21.711807,14.83553,13.513798
"3238","ENSG00000106052","TAX1BP1","8887",96.946634,99.802726,82.16448,98.372083
"3239","ENSG00000106066","CPVL","54504",0.222083,0.713948,0.545644,0
"3240","ENSG00000106069","CHN2","1124",6.16505,4.994337,9.816184,2.464691
"3241","ENSG00000106070","GRB10","2887",8.67112,21.353398,3.149819,13.217523
"3242","ENSG00000106077","ABHD11","83451",16.127007,10.778039,7.59415,10.258591
"3244","ENSG00000106080","FKBP14","55033",9.58649,8.544263,1.777196,4.724498
"3245","ENSG00000106086","PLEKHA8","84725",15.092499,11.833432,4.270949,4.970237
"3246","ENSG00000106089","STX1A","6804",63.003584,50.92479,7.533853,44.431102
"3247","ENSG00000106100","NOD1","10392",7.493484,10.949406,9.820287,11.916222
"3248","ENSG00000106105","GARS1","2617",42.677763,56.135818,92.45924,62.540134
"3251","ENSG00000106125","MINDY4","84182",0.637423,0.549794,0.295692,0.438727
"3254","ENSG00000106144","CASP2","835",49.639629,71.726391,46.87328,43.174783
"3255","ENSG00000106153","CHCHD2","51142",274.788027,288.789914,556.964743,362.132681
"3257","ENSG00000106211","HSPB1","3315",37.941451,50.411509,31.8532,36.4158
"3259","ENSG00000106244","PDAP1","11333",113.804269,114.795685,157.79004,116.56637
"3260","ENSG00000106245","BUD31","8896",84.290509,90.898702,132.110493,106.694635
"3261","ENSG00000106246","PTCD1","26024",5.938681,7.535956,3.500922,3.655415
"3262","ENSG00000106258","CYP3A5","1577",5.172344,3.539315,1.758837,3.252306
"3263","ENSG00000106261","ZKSCAN1","7586",33.044933,31.431198,14.33446,22.784257
"3264","ENSG00000106263","EIF3B","8662",100.311435,89.547731,88.158758,82.870679
"3265","ENSG00000106266","SNX8","29886",7.759486,5.288123,28.056526,28.915306
"3266","ENSG00000106268","NUDT1","4521",28.875342,27.382928,140.70492,96.990605
"3268","ENSG00000106290","TAF6","6878",56.905095,64.243423,45.337838,50.22943
"3269","ENSG00000106299","WASL","8976",4.648979,5.571604,3.519011,4.792479
"3272","ENSG00000106305","AIMP2","7965",7.253118,8.23293,27.20186,16.059317
"3273","ENSG00000106327","TFR2","7036",0.590903,1.237171,3.768967,5.196749
"3275","ENSG00000106330","MOSPD3","64598",51.539117,55.791433,44.607464,72.903791
"3277","ENSG00000106333","PCOLCE","5118",34.719504,38.7245,12.374303,15.595104
"3278","ENSG00000106336","FBXO24","26261",0.923729,0.352931,0.121147,0.35571
"3280","ENSG00000106344","RBM28","55131",16.292396,16.971352,27.422221,24.703195
"3281","ENSG00000106346","USP42","84132",12.26928,14.648855,8.17701,9.773829
"3282","ENSG00000106348","IMPDH1","3614",84.336253,53.32339,40.515564,45.575823
"3283","ENSG00000106351","AGFG2","3268",63.334069,73.724305,67.794605,90.628468
"3284","ENSG00000106355","LSM5","23658",35.703286,46.475272,116.650579,65.75407
"3285","ENSG00000106366","SERPINE1","5054",0.187181,0.92815,0.224726,0.509202
"3286","ENSG00000106367","AP1S1","1174",67.866046,62.425767,53.258611,52.818082
"3287","ENSG00000106384","MOGAT3","346606",0,0.15328,0.108178,0.14487
"3288","ENSG00000106392","C1GALT1","56913",43.838522,58.847627,55.818234,59.799161
"3289","ENSG00000106397","PLOD3","8985",25.869436,34.448402,27.182436,62.469384
