"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","DysiNKTD1","DysiNKTD2"
"1630","ENSG00000084710","EFR3B","22979",0.114771,0.039912,0.02518,0.042281
"1631","ENSG00000084731","KIF3C","3797",8.643232,8.016558,9.936922,8.83579
"1632","ENSG00000084733","RAB10","10890",76.172821,113.659824,77.325231,85.897639
"1634","ENSG00000084754","HADHA","3030",89.341989,107.260051,70.166268,85.591045
"1635","ENSG00000084764","MAPRE3","22924",15.682535,17.159604,4.254133,1.704025
"1636","ENSG00000084774","CAD","790",11.999668,12.892439,8.497134,10.435153
"1637","ENSG00000085063","CD59","966",44.229494,91.203553,65.993292,115.064271
"1638","ENSG00000085117","CD82","3732",166.817824,198.562576,244.548741,239.072392
"1639","ENSG00000085185","BCORL1","63035",7.878796,8.621803,4.496778,3.093771
"1640","ENSG00000085224","ATRX","546",33.146838,37.808927,42.426264,49.836742
"1643","ENSG00000085274","MYNN","55892",13.889313,13.597804,14.107394,15.032586
"1644","ENSG00000085276","MECOM","2122",0.107395,0.052323,0.027691,0.016575
"1645","ENSG00000085365","SCAMP1","9522",14.508585,14.491662,12.760217,14.336271
"1646","ENSG00000085377","PREP","5550",38.266306,38.12045,28.7323,31.103018
"1647","ENSG00000085382","HACE1","57531",12.096429,13.425603,13.331486,10.639604
"1648","ENSG00000085415","SEH1L","81929",9.398063,12.395482,5.38935,6.687718
"1649","ENSG00000085433","WDR47","22911",12.586431,12.656826,7.970552,6.46167
"1650","ENSG00000085449","WDFY1","57590",44.261856,35.257052,40.934058,36.744244
"1651","ENSG00000085465","OVGP1","5016",2.130255,3.349235,1.787991,1.07083
"1652","ENSG00000085491","SLC25A24","29957",20.41104,26.671833,21.588258,29.128806
"1653","ENSG00000085511","MAP3K4","4216",13.677189,16.135108,19.282895,18.293373
"1654","ENSG00000085514","PILRA","29992",8.434643,7.754029,7.941403,3.338113
"1656","ENSG00000085563","ABCB1","5243",45.332165,62.256608,43.528691,46.044121
"1657","ENSG00000085644","ZNF213","7760",11.155578,11.706841,9.379182,9.583379
"1658","ENSG00000085662","AKR1B1","231",168.805204,171.067779,134.770137,132.298927
"1659","ENSG00000085719","CPNE3","8895",116.909134,228.801827,41.373714,43.343268
"1660","ENSG00000085733","CTTN","2017",0.254616,1.092394,2.52347,2.457328
"1661","ENSG00000085741","WNT11","7481",3.086311,2.672544,4.176367,1.634866
"1662","ENSG00000085760","MTIF2","4528",13.888855,17.53368,19.365541,25.239939
"1663","ENSG00000085788","DDHD2","23259",40.266312,38.65924,51.846059,64.534891
"1665","ENSG00000085832","EPS15","2060",49.286904,51.198509,57.540806,56.287373
"1666","ENSG00000085840","ORC1","4998",2.367659,3.9772,2.827348,3.19358
"1667","ENSG00000085871","MGST2","4258",2.265108,3.703787,8.567196,7.261557
"1668","ENSG00000085872","CHERP","10523",31.069985,32.764139,34.076934,34.97506
"1669","ENSG00000085978","ATG16L1","55054",55.558443,82.83426,68.089728,84.961909
"1670","ENSG00000085982","USP40","55230",13.171516,14.714815,8.570466,10.637791
"1671","ENSG00000085998","POMGNT1","55624",23.850854,22.483118,25.980076,28.613218
"1672","ENSG00000085999","RAD54L","8438",2.576985,5.303021,2.749477,3.562894
"1673","ENSG00000086015","MAST2","23139",8.159769,8.935978,8.372164,7.217616
"1674","ENSG00000086061","DNAJA1","3301",59.899719,70.547881,49.619223,69.186392
"1675","ENSG00000086062","B4GALT1","2683",51.147872,67.186806,57.521031,61.628361
"1676","ENSG00000086065","CHMP5","51510",43.62263,44.77007,35.653036,46.451036
"1677","ENSG00000086102","NFX1","4799",31.307172,34.007701,34.92878,32.710179
"1678","ENSG00000086159","AQP6","363",0.517852,0.782828,1.739467,1.719255
"1679","ENSG00000086189","DIMT1","27292",26.025183,24.615972,14.983602,19.485453
"1682","ENSG00000086232","EIF2AK1","27102",61.39179,63.215342,59.921742,58.578522
"1684","ENSG00000086289","EPDR1","54749",19.605544,4.142167,8.032376,0.551182
"1685","ENSG00000086300","SNX10","29887",27.542551,29.589272,17.375645,17.241466
"1686","ENSG00000086475","SEPHS1","22929",35.517207,42.140295,40.279623,39.225537
"1687","ENSG00000086504","MRPL28","10573",55.834108,62.115333,45.576242,58.68377
"1689","ENSG00000086544","ITPKC","80271",8.344463,8.057514,7.96675,8.733623
"1691","ENSG00000086570","FAT2","2196",0.019233,0.107593,0.084686,0.084998
"1692","ENSG00000086589","RBM22","55696",33.96536,45.133686,52.086519,74.807174
"1693","ENSG00000086598","TMED2","10959",132.571418,144.080733,118.199367,146.013874
"1694","ENSG00000086619","ERO1B","56605",11.897432,12.946019,14.763711,13.988041
"1695","ENSG00000086666","ZFAND6","54469",87.059873,98.927776,76.040028,91.012167
"1697","ENSG00000086712","TXLNG","55787",7.635187,12.878902,8.666172,10.474785
"1699","ENSG00000086730","LAT2","7462",5.030804,11.195161,27.004115,33.497739
"1700","ENSG00000086758","HUWE1","10075",74.098939,84.253301,99.717805,90.5406
"1701","ENSG00000086827","ZW10","9183",12.730717,13.595898,8.961788,7.550176
"1702","ENSG00000086848","ALG9","79796",16.858633,22.938586,16.871552,13.049142
"1705","ENSG00000087008","ACOX3","8310",10.603708,10.593024,13.516901,15.127253
"1706","ENSG00000087053","MTMR2","8898",7.353812,7.551982,8.801716,10.113242
"1707","ENSG00000087074","PPP1R15A","23645",54.579003,49.161674,45.381146,66.775858
"1708","ENSG00000087076","HSD17B14","51171",2.463906,1.304241,7.090074,2.905136
"1709","ENSG00000087077","TRIP6","7205",2.377024,5.392908,5.237195,7.402945
"1710","ENSG00000087085","ACHE","43",8.842749,6.590183,0.606605,0.116197
"1711","ENSG00000087086","FTL","2512",1445.294635,1260.54571,1659.253337,1847.280888
"1712","ENSG00000087087","SRRT","51593",152.795865,149.693924,160.960907,136.663585
"1713","ENSG00000087088","BAX","581",321.524337,339.258768,437.282893,459.295779
"1714","ENSG00000087095","NLK","51701",9.725117,11.19269,10.899227,10.661634
"1715","ENSG00000087111","PIGS","94005",71.789393,69.815525,64.250681,42.81794
"1718","ENSG00000087152","ATXN7L3","56970",59.270433,64.123741,68.719063,66.514555
"1719","ENSG00000087157","PGS1","9489",77.016504,77.472727,69.828606,63.348929
"1720","ENSG00000087191","PSMC5","5705",128.460401,165.326526,120.024856,137.83027
"1721","ENSG00000087206","UIMC1","51720",48.705788,48.536301,47.447706,40.466236
"1722","ENSG00000087237","CETP","1071",0.092949,0.04688,0.067363,0.178176
"1723","ENSG00000087245","MMP2","4313",0.275781,1.564387,0.289826,0.79951
"1725","ENSG00000087253","LPCAT2","54947",14.380114,10.470838,16.860876,6.33221
"1726","ENSG00000087258","GNAO1","2775",6.231224,7.164489,9.368785,5.591571
"1727","ENSG00000087263","OGFOD1","55239",35.448158,40.012751,33.560051,27.460111
"1728","ENSG00000087266","SH3BP2","6452",38.902904,45.532385,87.554578,74.045435
"1729","ENSG00000087269","NOP14","8602",23.224129,21.035674,15.416485,17.077164
"1730","ENSG00000087274","ADD1","118",121.618891,159.982944,164.088467,173.098653
"1731","ENSG00000087299","L2HGDH","79944",9.236301,8.509971,5.251433,4.368175
"1732","ENSG00000087301","TXNDC16","57544",11.732076,11.28695,7.283822,6.918093
"1733","ENSG00000087302","RTRAF","51637",136.225588,181.420634,90.567847,124.215811
"1734","ENSG00000087303","NID2","22795",0.120572,0.602568,0.158977,0
"1735","ENSG00000087338","GMCL1","64395",44.542363,49.603645,36.406919,36.799565
"1736","ENSG00000087365","SF3B2","10992",166.3739,166.15108,154.717887,169.280227
"1737","ENSG00000087448","KLHL42","57542",3.22035,5.220947,10.902856,9.393837
"1738","ENSG00000087460","GNAS","2778",640.936647,767.684653,918.794396,860.995797
"1739","ENSG00000087470","DNM1L","10059",35.857618,37.966215,48.107312,43.247057
"1740","ENSG00000087494","PTHLH","5744",0.639326,3.09814,4.836851,2.751918
"1742","ENSG00000087502","ERGIC2","51290",50.688813,67.788577,45.282842,59.33002
"1743","ENSG00000087510","TFAP2C","7022",0,0.054921,0.099235,0.116401
"1744","ENSG00000087586","AURKA","6790",9.711836,14.130008,9.117947,15.242313
"1745","ENSG00000087589","CASS4","57091",11.47142,10.177177,14.830488,15.720693
"1746","ENSG00000087842","PIR","8544",4.498168,4.157418,1.597625,1.632722
"1747","ENSG00000087884","AAMDC","28971",30.564962,43.976616,12.837874,27.525108
"1748","ENSG00000087903","RFX2","5990",7.642519,13.779902,6.403766,5.861121
"1749","ENSG00000087995","METTL2A","339175",10.391056,10.183465,8.404065,7.867155
"1751","ENSG00000088035","ALG6","29929",18.989348,18.883516,21.504892,21.371827
"1754","ENSG00000088179","PTPN4","5775",32.742739,34.257922,51.557262,103.474444
"1755","ENSG00000088205","DDX18","8886",65.614467,57.646918,46.873866,51.694335
"1756","ENSG00000088247","KHSRP","8570",159.10712,179.103338,149.019305,142.705448
"1757","ENSG00000088256","GNA11","2767",7.45808,3.623456,1.616888,0.631352
"1758","ENSG00000088280","ASAP3","55616",1.650456,2.517417,0.12679,0.066175
"1760","ENSG00000088305","DNMT3B","1789",2.048061,1.598761,1.453235,1.379033
"1762","ENSG00000088325","TPX2","22974",17.220571,27.680886,20.2202,31.265816
"1763","ENSG00000088340","FER1L4","80307",17.031091,19.347456,5.808171,2.987419
"1764","ENSG00000088356","PDRG1","81572",13.397944,11.649862,11.346681,9.730798
"1765","ENSG00000088367","EPB41L1","2036",0.135894,0.334382,0.291556,0.576717
"1766","ENSG00000088386","SLC15A1","6564",0.050287,0.029023,0.305572,0.053292
"1767","ENSG00000088387","DOCK9","23348",90.432709,105.578677,86.268793,108.255609
"1768","ENSG00000088448","ANKRD10","55608",118.520497,118.757418,183.659001,163.129061
"1769","ENSG00000088451","TGDS","23483",17.675967,16.819537,15.265001,18.993523
"1770","ENSG00000088538","DOCK3","1795",3.47342,1.887554,5.781875,2.160189
"1771","ENSG00000088543","C3orf18","51161",16.178128,14.815626,15.759353,19.225056
"1772","ENSG00000088682","COQ9","57017",24.664025,25.314285,29.555511,31.032353
"1773","ENSG00000088726","TMEM40","55287",1.414412,0.667198,1.133527,0.635733
"1774","ENSG00000088727","KIF9","64147",0.173133,1.396681,1.106262,2.62575
"1775","ENSG00000088756","ARHGAP28","79822",0.080561,0.07005,0.134803,0.059371
"1776","ENSG00000088766","CRLS1","54675",20.406643,20.728987,15.923978,14.348733
"1778","ENSG00000088808","PPP1R13B","23368",12.596879,11.308151,13.043487,7.713154
"1779","ENSG00000088812","ATRN","8455",12.39278,12.123045,10.326104,9.310804
"1780","ENSG00000088826","SMOX","54498",19.609837,47.24047,28.642629,39.422661
"1781","ENSG00000088827","SIGLEC1","6614",0.084337,0.017603,0.02672,0
"1782","ENSG00000088832","FKBP1A","2280",222.046736,297.269629,163.223452,195.934688
"1783","ENSG00000088833","NSFL1C","55968",52.847829,49.008374,42.639987,42.323165
"1784","ENSG00000088836","SLC4A11","83959",14.869785,22.24539,3.831669,0.971017
"1785","ENSG00000088854","DNAAF9","25943",5.320403,4.841384,6.277435,4.794411
"1786","ENSG00000088876","ZNF343","79175",10.237408,9.841136,9.796587,7.951892
"1787","ENSG00000088881","EBF4","57593",8.39298,6.537682,3.621918,0.054681
"1788","ENSG00000088882","CPXM1","56265",0,0.134312,0.040433,0.035588
"1789","ENSG00000088888","MAVS","57506",16.765495,22.755973,26.940728,24.254922
"1790","ENSG00000088899","LZTS3","9762",6.287448,3.739719,2.325548,1.041205
"1792","ENSG00000088930","XRN2","22803",46.532316,60.876388,39.574319,51.919171
"1793","ENSG00000088970","KIZ","55857",33.393513,30.387977,49.562679,41.892466
"1794","ENSG00000088986","DYNLL1","8655",264.964977,298.517339,238.649693,327.490865
"1795","ENSG00000088992","TESC","54997",37.670749,25.305828,31.791551,19.92967
"1796","ENSG00000089006","SNX5","27131",87.680612,113.357618,110.786924,120.632373
"1797","ENSG00000089009","RPL6","6128",1613.804149,1356.200597,1311.279585,1336.346458
"1798","ENSG00000089012","SIRPG","55423",29.398961,28.108371,39.964927,24.874498
"1799","ENSG00000089022","MAPKAPK5","8550",30.693108,28.013533,21.164483,26.109702
"1800","ENSG00000089041","P2RX7","5027",5.988024,6.428551,5.653003,3.639932
"1801","ENSG00000089048","ESF1","51575",5.009506,6.89556,5.404336,7.043021
"1802","ENSG00000089050","RBBP9","10741",19.293015,20.982477,15.975774,9.139937
"1803","ENSG00000089053","ANAPC5","51433",122.964216,137.906603,130.60937,156.48012
"1804","ENSG00000089057","SLC23A2","9962",13.921245,16.230795,21.876559,18.017363
"1805","ENSG00000089060","SLC8B1","80024",26.801191,24.740739,38.858557,37.739266
"1806","ENSG00000089063","TMEM230","29058",98.685159,105.759415,89.493876,96.618204
"1807","ENSG00000089091","DZANK1","55184",4.693049,4.819479,2.701461,1.04031
"1808","ENSG00000089094","KDM2B","84678",28.210612,26.016933,48.640929,47.161468
"1810","ENSG00000089116","LHX5","64211",0,0.026712,0.032179,0.028307
"1811","ENSG00000089123","TASP1","55617",4.781863,6.07566,5.819371,5.613256
"1812","ENSG00000089127","OAS1","4938",34.097589,45.048313,26.063262,41.357432
"1813","ENSG00000089154","GCN1","10985",40.65774,45.193594,64.600985,40.751329
"1814","ENSG00000089157","RPLP0","6175",3190.006242,2364.163694,1173.834743,1104.971377
"1815","ENSG00000089159","PXN","5829",84.483111,132.438515,111.550603,144.739858
"1816","ENSG00000089163","SIRT4","23409",4.744785,2.764632,1.909559,1.188851
"1818","ENSG00000089177","KIF16B","55614",2.497437,4.191407,2.116922,2.440749
"1819","ENSG00000089195","TRMT6","51605",9.140674,11.679518,7.437651,8.180635
"1820","ENSG00000089199","CHGB","1114",0.089774,0.28123,0,0.198698
"1821","ENSG00000089220","PEBP1","5037",119.443686,86.121727,83.127216,86.344363
"1823","ENSG00000089234","BRAP","8315",14.619323,16.010829,14.952974,20.157789
"1824","ENSG00000089248","ERP29","10961",184.158307,155.1902,143.808073,130.479735
"1826","ENSG00000089280","FUS","2521",230.360136,243.218459,227.292867,212.651405
"1827","ENSG00000089289","IGBP1","3476",93.178484,94.247724,84.672952,84.225709
"1828","ENSG00000089327","FXYD5","53827",646.585103,1020.519436,874.141715,1276.201751
"1829","ENSG00000089335","ZNF302","55900",22.48235,24.607799,32.87946,26.939748
"1830","ENSG00000089351","GRAMD1A","57655",112.38216,160.306302,126.169586,171.344203
"1831","ENSG00000089356","FXYD3","5349",0.938768,2.415501,1.619249,1.626195
"1834","ENSG00000089505","CMTM1","113540",9.367694,12.955317,19.845388,21.863351
"1835","ENSG00000089558","KCNH4","23415",2.645786,2.835458,1.437527,1.401481
"1836","ENSG00000089597","GANAB","23193",172.298243,164.385853,190.548792,176.10584
"1837","ENSG00000089639","GMIP","51291",39.449337,55.767502,86.869252,92.80136
"1838","ENSG00000089682","RBM41","55285",12.859663,13.115808,14.923423,17.884626
"1839","ENSG00000089685","BIRC5","332",7.239874,16.667125,13.218946,19.059294
"1840","ENSG00000089692","LAG3","3902",71.407824,53.764768,121.30263,54.63871
"1841","ENSG00000089693","MLF2","8079",113.093661,118.280779,93.947793,91.410256
"1844","ENSG00000089775","ZBTB25","7597",50.846069,37.888436,64.487428,40.762429
"1845","ENSG00000089818","NECAP1","25977",46.838224,43.448047,51.949237,41.981202
"1846","ENSG00000089820","ARHGAP4","393",165.429923,180.192802,327.980696,304.209988
"1847","ENSG00000089847","ANKRD24","170961",1.985118,1.790547,1.017777,0.77056
"1848","ENSG00000089876","DHX32","55760",14.651046,14.158107,5.675893,5.089898
"1849","ENSG00000089902","RCOR1","23186",18.679006,26.857357,13.909844,11.865738
"1850","ENSG00000089916","GPATCH2L","55668",33.546258,24.430858,40.909562,26.532819
"1851","ENSG00000090006","LTBP4","8425",120.404311,121.545442,134.265589,77.939568
"1852","ENSG00000090013","BLVRB","645",51.118922,33.10791,22.624591,14.336594
"1853","ENSG00000090020","SLC9A1","6548",13.55909,14.018716,13.641157,15.13677
"1854","ENSG00000090054","SPTLC1","10558",28.33732,33.826963,39.339623,41.250758
"1855","ENSG00000090060","PAPOLA","10914",116.874417,134.350407,140.909925,142.711704
"1856","ENSG00000090061","CCNK","8812",55.154857,69.51374,49.520898,71.486396
"1857","ENSG00000090097","PCBP4","57060",36.028101,35.519777,49.765078,51.600905
"1858","ENSG00000090104","RGS1","5996",339.098144,417.29602,248.580417,219.567532
"1859","ENSG00000090238","YPEL3","83719",402.13511,527.980045,642.00896,635.831406
"1860","ENSG00000090263","MRPS33","51650",62.705479,60.873617,38.684739,41.426981
"1861","ENSG00000090266","NDUFB2","4708",84.658139,75.256332,94.84927,129.563293
"1862","ENSG00000090273","NUDC","10726",45.81062,52.501428,37.617179,44.052743
"1863","ENSG00000090316","MAEA","10296",79.232299,74.047146,113.34908,89.619441
"1864","ENSG00000090339","ICAM1","3383",7.630197,11.050603,9.879594,10.97467
"1865","ENSG00000090372","STRN4","29888",44.014599,46.708178,63.801616,59.233338
"1866","ENSG00000090376","IRAK3","11213",0.09811,0.042645,0.073623,0.009035
"1867","ENSG00000090382","LYZ","4069",2.734263,3.759611,3.348748,7.492573
"1869","ENSG00000090432","MUL1","79594",17.397637,18.62807,15.746041,17.827558
"1870","ENSG00000090447","TFAP4","7023",9.835906,7.374299,9.274033,5.648177
"1871","ENSG00000090470","PDCD7","10081",27.011112,28.907033,27.451799,24.795335
"1872","ENSG00000090487","SPG21","51324",35.323108,38.309435,49.059181,42.421691
"1874","ENSG00000090520","DNAJB11","51726",61.960942,86.126048,40.125433,55.995093
"1875","ENSG00000090530","P3H2","55214",0.02536,0.088111,0.257017,0.280558
"1878","ENSG00000090554","FLT3LG","2323",62.276368,86.088563,110.932321,107.792479
"1880","ENSG00000090581","GNPTG","84572",51.466696,46.341433,54.553677,66.940029
"1881","ENSG00000090612","ZNF268","10795",6.898081,5.878263,8.634613,7.603135
"1882","ENSG00000090615","GOLGA3","2802",44.924236,54.115218,42.418166,54.750994
"1883","ENSG00000090621","PABPC4","8761",84.245301,90.753739,86.714304,78.382197
"1885","ENSG00000090661","CERS4","79603",23.982501,29.710654,36.634596,44.623718
"1886","ENSG00000090674","MCOLN1","57192",17.059388,18.997713,10.462409,16.117594
"1887","ENSG00000090686","USP48","84196",47.932307,57.839547,61.240923,64.167979
"1888","ENSG00000090776","EFNB1","1947",10.322134,8.092964,5.187205,4.213005
"1890","ENSG00000090861","AARS1","16",48.163437,44.948142,44.133062,36.036136
"1891","ENSG00000090863","GLG1","2734",100.165145,99.473506,101.159875,112.856858
"1892","ENSG00000090889","KIF4A","24137",3.623774,8.649677,4.747924,7.271598
"1893","ENSG00000090905","TNRC6A","27327",25.415847,29.960104,39.731658,40.568988
"1894","ENSG00000090924","PLEKHG2","64857",29.239887,38.371935,53.993538,31.498189
"1896","ENSG00000090971","NAT14","57106",5.071064,4.652558,5.550559,3.625337
"1897","ENSG00000090975","PITPNM2","57605",1.382978,1.628031,0.727481,3.542153
"1898","ENSG00000090989","EXOC1","55763",25.838343,23.021538,26.628951,33.741115
"1899","ENSG00000091009","RBM27","54439",14.154755,13.327289,14.77726,13.722469
"1901","ENSG00000091039","OSBPL8","114882",75.279167,78.555415,87.415489,70.869304
"1904","ENSG00000091127","PUS7","54517",4.543916,3.914883,0.830211,1.218606
"1905","ENSG00000091128","LAMB4","22798",0.443609,0.416892,0.957566,0.69478
"1906","ENSG00000091129","NRCAM","4897",0.018839,0.358982,0,0.068663
"1907","ENSG00000091136","LAMB1","3912",2.308056,0.422276,0.505279,0.57193
"1908","ENSG00000091137","SLC26A4","5172",0.077066,0.080421,0.27143,0.187459
"1910","ENSG00000091140","DLD","1738",57.806591,65.109548,45.596551,44.996797
"1911","ENSG00000091157","WDR7","23335",25.001352,25.252097,13.030087,15.283403
"1912","ENSG00000091164","TXNL1","9352",60.477097,69.334084,41.579741,49.737801
"1913","ENSG00000091181","IL5RA","3568",0,0.575777,0.599227,0.014414
"1915","ENSG00000091317","CMTM6","54918",58.43761,84.391408,59.775818,81.996915
"1916","ENSG00000091409","ITGA6","3655",14.306907,10.336315,7.052691,7.316444
"1918","ENSG00000091436","MAP3K20","51776",6.369447,4.972458,5.382466,5.038793
"1920","ENSG00000091483","FH","2271",28.641677,31.869659,17.500998,17.888469
"1921","ENSG00000091490","SEL1L3","23231",83.78984,102.243344,95.232942,111.992093
"1922","ENSG00000091513","TF","7018",0.327995,0.382641,0.587233,0.271531
"1923","ENSG00000091527","CDV3","55573",139.721946,159.961417,186.47314,201.679732
"1924","ENSG00000091536","MYO15A","51168",0.798787,2.074353,0.232692,0.296993
"1925","ENSG00000091542","ALKBH5","54890",97.634629,66.567724,68.98111,52.091271
"1927","ENSG00000091592","NLRP1","22861",87.089665,108.439725,201.4258,209.746898
"1928","ENSG00000091622","PITPNM3","83394",0.899339,0.709443,0.595479,0.272241
"1929","ENSG00000091640","SPAG7","9552",30.946446,30.79651,38.830923,58.240524
"1930","ENSG00000091651","ORC6","23594",13.381149,15.739813,24.759689,22.065766
"1934","ENSG00000091732","ZC3HC1","51530",2.454507,3.032082,5.436047,8.268678
"1935","ENSG00000091831","ESR1","2099",0.668026,0.914433,0.597968,1.046372
"1936","ENSG00000091844","RGS17","26575",7.028184,2.751282,5.978899,0.940893
"1938","ENSG00000091947","TMEM101","84336",17.468012,19.437037,16.193909,20.965452
"1939","ENSG00000091972","CD200","4345",0.775798,0.735775,1.972373,3.290443
"1940","ENSG00000091986","CCDC80","151887",1.134775,1.13211,1.042323,0.929052
"1942","ENSG00000092010","PSME1","5720",393.903623,497.57196,312.28369,430.512205
"1943","ENSG00000092020","PPP2R3C","55012",23.147443,27.300804,23.230703,36.562296
"1944","ENSG00000092036","HAUS4","54930",14.35167,22.96475,14.981574,26.910985
"1949","ENSG00000092094","OSGEP","55644",41.491373,36.685644,51.073738,38.223837
"1950","ENSG00000092096","SLC22A17","51310",2.229771,0.953775,2.327992,0.485398
"1951","ENSG00000092098","RNF31","55072",65.999648,85.738925,80.380876,98.005061
"1952","ENSG00000092108","SCFD1","23256",29.115439,35.399028,35.601937,52.924055
"1953","ENSG00000092140","G2E3","55632",10.541741,16.568141,16.271957,16.069339
"1954","ENSG00000092148","HECTD1","25831",39.235461,37.471147,50.209106,53.867606
"1955","ENSG00000092199","HNRNPC","3183",350.773154,387.994669,383.609618,463.51662
"1957","ENSG00000092201","SUPT16H","11198",66.617291,73.244093,54.698351,55.18748
"1958","ENSG00000092203","TOX4","9878",69.87019,82.567582,49.578322,64.908506
"1959","ENSG00000092208","GEMIN2","8487",16.016459,15.563195,13.556569,7.646491
"1960","ENSG00000092295","TGM1","7051",0.858852,1.627429,3.960027,3.726308
"1961","ENSG00000092330","TINF2","26277",71.166414,89.740237,61.716981,93.485681
"1964","ENSG00000092421","SEMA6A","57556",0.048272,0.050448,0,0.21394
"1965","ENSG00000092439","TRPM7","54822",36.490516,36.247222,37.562007,37.199797
"1966","ENSG00000092445","TYRO3","7301",1.311736,1.458295,2.418359,0.872972
"1967","ENSG00000092470","WDR76","79968",17.653087,18.05045,13.311838,14.883057
"1968","ENSG00000092529","CAPN3","825",6.571956,6.326973,8.875156,5.213595
"1969","ENSG00000092531","SNAP23","8773",99.086178,103.856734,71.051563,68.994889
"1971","ENSG00000092621","PHGDH","26227",3.693743,7.05623,2.119307,4.777693
"1972","ENSG00000092758","COL9A3","1299",0.235809,0.03216,0,0.155268
"1973","ENSG00000092820","EZR","7430",152.122296,189.57212,126.786589,169.702407
"1974","ENSG00000092841","MYL6","4637",2019.197126,2153.863535,1831.666756,2258.463027
"1975","ENSG00000092847","AGO1","26523",10.683112,12.596448,13.237152,12.400705
"1977","ENSG00000092853","CLSPN","63967",4.472119,6.604866,4.648448,8.37025
"1978","ENSG00000092871","RFFL","117584",58.655568,54.123725,57.543348,63.253139
"1979","ENSG00000092929","UNC13D","201294",52.821773,73.958588,179.265979,199.153799
"1980","ENSG00000092931","MFSD11","79157",29.309629,42.58955,30.908946,49.890655
"1981","ENSG00000092964","DPYSL2","1808",15.966379,14.420364,10.667167,10.455485
"1983","ENSG00000092978","GPATCH2","55105",5.866304,6.606087,8.286412,7.079741
"1984","ENSG00000093000","NUP50","10762",51.297162,64.262539,62.615561,77.793851
"1985","ENSG00000093009","CDC45","8318",2.978664,7.267897,5.928382,3.834085
"1986","ENSG00000093010","COMT","1312",41.930101,49.398834,62.38,67.476733
"1987","ENSG00000093072","ADA2","51816",111.195827,130.312295,156.946771,150.13893
"1988","ENSG00000093134","VNN3P","55350",0.046983,0,0.800339,0.498385
"1989","ENSG00000093144","ECHDC1","55862",33.088959,35.402797,22.015059,37.903158
"1990","ENSG00000093167","LRRFIP2","9209",44.838828,56.751342,39.35003,32.590733
"1991","ENSG00000093183","SEC22C","9117",42.911438,52.097845,51.640466,52.820644
"1992","ENSG00000093217","XYLB","9942",0.356416,0.763884,0.327561,0.640964
"1993","ENSG00000094631","HDAC6","10013",45.190567,50.729358,77.282655,78.145306
"1994","ENSG00000094661","OR1I1","126370",0.154733,0.134916,0.181076,0.251279
"1995","ENSG00000094755","GABRP","2568",4.27734,5.353367,4.771682,7.73047
"1997","ENSG00000094804","CDC6","990",5.329049,6.996012,3.393275,3.84547
"1998","ENSG00000094841","UPRT","139596",14.909464,13.899018,11.807526,12.653755
"1999","ENSG00000094880","CDC23","8697",12.487238,15.999754,15.343315,23.142635
"2000","ENSG00000094914","AAAS","8086",76.739384,69.576099,58.898345,50.210942
"2001","ENSG00000094916","CBX5","23468",15.375664,18.624332,22.018944,24.240917
"2003","ENSG00000094975","SUCO","51430",25.933891,24.724689,25.090061,26.119765
"2004","ENSG00000095002","MSH2","4436",17.827912,18.073429,13.72713,14.685942
"2005","ENSG00000095015","MAP3K1","4214",14.173381,16.15218,15.579971,16.285673
"2006","ENSG00000095059","DHPS","1725",106.008464,100.632305,89.384559,90.660557
"2007","ENSG00000095066","HOOK2","29911",19.236612,28.411157,29.694554,21.807845
"2009","ENSG00000095139","ARCN1","372",83.36965,93.162241,72.755248,88.338047
"2010","ENSG00000095203","EPB41L4B","54566",0.38444,0.229273,0.115129,0.060731
"2011","ENSG00000095209","TMEM38B","55151",14.616397,9.644536,4.378879,3.697653
"2012","ENSG00000095261","PSMD5","5711",20.554443,33.733392,21.252557,28.494813
"2013","ENSG00000095303","PTGS1","5742",0,0.48018,0.105855,0.096602
"2014","ENSG00000095319","NUP188","23511",22.547282,21.993493,24.16762,28.761116
"2015","ENSG00000095321","CRAT","1384",14.777755,23.455111,15.609656,23.240764
"2016","ENSG00000095370","SH2D3C","10044",33.324324,43.974953,56.510462,61.584239
"2017","ENSG00000095380","NANS","54187",28.973495,38.274707,16.070098,30.202095
"2018","ENSG00000095383","TBC1D2","55357",6.526708,8.209059,4.272528,2.78458
"2019","ENSG00000095397","WHRN","25861",28.381737,40.290871,13.62129,21.920939
"2021","ENSG00000095485","CWF19L1","55280",32.511823,29.996687,30.877376,30.156827
"2022","ENSG00000095539","SEMA4G","57715",0.831243,1.539511,1.561628,0.455305
"2023","ENSG00000095564","BTAF1","9044",50.4832,41.379595,53.851858,42.250731
"2024","ENSG00000095574","IKZF5","64376",18.642747,21.921757,18.589489,27.248168
"2026","ENSG00000095587","TLL2","7093",0.289165,0.465172,0.068251,0.060578
"2029","ENSG00000095637","SORBS1","10580",2.787077,1.970914,0.323213,0.318145
"2031","ENSG00000095739","BAMBI","25805",0.550507,0.352426,0.425442,0.046902
"2032","ENSG00000095752","IL11","3589",0.41614,0,0.279007,0.16121
"2034","ENSG00000095787","WAC","51322",117.730167,121.655489,129.349337,144.837973
"2035","ENSG00000095794","CREM","1390",79.050501,90.247802,130.761311,103.634672
"2036","ENSG00000095906","NUBP2","10101",61.706247,45.816251,55.850847,55.374467
