"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","DysiNKTD1","DysiNKTD2"
"10963","ENSG00000163541","SUCLG1","8802",58.375568,71.517463,50.922316,52.36678
"10964","ENSG00000163545","NUAK2","81788",1.878635,1.758654,1.597498,1.881917
"10966","ENSG00000163558","PRKCI","5584",16.790252,23.251326,17.919397,18.753897
"10968","ENSG00000163564","PYHIN1","149628",63.178643,92.187141,100.948455,145.161205
"10969","ENSG00000163565","IFI16","3428",151.589198,223.936699,184.244308,234.913237
"10970","ENSG00000163568","AIM2","9447",18.370097,6.404501,32.488984,4.064111
"10971","ENSG00000163576","EFHB","151651",0.161067,1.060767,0.242903,2.069931
"10972","ENSG00000163577","EIF5A2","56648",13.601927,10.400725,4.269735,8.212825
"10974","ENSG00000163584","RPL22L1","200916",82.441095,45.628751,70.427477,46.402715
"10976","ENSG00000163590","PPM1L","151742",7.590998,3.069891,4.153205,0.957333
"10977","ENSG00000163596","ICA1L","130026",1.634557,1.595692,2.012411,2.282566
"10978","ENSG00000163599","CTLA4","1493",19.658721,34.674742,37.721357,47.454186
"10979","ENSG00000163600","ICOS","29851",60.792126,81.080246,47.122206,46.868841
"10981","ENSG00000163605","PPP4R2","151987",47.047261,60.185329,42.574649,41.93068
"10982","ENSG00000163606","CD200R1","131450",20.943194,34.823268,25.812153,31.258531
"10983","ENSG00000163607","GTPBP8","29083",36.730797,39.237549,37.219679,28.402973
"10984","ENSG00000163608","NEPRO","25871",63.912239,71.031866,65.078229,53.83326
"10985","ENSG00000163611","SPICE1","152185",10.642817,10.544326,15.025556,6.98033
"10987","ENSG00000163617","CCDC191","57577",6.067215,4.840528,5.544454,5.495112
"10988","ENSG00000163618","CADPS","8618",0.038306,0.040015,0.096335,0.127246
"10990","ENSG00000163624","CDS1","1040",0.146933,0.102224,0.143745,0.108306
"10991","ENSG00000163625","WDFY3","23001",0.041502,0.08651,0.421609,0.03795
"10992","ENSG00000163626","COX18","285521",16.634974,16.261258,15.124055,17.416896
"10993","ENSG00000163629","PTPN13","5783",0.577233,1.053201,0.483263,0.580683
"10998","ENSG00000163634","THOC7","80145",61.001134,73.890357,48.597277,45.790465
"10999","ENSG00000163635","ATXN7","6314",20.151497,30.395491,46.596842,42.333164
"11000","ENSG00000163636","PSMD6","9861",67.140896,83.755635,48.110295,62.133106
"11001","ENSG00000163637","PRICKLE2","166336",0.158627,0.018395,0.110844,0.038978
"11003","ENSG00000163644","PPM1K","152926",39.286063,42.658102,54.112373,40.887179
"11004","ENSG00000163645","ERICH6","131831",0.285096,0.149128,0.172724,0.158183
"11006","ENSG00000163655","GMPS","8833",46.943632,64.135524,36.877559,35.353185
"11007","ENSG00000163659","TIPARP","25976",73.053157,62.439083,51.025305,30.732958
"11008","ENSG00000163660","CCNL1","57018",201.97234,234.983898,349.448993,291.833304
"11010","ENSG00000163666","HESX1","8820",0.342078,0.099137,0,0.152629
"11012","ENSG00000163681","SLMAP","7871",31.927462,31.73564,32.563939,34.328893
"11013","ENSG00000163682","RPL9","6133",188.132159,923.654722,126.514529,714.402296
"11014","ENSG00000163683","SMIM14","201895",19.122409,18.024049,21.702187,23.239762
"11015","ENSG00000163684","RPP14","11102",6.196078,7.58304,8.167133,7.138905
"11016","ENSG00000163686","ABHD6","57406",13.426397,9.909543,7.4057,5.583814
"11018","ENSG00000163689","CFAP20DC","200844",0.028675,0.130199,0,0.116076
"11019","ENSG00000163694","RBM47","54502",0.279782,2.378174,0.572649,1.621164
"11020","ENSG00000163697","APBB2","323",0.314075,0.379361,0.291596,0.335256
"11021","ENSG00000163701","IL17RE","132014",0.880848,3.459919,2.177469,3.615375
"11022","ENSG00000163702","IL17RC","84818",0.556625,1.008029,0.787042,1.134642
"11023","ENSG00000163703","CRELD1","78987",30.851818,28.520724,32.948855,33.050113
"11024","ENSG00000163704","PRRT3","285368",4.861082,8.42196,3.669686,3.995569
"11027","ENSG00000163714","U2SURP","23350",66.19392,68.900235,80.382081,90.740362
"11028","ENSG00000163719","MTMR14","64419",33.46042,42.30207,35.307793,42.705171
"11029","ENSG00000163728","TTC14","151613",47.460281,48.306705,94.209927,74.604749
"11031","ENSG00000163735","CXCL5","6374",0.090246,0.031412,0.340471,0.166454
"11034","ENSG00000163738","MTHFD2L","441024",5.187831,4.610612,5.073145,3.952123
"11036","ENSG00000163743","RCHY1","25898",32.18514,40.844402,26.67037,47.9828
"11038","ENSG00000163749","CCDC158","339965",0.043767,0.114215,0.35706,0.217844
"11040","ENSG00000163754","GYG1","2992",77.595827,87.772519,111.416158,99.74514
"11041","ENSG00000163755","HPS3","84343",35.748877,43.122208,42.019675,45.456618
"11043","ENSG00000163781","TOPBP1","11073",26.637335,36.219398,31.655305,32.975656
"11044","ENSG00000163785","RYK","6259",23.797212,13.016576,23.702799,9.255569
"11045","ENSG00000163788","SNRK","54861",60.305717,59.347479,78.220121,58.845727
"11046","ENSG00000163792","TCF23","150921",0.074951,0.15878,0.037551,0.034713
"11048","ENSG00000163794","UCN","7349",9.165643,5.474163,7.033803,3.40293
"11049","ENSG00000163795","ZNF513","130557",22.365794,18.942235,20.932942,22.044469
"11050","ENSG00000163798","SLC4A1AP","22950",29.481443,34.061907,26.053214,28.139246
"11051","ENSG00000163803","PLB1","151056",0.365711,0.700219,0.91354,0.21867
"11052","ENSG00000163806","SPDYA","245711",0.467144,0.267062,0.993863,0.7109
"11053","ENSG00000163807","KIAA1143","57456",19.097606,24.933344,29.620659,30.185034
"11054","ENSG00000163808","KIF15","56992",4.090094,6.994547,6.251228,7.530224
"11056","ENSG00000163811","WDR43","23160",17.461795,22.242844,16.110197,16.518652
"11057","ENSG00000163812","ZDHHC3","51304",85.522326,96.777816,75.622979,67.972094
"11058","ENSG00000163814","CDCP1","64866",0.895455,2.578642,1.591961,1.438492
"11059","ENSG00000163815","CLEC3B","7123",0.605539,1.480139,0.921097,2.257906
"11060","ENSG00000163817","SLC6A20","54716",0.288855,0.272701,0.479586,0.304117
"11061","ENSG00000163818","LZTFL1","54585",21.151642,23.429192,11.955059,10.89402
"11062","ENSG00000163820","FYCO1","79443",28.648649,24.541267,47.854337,24.237863
"11063","ENSG00000163823","CCR1","1230",17.141113,26.990645,14.754927,12.828532
"11065","ENSG00000163827","LRRC2","79442",3.200924,4.007687,9.070177,7.408932
"11066","ENSG00000163832","ELP6","54859",15.297983,22.363116,22.210534,29.928423
"11068","ENSG00000163840","DTX3L","151636",11.902305,20.214258,25.123936,36.50358
"11069","ENSG00000163848","ZNF148","7707",13.482385,21.491936,19.664025,17.33181
"11070","ENSG00000163864","NMNAT3","349565",28.512073,30.796036,42.413476,33.324505
"11071","ENSG00000163866","SMIM12","113444",51.070134,42.56245,39.969692,37.614068
"11072","ENSG00000163867","ZMYM6","9204",18.277515,16.065083,30.992528,20.122944
"11073","ENSG00000163870","TPRA1","131601",32.322997,41.585057,26.058429,29.58776
"11074","ENSG00000163872","YEATS2","55689",34.837076,39.899774,32.091918,32.789366
"11076","ENSG00000163874","ZC3H12A","80149",46.647994,42.02688,70.808548,40.579061
"11077","ENSG00000163875","MEAF6","64769",75.423027,69.817735,78.107575,84.869391
"11078","ENSG00000163877","SNIP1","79753",11.3174,17.010286,13.336832,14.734103
"11079","ENSG00000163879","DNALI1","7802",0.114747,0.029953,0.108229,0.18993
"11080","ENSG00000163882","POLR2H","5437",55.73578,54.563499,54.282515,53.597483
"11081","ENSG00000163884","KLF15","28999",0.088845,0.24739,0.037243,0
"11083","ENSG00000163888","CAMK2N2","94032",5.088977,2.855538,0.31204,0.137651
"11084","ENSG00000163898","LIPH","200879",0.073774,0.187635,0.320651,0.120817
"11085","ENSG00000163900","TMEM41A","90407",11.847875,14.97306,12.257637,12.532646
"11086","ENSG00000163902","RPN1","6184",110.711691,107.004443,98.435384,117.822171
"11087","ENSG00000163904","SENP2","59343",27.106112,28.781414,27.907765,36.194681
"11089","ENSG00000163913","IFT122","55764",15.014768,14.580269,15.12427,14.361051
"11091","ENSG00000163918","RFC4","5984",28.789777,36.822179,26.86814,23.954707
"11092","ENSG00000163923","RPL39L","116832",7.005782,4.474357,6.206666,5.139566
"11093","ENSG00000163930","BAP1","8314",44.980663,53.547272,53.015409,50.973945
"11094","ENSG00000163931","TKT","7086",187.856297,194.065068,118.738176,123.359347
"11095","ENSG00000163932","PRKCD","5580",20.579107,21.897099,15.818141,22.360957
"11096","ENSG00000163933","RFT1","91869",10.936557,13.480121,11.704744,11.673955
"11097","ENSG00000163935","SFMBT1","51460",12.32007,13.32351,16.390588,13.889424
"11098","ENSG00000163938","GNL3","26354",40.350893,44.042731,28.390348,42.371461
"11099","ENSG00000163939","PBRM1","55193",31.759845,37.121865,37.29879,40.823875
"11100","ENSG00000163945","UVSSA","57654",24.334479,24.889043,42.359547,36.883676
"11101","ENSG00000163946","TASOR","23272",48.159206,51.702757,74.344638,75.783467
"11102","ENSG00000163947","ARHGEF3","50650",61.760312,55.793545,64.486511,63.023791
"11103","ENSG00000163950","SLBP","7884",74.795002,65.349068,62.829735,57.491623
"11104","ENSG00000163956","LRPAP1","4043",91.023169,91.845155,78.468328,100.617328
"11106","ENSG00000163959","SLC51A","200931",0.586433,0.177396,0,0.181896
"11107","ENSG00000163960","UBXN7","26043",20.500935,24.87444,27.806119,23.454834
"11108","ENSG00000163961","RNF168","165918",18.165133,23.542377,22.052059,21.190166
"11109","ENSG00000163964","PIGX","54965",57.019209,80.185229,57.184432,57.102338
"11110","ENSG00000163975","MELTF","4241",4.203829,3.516196,1.570863,2.330145
"11112","ENSG00000163993","S100P","6286",3.93551,1.193038,1.096313,8.736061
"11113","ENSG00000163995","ABLIM2","84448",1.901687,0.854679,1.025759,0.231477
"11114","ENSG00000164002","EXO5","64789",11.809131,9.750057,11.382775,12.783252
"11116","ENSG00000164008","C1orf50","79078",6.641345,8.930185,5.750771,13.57369
"11117","ENSG00000164010","ERMAP","114625",1.689337,2.794113,4.324993,10.658494
"11118","ENSG00000164011","ZNF691","51058",8.724378,11.862258,11.547386,10.981701
"11119","ENSG00000164022","AIMP1","9255",38.327463,49.855619,38.799024,36.460986
"11120","ENSG00000164023","SGMS2","166929",0.217323,0.398745,0.620945,0.726861
"11121","ENSG00000164024","METAP1","23173",34.314316,30.50818,38.639827,33.857533
"11122","ENSG00000164031","DNAJB14","79982",55.312471,57.195599,63.813571,79.777329
"11123","ENSG00000164032","H2AZ1","3015",212.930764,255.470888,196.443028,193.513738
"11125","ENSG00000164037","SLC9B1","150159",2.119732,1.187738,2.171266,1.936941
"11126","ENSG00000164038","SLC9B2","133308",10.07148,9.449559,11.188937,10.790954
"11127","ENSG00000164039","BDH2","56898",32.661386,34.628786,39.177294,46.323991
"11128","ENSG00000164040","PGRMC2","10424",66.559832,59.676902,50.675817,50.346872
"11129","ENSG00000164045","CDC25A","993",0.926723,2.707589,1.329744,2.024045
"11131","ENSG00000164048","ZNF589","51385",16.949327,14.45669,23.044778,19.704365
"11133","ENSG00000164050","PLXNB1","5364",1.863151,2.595786,2.601245,1.211129
"11134","ENSG00000164051","CCDC51","79714",8.249089,12.694544,8.653495,10.137367
"11136","ENSG00000164054","SHISA5","51246",115.118022,126.310262,199.667134,249.21001
"11137","ENSG00000164056","SPRY1","10252",13.791459,6.05227,7.421369,1.640836
"11138","ENSG00000164061","BSN","8927",0.034985,0.086663,0.027507,0.072471
"11139","ENSG00000164062","APEH","327",112.763,102.466654,89.879396,80.418808
"11140","ENSG00000164066","INTU","27152",0.397129,0.463504,0.680245,0.348094
"11141","ENSG00000164068","RNF123","63891",19.705219,17.6053,18.563496,24.00153
"11142","ENSG00000164070","HSPA4L","22824",0.21596,0.162806,0.368201,0.266445
"11143","ENSG00000164073","MFSD8","256471",17.737896,24.729864,25.860211,17.680113
"11144","ENSG00000164074","ABHD18","80167",10.350331,13.836244,13.831107,18.356688
"11146","ENSG00000164077","MON1A","84315",5.467055,5.096558,6.808069,10.612311
"11147","ENSG00000164078","MST1R","4486",0.221459,0.719453,1.408791,1.05981
"11148","ENSG00000164080","RAD54L2","23132",10.46734,15.770039,13.23318,12.821349
"11149","ENSG00000164081","TEX264","51368",54.693031,67.904034,64.132521,68.650873
"11150","ENSG00000164082","GRM2","2912",1.410704,1.251662,1.178927,0.392494
"11151","ENSG00000164086","DUSP7","1849",22.809942,27.136776,23.763169,22.420427
"11152","ENSG00000164087","POC1A","25886",3.552573,4.760414,3.314705,4.249139
"11153","ENSG00000164088","PPM1M","132160",88.650213,99.882882,136.702927,131.50548
"11155","ENSG00000164091","WDR82","80335",120.77373,132.88115,132.220578,121.376427
"11157","ENSG00000164096","C4orf3","401152",64.281565,48.053103,47.222784,53.281073
"11160","ENSG00000164104","HMGB2","3148",362.519817,374.737583,478.557941,591.751691
"11161","ENSG00000164105","SAP30","8819",62.270539,49.237614,45.75743,28.354852
"11162","ENSG00000164106","SCRG1","11341",0.115472,0.051616,0.020737,0.109374
"11163","ENSG00000164107","HAND2","9464",0.195123,0.056794,0,0.030093
"11164","ENSG00000164109","MAD2L1","4085",24.521856,23.317986,12.965656,18.163769
"11165","ENSG00000164111","ANXA5","308",213.357249,345.378009,171.452027,248.406437
"11168","ENSG00000164114","MAP9","79884",5.659361,3.220954,2.744843,2.207712
"11169","ENSG00000164116","GUCY1A1","2982",0.200726,0.069973,0.254486,0.095954
"11170","ENSG00000164117","FBXO8","26269",13.055881,14.421626,9.781071,11.845058
"11171","ENSG00000164118","CEP44","80817",18.043957,16.426085,22.204241,15.565931
"11172","ENSG00000164120","HPGD","3248",87.057169,90.496739,82.503047,87.531887
"11175","ENSG00000164124","TMEM144","55314",0.029745,0,0.018707,0.023832
"11176","ENSG00000164125","GASK1B","51313",0.021663,0.015426,0.108982,0
"11179","ENSG00000164134","NAA15","80155",17.783508,17.36669,11.871994,8.082382
"11180","ENSG00000164136","IL15","3600",7.450357,10.117304,7.940924,12.752512
"11181","ENSG00000164142","FHIP1A","729830",0.017603,0.018371,0.02214,0.058393
"11182","ENSG00000164144","ARFIP1","27236",21.349783,32.466304,13.225332,22.982237
"11183","ENSG00000164151","ICE1","23379",20.843316,18.017431,19.7597,19.245474
"11184","ENSG00000164161","HHIP","64399",0.048958,0.029259,0.035177,0.007728
"11185","ENSG00000164162","ANAPC10","10393",32.867749,29.743958,24.533137,21.470907
"11186","ENSG00000164163","ABCE1","6059",30.089812,38.069059,27.610561,29.857139
"11187","ENSG00000164164","OTUD4","54726",25.395258,25.622166,33.533475,27.808066
"11188","ENSG00000164167","LSM6","11157",40.389036,48.511755,33.394127,48.269749
"11189","ENSG00000164168","TMEM184C","55751",10.036535,13.559924,11.180757,13.667315
"11190","ENSG00000164169","PRMT9","90826",9.589475,14.369211,8.483869,9.091819
"11191","ENSG00000164171","ITGA2","3673",6.150549,14.718662,6.21369,9.60717
"11192","ENSG00000164172","MOCS2","4338",34.287487,38.272276,21.878127,24.756488
"11195","ENSG00000164180","TMEM161B","153396",22.263359,25.78288,22.785578,26.824444
"11196","ENSG00000164181","ELOVL7","79993",0.057673,0.120387,0,0.042519
"11197","ENSG00000164182","NDUFAF2","91942",40.936557,30.830334,15.964309,13.220669
"11199","ENSG00000164187","LMBRD2","92255",8.896825,12.419085,8.136206,9.595886
"11201","ENSG00000164190","NIPBL","25836",33.660267,38.016807,42.967945,41.70328
"11203","ENSG00000164199","ADGRV1","84059",2.225346,2.590925,3.190813,2.155413
"11204","ENSG00000164209","SLC25A46","91137",32.61237,40.812991,41.135624,37.864288
"11205","ENSG00000164211","STARD4","134429",49.538852,54.457897,44.498047,42.597237
"11206","ENSG00000164219","PGGT1B","5229",8.277343,10.285075,10.130485,13.004732
"11207","ENSG00000164220","F2RL2","2151",0,0.045167,0.21769,0.04786
"11208","ENSG00000164221","CCDC112","153733",10.24557,6.439294,8.125231,2.751828
"11209","ENSG00000164236","ANKRD33B","651746",3.2703,3.114349,1.382657,1.574567
"11210","ENSG00000164237","CMBL","134147",0.491528,0.379505,1.99776,0.950285
"11211","ENSG00000164241","C5orf63","401207",4.31492,5.225257,6.593032,5.496736
"11212","ENSG00000164244","PRRC1","133619",23.966344,27.027055,21.769137,29.204014
"11213","ENSG00000164251","F2RL1","2150",3.977356,2.480682,2.630975,0.771495
"11214","ENSG00000164252","AGGF1","55109",18.339842,18.999889,17.745073,18.096927
"11215","ENSG00000164253","WDR41","55255",13.680943,22.249299,10.841257,14.749084
"11217","ENSG00000164258","NDUFS4","4724",28.514763,31.961833,35.824593,41.16891
"11218","ENSG00000164265","SCGB3A2","117156",1.637257,1.159142,3.635222,2.360514
"11221","ENSG00000164283","ESM1","11082",3.08778,0.558379,1.247017,0.577833
"11222","ENSG00000164284","GRPEL2","134266",14.224693,20.582691,19.824288,16.420577
"11224","ENSG00000164291","ARSK","153642",11.465746,10.727444,7.939336,7.801352
"11225","ENSG00000164292","RHOBTB3","22836",0.484006,0.622296,0.426887,1.515632
"11226","ENSG00000164294","GPX8","493869",0,0.04795,0.500788,0.195499
"11227","ENSG00000164296","TIGD6","81789",2.98419,1.184835,1.547975,1.591298
"11229","ENSG00000164300","SERINC5","256987",7.740017,14.684534,11.572335,16.06297
"11230","ENSG00000164303","ENPP6","133121",0,0.097349,0.383678,1.199598
"11232","ENSG00000164305","CASP3","836",45.583624,56.094865,47.361237,55.843928
"11233","ENSG00000164306","PRIMPOL","201973",24.609291,23.124137,32.56131,23.60528
"11234","ENSG00000164307","ERAP1","51752",79.661413,105.057035,167.963612,172.120419
"11235","ENSG00000164308","ERAP2","64167",17.074925,62.321357,32.321727,98.602526
"11236","ENSG00000164309","CMYA5","202333",0.04362,0.090998,0.075453,0.120541
"11238","ENSG00000164323","CFAP97","57587",20.095838,27.530809,19.546282,22.34176
"11241","ENSG00000164327","RICTOR","253260",25.883152,25.754115,41.390054,38.35676
"11242","ENSG00000164329","TENT2","167153",41.630313,50.825778,49.045016,53.085325
"11243","ENSG00000164330","EBF1","1879",0.411187,0.669551,0,0.318893
"11244","ENSG00000164331","ANKRA2","57763",40.592883,44.143851,44.33359,53.488964
"11245","ENSG00000164332","UBLCP1","134510",36.895561,49.052301,32.293992,35.380051
"11247","ENSG00000164338","UTP15","84135",8.540503,9.233525,7.867018,11.424123
"11248","ENSG00000164342","TLR3","7098",0.925523,1.2208,2.024116,1.496645
"11249","ENSG00000164344","KLKB1","3818",0.434366,0.069693,0.826472,1.226792
"11250","ENSG00000164346","NSA2","10412",138.163513,125.774633,106.902178,100.281493
"11251","ENSG00000164347","GFM2","84340",20.404088,21.874549,15.274975,15.588586
"11252","ENSG00000164362","TERT","7015",0.095079,0.026194,0.11644,0.035077
"11254","ENSG00000164366","CCDC127","133957",5.771293,5.141733,5.697724,4.441905
"11257","ENSG00000164398","ACSL6","23305",7.724091,15.281132,11.034658,19.4132
"11259","ENSG00000164400","CSF2","1437",2.455121,6.099205,4.218736,9.356203
"11260","ENSG00000164402","SEPTIN8","23176",16.264236,22.739242,27.425245,28.132276
"11261","ENSG00000164403","SHROOM1","134549",0.366124,0.474659,0.396832,0.666267
"11262","ENSG00000164404","GDF9","2661",0.889842,0.570587,0.362124,0.345628
"11263","ENSG00000164405","UQCRQ","27089",129.789583,127.89665,85.375187,128.063294
"11264","ENSG00000164406","LEAP2","116842",2.919784,2.573194,3.172334,3.065908
"11266","ENSG00000164414","SLC35A1","10559",26.158966,21.473416,24.664592,25.849263
"11268","ENSG00000164430","CGAS","115004",16.581957,21.674453,20.767112,23.275733
"11271","ENSG00000164440","TXLNB","167838",0.977018,0.796518,0.345635,0.1519
"11272","ENSG00000164442","CITED2","10370",64.391754,60.958448,81.566813,95.535673
"11275","ENSG00000164463","CREBRF","153222",23.875262,25.143202,29.713993,30.033637
"11276","ENSG00000164465","DCBLD1","285761",20.51862,9.407819,16.079435,8.695609
"11277","ENSG00000164466","SFXN1","94081",64.55653,63.835472,60.300287,49.644661
"11278","ENSG00000164483","SAMD3","154075",150.61413,197.036309,165.810623,191.188749
"11279","ENSG00000164484","TMEM200A","114801",7.308733,11.329153,7.984032,9.554096
"11282","ENSG00000164494","PDSS2","57107",6.248439,5.819363,5.575999,7.042434
"11284","ENSG00000164506","STXBP5","134957",9.11879,10.051213,13.914926,11.948808
"11286","ENSG00000164509","IL31RA","133396",0,0.129457,0.120008,0.571629
"11287","ENSG00000164512","ANKRD55","79722",0,0.917305,0.136753,0.46307
"11288","ENSG00000164520","RAET1E","135250",0.074402,0.116718,0.421517,0.164956
"11289","ENSG00000164530","PI16","221476",1.384273,1.594131,1.82995,2.907777
"11290","ENSG00000164532","TBX20","57057",0.085008,0.221591,0.398497,0.047076
"11291","ENSG00000164535","DAGLB","221955",11.131811,11.206969,11.758867,11.214819
"11292","ENSG00000164542","MATCAP2","23366",0.716189,0.174836,0.12155,0.03917
"11293","ENSG00000164543","STK17A","9263",142.013042,131.838151,168.287499,145.609756
"11294","ENSG00000164548","TRA2A","29896",104.351632,113.784813,154.188496,178.453791
