"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD2_D131"
"9684","ENSG00000154309","DISP1","84976",1.953253,1.24856,1.804117,1.025766
"9685","ENSG00000154310","TNIK","23043",46.963196,39.120273,56.460418,43.531242
"9687","ENSG00000154319","FAM167A","83648",7.671562,3.441545,5.312949,3.872224
"9688","ENSG00000154328","NEIL2","252969",3.836583,1.872253,6.329101,5.571739
"9689","ENSG00000154330","PGM5","5239",0.114336,0.092912,0.019628,0.122585
"9691","ENSG00000154358","OBSCN","84033",16.803312,9.839961,32.51659,23.625217
"9693","ENSG00000154370","TRIM11","81559",43.674635,40.146504,46.430339,45.392593
"9694","ENSG00000154380","ENAH","55740",0.380172,0.352026,1.76434,3.608312
"9696","ENSG00000154429","CCSAP","126731",14.540383,10.460106,15.546979,13.006411
"9698","ENSG00000154447","SH3RF1","57630",0.189372,0.110164,0.649329,0.700388
"9699","ENSG00000154451","GBP5","115362",375.317541,403.300386,320.493678,347.343833
"9700","ENSG00000154473","BUB3","9184",178.855712,191.556198,183.998233,127.264973
"9703","ENSG00000154485","MMP21","118856",0.415207,0.137142,0,0.784815
"9705","ENSG00000154511","DIPK1A","388650",23.381681,21.255398,28.769266,15.47563
"9706","ENSG00000154518","ATP5MC3","518",109.501386,104.116411,110.257399,100.704216
"9707","ENSG00000154529","CNTNAP3B","728577",2.014558,3.212869,2.927978,9.784147
"9710","ENSG00000154553","PDLIM3","27295",0.288045,0.079831,0.335266,0.618084
"9712","ENSG00000154582","ELOC","6921",42.798218,52.656879,55.743114,55.848717
"9713","ENSG00000154589","LY96","23643",13.350025,18.393606,18.423638,22.533614
"9715","ENSG00000154611","PSMA8","143471",0.189942,0.167423,0.146757,0
"9717","ENSG00000154639","CXADR","1525",0.071988,0.151813,0.333009,0.462099
"9719","ENSG00000154642","C21orf91","54149",38.362009,31.910969,41.908352,23.752258
"9720","ENSG00000154645","CHODL","140578",0.249959,0.229927,0.118878,0.040535
"9723","ENSG00000154655","L3MBTL4","91133",0.367415,0.046156,0.017315,0
"9725","ENSG00000154710","RABGEF1","27342",23.558494,23.21693,31.085692,24.5513
"9726","ENSG00000154719","MRPL39","54148",11.794216,14.277912,16.78047,17.233704
"9728","ENSG00000154723","ATP5PF","522",94.61995,112.1519,85.665124,101.128634
"9729","ENSG00000154727","GABPA","2551",21.426853,23.732034,22.747689,20.060634
"9730","ENSG00000154734","ADAMTS1","9510",9.157001,2.405958,1.640929,2.171614
"9732","ENSG00000154743","TSEN2","80746",3.690739,4.500113,5.872408,8.272296
"9733","ENSG00000154760","SLFN13","146857",41.694528,52.863807,58.486663,41.656495
"9734","ENSG00000154764","WNT7A","7476",0.091252,0.340957,0.176232,0.097834
"9735","ENSG00000154767","XPC","7508",89.643222,75.193111,126.657308,79.699053
"9736","ENSG00000154781","CCDC174","51244",29.792504,36.716104,33.580251,32.665171
"9737","ENSG00000154783","FGD5","152273",0.388714,0.114747,0.235516,0.743695
"9738","ENSG00000154803","FLCN","201163",49.853177,48.305756,57.573302,66.059067
"9739","ENSG00000154813","DPH3","285381",10.396246,10.788616,12.262998,11.633267
"9740","ENSG00000154814","OXNAD1","92106",29.858603,48.721084,83.347031,41.590294
"9741","ENSG00000154822","PLCL2","23228",27.685792,34.18102,42.980969,35.02998
"9742","ENSG00000154832","CXXC1","30827",137.222618,139.221331,137.605348,128.401248
"9743","ENSG00000154845","PPP4R1","9989",33.55156,38.556751,37.022721,40.058519
"9744","ENSG00000154856","APCDD1","147495",0.388834,0.555554,0.458665,0.770606
"9747","ENSG00000154889","MPPE1","65258",43.065051,61.652599,46.834749,58.589058
"9749","ENSG00000154914","USP43","124739",0.463405,0.07188,0.765547,0.116821
"9750","ENSG00000154917","RAB6B","51560",5.363556,1.008011,6.029783,9.131204
"9751","ENSG00000154920","EME1","146956",3.323966,3.571403,4.421075,12.172807
"9753","ENSG00000154930","ACSS1","84532",48.458233,59.61019,50.772908,56.828573
"9754","ENSG00000154945","ANKRD40","91369",15.196891,17.112342,15.124423,20.756478
"9755","ENSG00000154957","ZNF18","7566",15.263285,14.986255,12.048516,10.467861
"9757","ENSG00000154978","VOPP1","81552",81.641985,66.689141,107.087326,85.714413
"9758","ENSG00000154997","SEPTIN14","346288",0.978707,0.989596,1.428646,1.519785
"9759","ENSG00000155008","APOOL","139322",3.737303,4.988502,7.023069,5.455329
"9761","ENSG00000155016","CYP2U1","113612",3.251241,1.448817,2.433635,1.57812
"9762","ENSG00000155026","RSPH10B","222967",1.546285,1.40244,0.65794,0.816806
"9763","ENSG00000155034","FBXL18","80028",8.13466,5.667216,9.710315,12.18101
"9765","ENSG00000155066","PROM2","150696",0.165627,0.101833,1.119753,0.069608
"9767","ENSG00000155085","AK9","221264",13.125442,13.310435,8.287004,9.90583
"9769","ENSG00000155090","KLF10","7071",16.037163,10.784923,31.649089,17.009322
"9771","ENSG00000155096","AZIN1","51582",56.934858,50.705101,93.70486,68.490377
"9772","ENSG00000155097","ATP6V1C1","528",11.170328,18.4973,20.060636,16.215586
"9773","ENSG00000155099","PIP4P2","55529",5.684192,2.837068,10.880128,5.245097
"9774","ENSG00000155100","OTUD6B","51633",11.088851,10.70339,14.655991,13.256747
"9775","ENSG00000155111","CDK19","23097",20.4103,21.964479,20.871511,19.060619
"9776","ENSG00000155115","GTF3C6","112495",24.28089,47.025645,17.31959,24.788942
"9777","ENSG00000155158","TTC39B","158219",37.01543,25.743533,29.037533,16.836339
"9778","ENSG00000155189","AGPAT5","55326",7.70523,12.330245,18.313788,22.835242
"9779","ENSG00000155229","MMS19","64210",43.892735,43.753144,36.700978,48.407952
"9781","ENSG00000155252","PI4K2A","55361",17.366172,19.41654,22.81789,16.261445
"9782","ENSG00000155254","MARVELD1","83742",1.106538,0.793942,1.895642,2.032541
"9783","ENSG00000155256","ZFYVE27","118813",40.443535,39.111101,43.693463,46.548716
"9784","ENSG00000155265","GOLGA7B","401647",3.853675,4.596171,2.544924,1.850267
"9786","ENSG00000155275","TRMT44","152992",17.233052,11.755021,16.084831,11.421422
"9787","ENSG00000155287","SLC25A28","81894",87.622795,81.203412,100.393185,74.387268
"9788","ENSG00000155304","HSPA13","6782",29.376293,36.858111,36.681735,43.461012
"9789","ENSG00000155307","SAMSN1","64092",151.146371,142.506113,192.084567,178.979022
"9790","ENSG00000155313","USP25","29761",57.121827,63.563159,61.638846,58.140723
"9791","ENSG00000155324","GRAMD2B","65983",4.024351,5.077048,8.189685,5.196673
"9792","ENSG00000155329","ZCCHC10","54819",21.434136,36.686679,11.966591,25.79367
"9793","ENSG00000155330","C16orf87","388272",11.911388,11.450062,16.761423,11.896513
"9794","ENSG00000155363","MOV10","4343",34.834948,48.367517,40.302702,46.682086
"9795","ENSG00000155366","RHOC","389",142.394672,129.531525,197.620643,233.189253
"9796","ENSG00000155367","PPM1J","333926",0.268541,0,2.320478,1.102175
"9797","ENSG00000155368","DBI","1622",121.227789,167.417392,112.179881,110.049924
"9798","ENSG00000155380","SLC16A1","6566",14.01103,10.324724,17.827042,21.794268
"9799","ENSG00000155393","HEATR3","55027",9.549636,8.633846,20.064492,18.55741
"9800","ENSG00000155428","TRIM74","378108",4.522454,2.266021,5.986629,5.478349
"9801","ENSG00000155438","NIFK","84365",22.808184,32.495589,46.594468,42.466615
"9802","ENSG00000155463","OXA1L","5018",111.981943,131.181555,93.918773,98.510809
"9803","ENSG00000155465","SLC7A7","9056",1.594013,0.351898,1.221877,1.472856
"9805","ENSG00000155506","LARP1","23367",84.736777,79.20716,86.909909,72.350347
"9806","ENSG00000155508","CNOT8","9337",100.606275,105.897664,115.640278,112.64717
"9808","ENSG00000155530","LRGUK","136332",0.21545,0.094733,0,0.057808
"9809","ENSG00000155542","SETD9","133383",2.175746,1.847014,2.348534,2.483222
"9810","ENSG00000155545","MIER3","166968",15.819391,11.733122,19.002964,18.465808
"9811","ENSG00000155561","NUP205","23165",18.202335,18.717879,18.255273,17.620276
"9812","ENSG00000155592","ZKSCAN2","342357",1.440205,1.094935,1.261607,1.664468
"9813","ENSG00000155621","C9orf85","138241",13.384576,13.444542,17.356751,17.108815
"9815","ENSG00000155629","PIK3AP1","118788",11.00074,9.929707,20.409553,27.099201
"9816","ENSG00000155636","RBM45","129831",22.423127,17.174117,12.299333,18.040849
"9817","ENSG00000155657","TTN","7273",1.14402,1.060772,1.656502,0.856905
"9819","ENSG00000155660","PDIA4","9601",80.447685,104.973681,109.327512,125.159181
"9820","ENSG00000155666","KDM8","79831",4.694694,5.8964,4.057175,2.491651
"9822","ENSG00000155719","OTOA","146183",0.201332,0.10887,0.016914,0.18582
"9823","ENSG00000155729","KCTD18","130535",20.804504,24.082821,22.068198,26.99036
"9824","ENSG00000155744","HYCC2","285172",14.683617,9.797758,23.02589,16.400192
"9825","ENSG00000155749","FLACC1","130540",1.984162,2.635425,1.666535,1.012187
"9827","ENSG00000155755","TMEM237","65062",4.181117,4.53467,1.968758,5.353256
"9828","ENSG00000155760","FZD7","8324",0.407403,0.042141,1.028786,2.08178
"9830","ENSG00000155792","DEPTOR","64798",0.149294,0.295594,0,0.7249
"9832","ENSG00000155827","RNF20","56254",22.532373,22.013442,22.603891,24.144288
"9834","ENSG00000155846","PPARGC1B","133522",0.767368,0.257473,2.042948,0.724666
"9835","ENSG00000155849","ELMO1","9844",46.488623,57.242578,45.553999,28.499449
"9836","ENSG00000155850","SLC26A2","1836",6.689022,5.575735,8.744963,8.802019
"9837","ENSG00000155858","LSM11","134353",3.134707,1.726743,3.666,2.711716
"9838","ENSG00000155868","MED7","9443",12.751136,16.622697,14.782867,21.206073
"9839","ENSG00000155875","SAXO1","158297",0.05867,0.367879,0.101576,0.16782
"9840","ENSG00000155876","RRAGA","10670",45.704863,46.909511,56.62733,56.473536
"9841","ENSG00000155886","SLC24A2","25769",0,0.007229,0.035203,0.008792
"9843","ENSG00000155893","PXYLP1","92370",13.526331,13.672264,14.158435,15.029083
"9845","ENSG00000155903","RASA2","5922",23.962568,20.689705,30.547229,27.906148
"9846","ENSG00000155906","RMND1","55005",10.243666,10.096184,10.762526,12.633434
"9848","ENSG00000155926","SLA","6503",113.868633,85.277369,103.891169,101.147442
"9849","ENSG00000155957","TMBIM4","51643",110.45199,165.204363,136.26509,133.120391
"9850","ENSG00000155959","VBP1","7411",25.540658,30.581332,26.236517,30.310979
"9851","ENSG00000155961","RAB39B","116442",11.666428,8.810261,12.693916,13.746213
"9852","ENSG00000155962","CLIC2","1193",0.467819,0.234486,0.216893,0.077422
"9853","ENSG00000155966","AFF2","2334",0,0.061619,0.006143,0.015341
"9854","ENSG00000155970","MICU3","286097",0.369792,1.697882,6.1665,1.915082
"9856","ENSG00000155975","VPS37A","137492",28.609487,29.063543,41.608173,32.679442
"9857","ENSG00000155980","KIF5A","3798",3.039822,2.157601,3.147756,2.751849
"9860","ENSG00000156011","PSD3","23362",0.067986,0.046444,0.058147,0.224279
"9861","ENSG00000156017","CARNMT1","138199",9.6957,9.799277,18.702729,16.431906
"9862","ENSG00000156026","MCU","90550",8.203652,9.593634,13.741354,9.941034
"9863","ENSG00000156030","MIDEAS","91748",42.707336,32.585524,41.036506,48.471298
"9864","ENSG00000156042","CFAP70","118491",2.559093,1.106048,2.563509,2.243672
"9866","ENSG00000156050","FAM161B","145483",2.204063,1.640551,1.862243,2.447553
"9867","ENSG00000156052","GNAQ","2776",19.627424,21.45086,26.441072,22.451988
"9872","ENSG00000156110","ADK","132",24.387767,42.488224,19.782802,33.638642
"9873","ENSG00000156113","KCNMA1","3778",0.055318,0,0.57102,9.420849
"9874","ENSG00000156127","BATF","10538",49.545532,36.979077,35.670097,40.620799
"9875","ENSG00000156136","DCK","1633",60.384604,58.664723,70.688015,57.717083
"9877","ENSG00000156150","ALX3","257",0,0.048275,0.633379,0.118464
"9878","ENSG00000156162","DPY19L4","286148",8.999535,8.130475,7.361034,10.93836
"9879","ENSG00000156170","NDUFAF6","137682",33.938448,24.376035,40.948286,31.957073
"9880","ENSG00000156171","DRAM2","128338",48.639711,49.164552,70.353575,72.510923
"9881","ENSG00000156172","CFAP418","157657",2.019658,1.554178,1.615173,1.836964
"9882","ENSG00000156194","PPEF2","5470",0.088403,0.659955,0.117463,0.326937
"9884","ENSG00000156218","ADAMTSL3","57188",19.377924,13.581751,13.406389,20.19956
"9887","ENSG00000156232","WHAMM","123720",16.803096,19.996881,20.5735,20.922827
"9889","ENSG00000156239","N6AMT1","29104",3.269199,3.334106,5.074289,3.038128
"9890","ENSG00000156253","RWDD2B","10069",10.66679,8.680132,7.330618,12.023794
"9891","ENSG00000156256","USP16","10600",28.562118,36.626062,28.136845,29.208563
"9892","ENSG00000156261","CCT8","10694",102.128182,93.521431,98.187625,102.538653
"9893","ENSG00000156265","MAP3K7CL","56911",16.527598,13.530355,18.114337,11.981806
"9899","ENSG00000156299","TIAM1","7074",4.490318,6.578156,21.196467,19.343787
"9900","ENSG00000156304","SCAF4","57466",29.292221,30.577682,28.803298,27.220289
"9901","ENSG00000156313","RPGR","6103",8.042959,6.395672,7.438649,6.747009
"9902","ENSG00000156345","CDK20","23552",0.13872,0.223292,0.53612,0.272334
"9903","ENSG00000156374","PCGF6","84108",10.067421,8.187998,8.708614,7.940315
"9904","ENSG00000156381","ANKRD9","122416",9.8428,3.015623,15.878898,13.668441
"9905","ENSG00000156384","SFR1","119392",8.467933,8.175797,7.550357,11.656478
"9907","ENSG00000156398","SFXN2","118980",3.348656,3.478072,3.265699,7.709548
"9908","ENSG00000156411","ATP5MJ","9556",110.60661,125.835939,87.045702,93.2517
"9910","ENSG00000156414","TDRD9","122402",0.027058,0.318621,0.286821,0.087123
"9911","ENSG00000156427","FGF18","8817",0.049892,0.043939,0.1293,0
"9912","ENSG00000156453","PCDH1","5097",0.834936,0.297635,1.159944,0.183474
"9913","ENSG00000156463","SH3RF2","153769",0.177646,0.730771,0.083176,0.896649
"9915","ENSG00000156467","UQCRB","7381",455.14483,444.655966,342.18003,351.600533
"9916","ENSG00000156469","MTERF3","51001",13.86049,11.608712,18.570142,14.094501
"9917","ENSG00000156471","PTDSS1","9791",134.130657,181.155034,128.00439,140.240281
"9918","ENSG00000156475","PPP2R2B","5521",9.656069,6.115699,18.203847,13.608666
"9919","ENSG00000156482","RPL30","6156",2138.351985,1964.695603,2016.867502,1893.576004
"9921","ENSG00000156500","PABIR3","159091",29.181911,24.314213,21.038377,35.760091
"9922","ENSG00000156502","SUPV3L1","6832",22.308414,25.943612,26.986311,29.693963
"9923","ENSG00000156504","PABIR2","159090",57.817746,55.630627,46.650301,51.728546
"9924","ENSG00000156508","EEF1A1","1915",7953.011212,6832.77873,7151.138334,7540.858044
"9925","ENSG00000156509","FBXO43","286151",3.808542,4.288561,1.898104,2.714391
"9926","ENSG00000156510","HKDC1","80201",0.503023,0.574998,1.598421,0.107925
"9927","ENSG00000156515","HK1","3098",60.812949,75.381022,63.144139,62.262599
"9928","ENSG00000156521","TYSND1","219743",11.597797,9.337978,11.776654,12.773274
"9929","ENSG00000156531","PHF6","84295",15.115502,13.402633,19.232644,13.730939
"9930","ENSG00000156535","CD109","135228",6.654581,4.782744,5.071449,12.610372
"9931","ENSG00000156564","LRFN2","57497",3.179729,0.251941,1.428088,1.23032
"9934","ENSG00000156587","UBE2L6","9246",100.788482,149.931955,136.507432,78.489929
"9935","ENSG00000156599","ZDHHC5","25921",40.31683,39.384196,58.178607,46.274743
"9936","ENSG00000156603","MED19","219541",11.516448,12.617302,12.42866,12.734808
"9937","ENSG00000156639","ZFAND3","60685",47.723231,48.546794,44.642259,34.966148
"9938","ENSG00000156642","NPTN","27020",48.98614,43.353559,42.459325,49.469069
"9939","ENSG00000156650","KAT6B","23522",13.466231,19.80934,9.7703,12.041128
"9940","ENSG00000156671","SAMD8","142891",11.425773,8.271683,13.777484,11.03257
"9941","ENSG00000156675","RAB11FIP1","80223",34.398736,35.280317,40.267752,36.710719
"9944","ENSG00000156697","UTP14A","10813",10.299108,9.493818,7.754236,9.444533
"9945","ENSG00000156709","AIFM1","9131",16.024785,17.896477,21.245903,17.814255
"9946","ENSG00000156711","MAPK13","5603",28.239264,26.086447,29.863993,32.000744
"9947","ENSG00000156735","BAG4","9530",7.008963,5.664129,9.003702,8.130495
"9950","ENSG00000156787","TBC1D31","93594",19.99232,20.170405,32.374879,22.547876
"9951","ENSG00000156795","NTAQ1","55093",5.625947,5.832587,15.63133,21.981797
"9952","ENSG00000156802","ATAD2","29028",21.159963,23.13596,23.886806,21.362798
"9953","ENSG00000156804","FBXO32","114907",40.442408,29.908017,42.320464,27.447525
"9954","ENSG00000156831","NSMCE2","286053",26.636401,32.489092,37.4674,28.954925
"9955","ENSG00000156853","ZNF689","115509",8.246826,9.169725,6.7397,6.221783
"9956","ENSG00000156858","PRR14","78994",96.028377,89.135919,86.777471,80.42983
"9957","ENSG00000156860","FBRS","64319",154.569534,136.56359,114.496119,116.413313
"9958","ENSG00000156869","FRRS1","391059",0.413677,0.494266,1.09556,1.407805
"9959","ENSG00000156873","PHKG2","5261",67.105787,53.283461,67.907632,54.554718
"9960","ENSG00000156875","MFSD14A","64645",27.994071,29.651792,40.645364,34.377598
"9961","ENSG00000156876","SASS6","163786",5.027294,5.270656,5.30947,6.916143
"9963","ENSG00000156886","ITGAD","3681",0.354263,0.020765,0.141931,1.504541
"9966","ENSG00000156928","MALSU1","115416",22.644823,15.473376,18.210729,32.026527
"9967","ENSG00000156931","VPS8","23355",55.111343,40.305532,39.917797,30.456525
"9968","ENSG00000156958","GALK2","2585",16.03768,23.180509,30.9581,33.143705
"9970","ENSG00000156966","B3GNT7","93010",0.2753,0.154043,0.881224,0.483257
"9972","ENSG00000156970","BUB1B","701",15.706286,20.823324,9.477819,17.43129
"9973","ENSG00000156973","PDE6D","5147",31.116791,36.62641,35.278625,32.913667
"9974","ENSG00000156976","EIF4A2","1974",456.389095,455.855743,479.049244,401.621146
"9975","ENSG00000156983","BRPF1","7862",29.991404,26.958807,26.399363,21.874488
"9976","ENSG00000156990","RPUSD3","285367",46.734903,42.790635,35.310586,38.111497
"9978","ENSG00000157014","TATDN2","9797",77.861147,85.610255,62.923739,53.060123
"9979","ENSG00000157017","GHRL","51738",0.143892,0.396193,0.142091,0.984303
"9980","ENSG00000157020","SEC13","6396",48.58644,70.510542,59.604155,65.91401
"9982","ENSG00000157036","EXOG","9941",14.393117,19.425827,11.75495,15.626551
"9985","ENSG00000157064","NMNAT2","23057",0,0.029233,0.847284,0.160236
"9986","ENSG00000157077","ZFYVE9","9372",0.18699,0.035213,0.329813,1.08145
"9987","ENSG00000157087","ATP2B2","491",0.065445,0.043135,0.100744,0
"9989","ENSG00000157103","SLC6A1","6529",0.045819,0.120849,0.098326,0.147439
"9990","ENSG00000157106","SMG1","23049",156.949729,119.848345,133.148371,134.484932
"9991","ENSG00000157107","FCHO2","115548",4.020639,2.280895,6.355451,5.141593
"9992","ENSG00000157110","RBPMS","11030",3.775192,0.392104,2.684903,0.249749
"9998","ENSG00000157168","NRG1","3084",0,0.171435,0.141543,1.295691
"9999","ENSG00000157181","ODR4","54953",14.654241,13.244948,13.316856,12.67101
"10000","ENSG00000157184","CPT2","1376",12.023972,11.850491,10.174607,12.187196
"10001","ENSG00000157191","NECAP2","55707",105.524108,121.866446,108.900837,111.60908
"10002","ENSG00000157193","LRP8","7804",17.028052,16.236913,22.205136,11.946039
"10004","ENSG00000157212","PAXIP1","22976",11.31017,12.571523,10.566549,11.394411
"10005","ENSG00000157214","STEAP2","261729",0.203804,0.345792,0.751865,1.403305
"10006","ENSG00000157216","SSBP3","23648",62.530699,80.651019,83.9563,84.291399
