"","Gene","SYMBOL","ENTREZID","KKU213c","KKU213c_V1","KKU213c_V2"
"135","ENSG00000006451","RALA","5898",34.321421,35.262591,47.224134
"136","ENSG00000006453","BAIAP2L1","55971",36.624478,35.801768,34.673771
"137","ENSG00000006459","KDM7A","80853",12.405053,11.696586,12.434096
"138","ENSG00000006468","ETV1","2115",4.042563,18.525764,16.279713
"140","ENSG00000006534","ALDH3B1","221",8.393227,6.728643,5.614652
"141","ENSG00000006555","TTC22","55001",1.195831,1.546939,1.607447
"142","ENSG00000006576","PHTF2","57157",19.446225,19.149711,19.413816
"143","ENSG00000006606","CCL26","10344",1.314938,0.831746,2.304405
"144","ENSG00000006607","FARP2","9855",13.915369,15.88308,13.814318
"145","ENSG00000006611","USH1C","10083",0,0.048225,0.123668
"146","ENSG00000006625","GGCT","79017",141.4894,109.122182,117.757115
"147","ENSG00000006634","DBF4","10926",45.196672,30.492248,32.260646
"148","ENSG00000006638","TBXA2R","6915",1.045406,0.879536,0.960935
"149","ENSG00000006652","IFRD1","3475",51.810562,35.740266,38.487692
"151","ENSG00000006695","COX10","1352",13.818932,9.617353,12.378851
"152","ENSG00000006704","GTF2IRD1","9569",9.301247,4.563387,5.000277
"153","ENSG00000006712","PAF1","54623",54.389559,28.455986,32.045074
"154","ENSG00000006715","VPS41","27072",21.344573,31.562529,36.631794
"155","ENSG00000006740","ARHGAP44","9912",1.48138,1.839374,2.526485
"156","ENSG00000006744","ELAC2","60528",68.763629,49.09068,51.338808
"157","ENSG00000006747","SCIN","85477",1.74871,4.186045,5.436884
"158","ENSG00000006756","ARSD","414",5.333972,2.358219,3.326519
"159","ENSG00000006757","PNPLA4","8228",24.861415,21.822704,29.930665
"160","ENSG00000006788","MYH13","8735",0,0.065006,0.034451
"161","ENSG00000006831","ADIPOR2","79602",76.615864,65.280408,71.810902
"162","ENSG00000006837","CDKL3","51265",1.207016,1.938356,0.822349
"165","ENSG00000007047","MARK4","57787",3.653765,5.941693,11.164779
"166","ENSG00000007062","PROM1","8842",1.628774,2.991026,2.313467
"167","ENSG00000007080","CCDC124","115098",272.422835,341.607856,356.077838
"169","ENSG00000007168","PAFAH1B1","5048",84.556867,78.780368,80.797254
"170","ENSG00000007171","NOS2","4843",0,0.014874,0.012431
"171","ENSG00000007174","DNAH9","1770",0.036743,0.087393,0.040568
"172","ENSG00000007202","BLTP2","9703",99.012583,80.209129,80.545728
"174","ENSG00000007237","GAS7","8522",3.820487,4.853874,7.549292
"175","ENSG00000007255","TRAPPC6A","79090",2.752981,8.677855,8.439187
"179","ENSG00000007314","SCN4A","6329",0.00806,0.006094,0.012918
"180","ENSG00000007341","ST7L","54879",18.46917,15.632221,17.702404
"182","ENSG00000007372","PAX6","5080",0.063863,0.071368,0.046007
"183","ENSG00000007376","RPUSD1","113000",37.193885,28.437083,29.580884
"184","ENSG00000007384","RHBDF1","64285",12.958646,9.215512,9.943037
"185","ENSG00000007392","LUC7L","55692",17.589907,9.057322,9.95681
"186","ENSG00000007402","CACNA2D2","9254",0,0.040451,0.021446
"187","ENSG00000007516","BAIAP3","8938",0.06718,0.26563,0.326629
"188","ENSG00000007520","TSR3","115939",62.40352,41.845207,44.505991
"189","ENSG00000007541","PIGQ","9091",12.882416,22.128562,26.37931
"190","ENSG00000007545","CRAMP1","57585",7.951326,6.789332,6.269664
"191","ENSG00000007866","TEAD3","7005",16.275043,13.963792,14.340833
"193","ENSG00000007923","DNAJC11","55735",49.462518,38.735876,39.948792
"194","ENSG00000007933","FMO3","2328",0,0.254979,0.516418
"195","ENSG00000007944","MYLIP","29116",4.817478,8.976155,8.653367
"197","ENSG00000007968","E2F2","1870",2.46466,1.146105,1.294055
"198","ENSG00000008018","PSMB1","5689",397.921847,424.494765,470.028382
"200","ENSG00000008083","JARID2","3720",12.565528,15.182075,16.544531
"201","ENSG00000008086","CDKL5","6792",4.15651,4.811784,7.364482
"203","ENSG00000008128","CDK11A","728642",27.252575,23.197761,26.393041
"204","ENSG00000008130","NADK","65220",48.165689,31.348166,30.154634
"207","ENSG00000008226","DLEC1","9940",0.189035,0.323761,0.626956
"208","ENSG00000008256","CYTH3","9265",27.936679,25.660613,25.032461
"209","ENSG00000008277","ADAM22","53616",0.601535,0.569463,0.734338
"210","ENSG00000008282","SYPL1","6856",114.371919,91.173175,94.828832
"211","ENSG00000008283","CYB561","1534",28.336854,22.345595,24.429856
"212","ENSG00000008294","SPAG9","9043",35.815244,29.195151,32.724306
"213","ENSG00000008300","CELSR3","1951",3.800066,2.553478,2.258084
"214","ENSG00000008311","AASS","10157",6.58482,7.37298,7.337071
"215","ENSG00000008323","PLEKHG6","55200",5.7485,8.701826,10.825487
"216","ENSG00000008324","SS18L2","51188",44.648857,31.633531,39.902804
"217","ENSG00000008382","MPND","84954",16.789902,14.427349,18.04043
"218","ENSG00000008394","MGST1","4257",340.567552,169.350896,196.287042
"219","ENSG00000008405","CRY1","1407",22.653271,17.75365,19.504402
"221","ENSG00000008441","NFIX","4784",9.525416,5.175825,9.054901
"222","ENSG00000008513","ST3GAL1","6482",6.730866,13.793404,12.831742
"223","ENSG00000008516","MMP25","64386",0.110554,0.213834,0.059087
"224","ENSG00000008517","IL32","9235",52.908056,19.076998,20.653307
"225","ENSG00000008710","PKD1","5310",29.672471,17.308095,16.207567
"226","ENSG00000008735","MAPK8IP2","23542",0.395142,1.91663,2.160134
"227","ENSG00000008838","MED24","9862",76.318413,39.420549,38.750367
"228","ENSG00000008853","RHOBTB2","23221",7.749809,4.924657,6.982199
"229","ENSG00000008869","HEATR5B","54497",10.558328,7.520211,7.985826
"230","ENSG00000008952","SEC62","7095",57.233676,53.053341,54.455785
"231","ENSG00000008988","RPS20","6224",1356.140832,1197.372765,1307.35614
"232","ENSG00000009307","CSDE1","7812",259.125988,219.451276,224.965103
"233","ENSG00000009335","UBE3C","9690",101.2441,88.997945,99.929952
"234","ENSG00000009413","REV3L","5980",11.820956,10.151049,12.363451
"235","ENSG00000009694","TENM1","10178",0.110952,0.455737,0.490859
"237","ENSG00000009724","MASP2","10747",0.031369,0,0.025163
"238","ENSG00000009765","IYD","389434",0.050307,0.635687,0.425382
"239","ENSG00000009780","FAM76A","199870",4.055959,2.829629,3.780535
"241","ENSG00000009830","POMT2","29954",15.562076,11.433553,11.182077
"242","ENSG00000009844","VTA1","51534",62.779711,67.764257,73.855311
"243","ENSG00000009950","MLXIPL","51085",0.882011,1.568003,3.180324
"244","ENSG00000009954","BAZ1B","9031",33.74811,18.814367,21.300415
"245","ENSG00000010017","RANBP9","10048",26.107655,26.836637,28.104541
"246","ENSG00000010030","ETV7","51513",0.102736,2.930839,2.238936
"247","ENSG00000010072","SPRTN","83932",10.532945,14.559417,18.200525
"248","ENSG00000010165","METTL13","51603",32.247069,26.593101,27.991667
"249","ENSG00000010219","DYRK4","8798",15.44047,17.060698,14.677318
"250","ENSG00000010244","ZNF207","7756",143.929189,156.891306,163.2816
"251","ENSG00000010256","UQCRC1","7384",326.338903,335.155336,373.729251
"252","ENSG00000010270","STARD3NL","83930",34.407701,31.626757,37.014306
"253","ENSG00000010278","CD9","928",421.56335,457.913751,510.123486
"255","ENSG00000010292","NCAPD2","9918",162.200305,103.64854,103.355
"256","ENSG00000010295","IFFO1","25900",0.931485,0.690211,0.890332
"257","ENSG00000010310","GIPR","2696",0.320504,3.853428,2.506063
"258","ENSG00000010318","PHF7","51533",18.340491,17.915406,21.190329
"259","ENSG00000010319","SEMA3G","56920",0.144067,0.942685,0.136465
"260","ENSG00000010322","NISCH","11188",28.604392,22.595176,24.209968
"261","ENSG00000010327","STAB1","23166",0.023794,0,0.006356
"262","ENSG00000010361","FUZ","80199",0.951299,0.513547,0.959345
"264","ENSG00000010404","IDS","3423",54.561571,91.83971,100.909781
"265","ENSG00000010438","PRSS3","5646",1.273814,9.322793,8.306491
"266","ENSG00000010539","ZNF200","7752",10.070795,8.700765,7.128145
"268","ENSG00000010626","LRRC23","10233",4.057752,7.313328,8.291967
"270","ENSG00000010704","HFE","3077",2.091979,2.231767,3.002699
"271","ENSG00000010803","SCMH1","22955",11.415803,6.605668,8.161217
"272","ENSG00000010810","FYN","2534",10.614334,47.560702,43.844065
"273","ENSG00000010818","HIVEP2","3097",13.253489,11.605937,14.574282
"275","ENSG00000011007","ELOA","6924",45.75013,45.829706,50.795756
"276","ENSG00000011009","LYPLA2","11313",64.73024,60.869085,65.384306
"277","ENSG00000011021","CLCN6","1185",6.908296,7.509449,6.374526
"278","ENSG00000011028","MRC2","9902",0.105575,0.318313,0.182362
"279","ENSG00000011052","NME1-NME2","654364",6.337623,2.615147,1.314176
"280","ENSG00000011083","SLC6A7","6534",0,0.02639,0.027977
"281","ENSG00000011105","TSPAN9","10867",4.550605,8.776487,8.971186
"282","ENSG00000011114","BTBD7","55727",19.449873,24.572461,17.750589
"283","ENSG00000011132","APBA3","9546",16.113545,11.599398,12.580758
"284","ENSG00000011143","MKS1","54903",12.023848,5.30147,4.573045
"285","ENSG00000011198","ABHD5","51099",89.553944,50.214237,62.607984
"286","ENSG00000011201","ANOS1","3730",0.604805,1.526408,1.365909
"287","ENSG00000011243","AKAP8L","26993",40.660114,36.030799,39.062088
"288","ENSG00000011258","MBTD1","54799",2.598979,2.892739,3.356863
"289","ENSG00000011260","UTP18","51096",35.123958,24.601229,24.59644
"290","ENSG00000011275","RNF216","54476",13.421072,14.585343,16.036791
"291","ENSG00000011295","TTC19","54902",15.182762,11.631746,13.079994
"292","ENSG00000011304","PTBP1","5725",299.887274,183.735842,181.764086
"293","ENSG00000011332","DPF1","8193",3.955018,3.029734,3.568145
"294","ENSG00000011347","SYT7","9066",2.99757,5.717156,6.31963
"295","ENSG00000011376","LARS2","23395",21.75684,16.245188,17.415622
"296","ENSG00000011405","PIK3C2A","5286",33.828618,35.088944,31.719187
"297","ENSG00000011422","PLAUR","5329",64.327825,43.33394,49.520744
"298","ENSG00000011426","ANLN","54443",161.204596,84.118198,89.068857
"299","ENSG00000011451","WIZ","58525",30.554822,21.891089,19.717792
"300","ENSG00000011454","RABGAP1","23637",12.182709,11.150639,11.339267
"302","ENSG00000011478","QPCTL","54814",6.128941,5.94353,7.050264
"303","ENSG00000011485","PPP5C","5536",60.034981,38.01073,41.057269
"304","ENSG00000011523","CEP68","23177",1.955069,4.519854,3.435067
"305","ENSG00000011566","MAP4K3","8491",19.156111,13.834819,14.28672
"308","ENSG00000011638","LDAF1","57146",9.607297,10.242172,10.753748
"309","ENSG00000011677","GABRA3","2556",1.094069,0.478724,1.933823
"310","ENSG00000012048","BRCA1","672",18.639017,7.591338,8.767377
"311","ENSG00000012061","ERCC1","2067",121.29071,143.11319,158.080305
"312","ENSG00000012124","CD22","933",0.536707,0.199135,0.491182
"313","ENSG00000012171","SEMA3B","7869",41.349387,40.040644,39.643336
"314","ENSG00000012174","MBTPS2","51360",13.043027,17.345476,18.88565
"315","ENSG00000012211","PRICKLE3","4007",34.519866,36.398806,42.549675
"316","ENSG00000012223","LTF","4057",0.064738,0.274886,0.288644
"317","ENSG00000012232","EXTL3","2137",21.835397,24.204438,31.976243
"318","ENSG00000012504","NR1H4","9971",0,0.145827,0.465853
"319","ENSG00000012660","ELOVL5","60481",109.623596,126.892537,142.048277
"322","ENSG00000012822","CALCOCO1","57658",10.870337,34.096207,43.420318
"324","ENSG00000012983","MAP4K5","11183",16.368072,17.947952,23.685969
"326","ENSG00000013275","PSMC4","5704",98.806899,95.958748,96.980385
"327","ENSG00000013288","MAN2B2","23324",6.347266,5.667448,6.266524
"328","ENSG00000013293","SLC7A14","57709",0.030873,0.018692,0.009905
"329","ENSG00000013297","CLDN11","5010",60.510817,40.97065,43.945911
"330","ENSG00000013306","SLC25A39","51629",273.589438,296.161752,318.532739
"331","ENSG00000013364","MVP","9961",107.024771,183.769523,213.501091
"332","ENSG00000013374","NUB1","51667",56.882246,56.009426,61.641517
"333","ENSG00000013375","PGM3","5238",48.091366,55.740487,45.078222
"334","ENSG00000013392","RWDD2A","112611",0.784091,1.05409,1.480641
"335","ENSG00000013441","CLK1","1195",19.783436,12.331988,14.765332
"336","ENSG00000013503","POLR3B","55703",10.15497,7.396567,7.82459
"337","ENSG00000013523","ANGEL1","23357",6.282652,2.394844,3.289578
"338","ENSG00000013561","RNF14","9604",66.763608,60.801302,67.685664
"339","ENSG00000013563","DNASE1L1","1774",12.798983,16.124569,14.938765
"340","ENSG00000013573","DDX11","1663",112.086926,64.603588,67.741861
"341","ENSG00000013583","HEBP1","50865",52.103958,55.078706,55.824917
"342","ENSG00000013588","GPRC5A","9052",525.34189,852.526006,918.940568
"343","ENSG00000013619","MAMLD1","10046",3.509977,5.590866,4.782287
"344","ENSG00000013725","CD6","923",0.243339,0.576351,0.443635
"345","ENSG00000013810","TACC3","10460",74.223225,48.262446,46.097587
"346","ENSG00000014123","UFL1","23376",13.221804,10.924564,12.415848
"347","ENSG00000014138","POLA2","23649",28.303047,15.050144,14.35191
"349","ENSG00000014216","CAPN1","823",597.351308,475.028829,502.073409
"350","ENSG00000014257","ACP3","55",0.454097,1.19582,0.255169
"351","ENSG00000014641","MDH1","4190",150.645589,191.809676,209.448037
"352","ENSG00000014824","SLC30A9","10463",14.918932,15.821385,16.87242
"353","ENSG00000014914","MTMR11","10903",9.33836,4.992318,5.615356
"354","ENSG00000014919","COX15","1355",51.177859,50.766378,54.554588
"355","ENSG00000015133","CCDC88C","440193",8.988061,6.219958,5.809888
"356","ENSG00000015153","YAF2","10138",11.748879,9.223982,11.620324
"357","ENSG00000015171","ZMYND11","10771",29.778556,16.158474,16.322767
"358","ENSG00000015285","WAS","7454",0.474378,0.336852,0.557604
"359","ENSG00000015413","DPEP1","1800",0,0.031015,0.186742
"360","ENSG00000015475","BID","637",73.688338,25.853495,29.393932
"362","ENSG00000015520","NPC1L1","29881",0.031295,0,0.063355
"363","ENSG00000015532","XYLT2","64132",3.596671,3.062916,3.17783
"364","ENSG00000015568","RGPD5","84220",0.718661,1.753563,10.544413
"366","ENSG00000015676","NUDCD3","23386",42.883945,50.357655,42.4432
"368","ENSG00000016391","CHDH","55349",0.295655,0.719952,0.105297
"369","ENSG00000016402","IL20RA","53832",3.550733,2.604072,4.216916
"371","ENSG00000016602","CLCA4","22802",0,0.015547,0.016483
"372","ENSG00000016864","GLT8D1","55830",34.014678,35.824225,32.739668
"373","ENSG00000017260","ATP2C1","27032",75.867291,76.462685,80.080384
"374","ENSG00000017427","IGF1","3479",0,0.012953,0.013555
"375","ENSG00000017483","SLC38A5","92745",0.273917,0.261804,0.411928
"376","ENSG00000017797","RALBP1","10928",44.457117,50.285599,53.902449
"377","ENSG00000018189","RUFY3","22902",5.07682,4.13947,4.462668
"378","ENSG00000018236","CNTN1","1272",1.572516,5.016488,6.332083
"379","ENSG00000018280","SLC11A1","6556",0.339061,0.516013,0.444105
"380","ENSG00000018408","WWTR1","25937",24.136636,24.293501,24.504406
"381","ENSG00000018510","AGPS","8540",39.667332,43.231046,43.756433
"383","ENSG00000018610","STEEP1","63932",46.783921,44.629282,45.352782
"385","ENSG00000018699","TTC27","55622",25.348911,8.404532,9.22876
"386","ENSG00000018869","ZNF582","147948",0.047295,0.044975,0.056888
"387","ENSG00000019102","VSIG2","23584",0.067696,0.102479,0.103804
"388","ENSG00000019144","PHLDB1","23187",23.282938,25.445323,29.334434
"389","ENSG00000019169","MARCO","8685",0.574714,1.014454,1.754841
"390","ENSG00000019186","CYP24A1","1591",1.081681,2.99397,2.757343
"391","ENSG00000019485","PRDM11","56981",10.229115,4.181801,3.556169
"392","ENSG00000019505","SYT13","57586",2.047557,2.389479,2.75266
"393","ENSG00000019549","SNAI2","6591",52.391895,46.615205,50.547202
"394","ENSG00000019582","CD74","972",8.049331,10.060149,10.104939
"396","ENSG00000019995","ZRANB1","54764",7.649177,7.364775,8.250867
"397","ENSG00000020129","NCDN","23154",29.396822,27.688884,28.62563
"398","ENSG00000020181","ADGRA2","25960",0.010115,0.196062,0.167914
"400","ENSG00000020256","ZFP64","55734",12.53864,9.716245,11.999201
"401","ENSG00000020426","MNAT1","4331",53.613988,60.593193,63.32027
"402","ENSG00000020577","SAMD4A","23034",17.060817,12.549995,14.237376
"404","ENSG00000020922","MRE11","4361",33.216017,30.364939,30.045838
"405","ENSG00000021300","PLEKHB1","58473",2.330129,14.082261,10.933009
"406","ENSG00000021355","SERPINB1","1992",118.173436,102.21196,94.426138
"409","ENSG00000021574","SPAST","6683",7.187375,7.679313,9.21194
"410","ENSG00000021645","NRXN3","9369",0.041577,0.565378,0.287246
"411","ENSG00000021762","OSBPL5","114879",9.74298,6.500517,9.471635
"412","ENSG00000021776","AQR","9716",19.610249,15.537688,15.100336
"413","ENSG00000021826","CPS1","1373",0.263873,0.111012,0.135154
"415","ENSG00000022267","FHL1","2273",1.508075,1.869813,2.182658
"416","ENSG00000022277","RTF2","51507",120.051812,103.013757,117.161548
"417","ENSG00000022355","GABRA1","2554",0.017765,0.068354,0.151903
"419","ENSG00000022567","SLC45A4","57210",7.687615,6.614963,7.31312
"420","ENSG00000022840","RNF10","9921",143.27419,141.989781,177.723557
"421","ENSG00000022976","ZNF839","55778",6.569239,6.186402,6.426381
"422","ENSG00000023041","ZDHHC6","64429",22.741766,20.76296,22.10315
"423","ENSG00000023171","GRAMD1B","57476",0.260993,1.523204,1.511395
"424","ENSG00000023228","NDUFS1","4719",78.607879,71.796057,76.795021
"425","ENSG00000023287","RB1CC1","9821",30.802268,44.196872,42.549692
"426","ENSG00000023318","ERP44","23071",26.251594,34.549568,37.433842
"427","ENSG00000023330","ALAS1","211",81.087452,84.885162,92.834633
"428","ENSG00000023445","BIRC3","330",30.773972,41.373238,44.219903
"429","ENSG00000023516","AKAP11","11215",17.023084,14.688934,16.445692
"430","ENSG00000023572","GLRX2","51022",51.960102,39.349117,46.823289
"431","ENSG00000023608","SNAPC1","6617",13.534272,13.128816,14.302492
"432","ENSG00000023697","DERA","51071",98.64564,65.258374,65.180594
"433","ENSG00000023734","STRAP","11171",333.755466,338.371384,369.016289
"434","ENSG00000023839","ABCC2","1244",1.674103,1.56106,1.998956
"435","ENSG00000023892","DEF6","50619",3.690163,2.928427,2.765842
"436","ENSG00000023902","PLEKHO1","51177",2.067849,1.53237,2.440208
"437","ENSG00000023909","GCLM","2730",38.056527,29.334766,33.291452
"438","ENSG00000024048","UBR2","23304",8.661852,7.760794,8.583389
"439","ENSG00000024422","EHD2","30846",61.894212,52.950489,49.654689
"440","ENSG00000024526","DEPDC1","55635",26.46676,14.401147,16.176654
"441","ENSG00000024862","CCDC28A","25901",11.563283,13.43296,13.631139
"442","ENSG00000025039","RRAGD","58528",0.914212,6.144113,5.269556
"443","ENSG00000025156","HSF2","3298",11.242878,13.046242,16.089046
"444","ENSG00000025293","PHF20","51230",39.236637,32.393376,30.192446
"445","ENSG00000025423","HSD17B6","8630",0.908984,1.168815,0.260212
"446","ENSG00000025434","NR1H3","10062",16.005424,22.180097,26.359556
"447","ENSG00000025708","TYMP","1890",1.32397,0.960729,1.048996
"448","ENSG00000025770","NCAPH2","29781",73.380454,38.418686,42.267465
"449","ENSG00000025772","TOMM34","10953",146.09801,127.597352,138.665462
"450","ENSG00000025796","SEC63","11231",37.737453,44.981581,48.847968
"451","ENSG00000025800","KPNA6","23633",16.980274,16.2402,16.690844
"452","ENSG00000026025","VIM","7431",42.030845,36.942191,39.240398
"453","ENSG00000026036","RTEL1-TNFRSF6B","100533107",1.049275,0.531398,0.677164
"454","ENSG00000026103","FAS","355",9.098583,7.461242,5.928662
"455","ENSG00000026297","RNASET2","8635",32.623601,46.517471,54.68055
"456","ENSG00000026508","CD44","960",356.708908,298.425029,318.535548
"457","ENSG00000026559","KCNG1","3755",0.192881,0.27409,0.347457
"458","ENSG00000026652","AGPAT4","56895",1.636814,2.845792,3.159355
"459","ENSG00000026751","SLAMF7","57823",1.046872,2.241313,1.631496
"460","ENSG00000026950","BTN3A1","11119",1.706136,7.426129,8.698166
"461","ENSG00000027001","MIPEP","4285",12.818783,11.957331,16.287747
"462","ENSG00000027075","PRKCH","5583",14.829714,16.052911,14.979493
"464","ENSG00000027697","IFNGR1","3459",30.57558,34.890845,41.639607
"465","ENSG00000027847","B4GALT7","11285",16.925822,17.197171,20.394957
"466","ENSG00000027869","SH2D2A","9047",1.289986,1.111396,1.192299
"467","ENSG00000028116","VRK2","7444",37.582379,30.872926,34.266498
"468","ENSG00000028137","TNFRSF1B","7133",0,0.1105,0.891232
"469","ENSG00000028203","VEZT","55591",51.666356,58.549462,57.451227
"470","ENSG00000028277","POU2F2","5452",10.228473,3.395553,3.244444
"471","ENSG00000028310","BRD9","65980",114.510246,74.972369,71.73134
"472","ENSG00000028528","SNX1","6642",45.248853,48.786009,51.25395
"473","ENSG00000028839","TBPL1","9519",59.939243,74.363132,81.062889
"474","ENSG00000029153","BMAL2","56938",137.872589,105.232147,113.707167
"475","ENSG00000029363","BCLAF1","9774",102.040618,60.325114,54.562533
"476","ENSG00000029364","SLC39A9","55334",36.215745,50.029721,55.971055
"477","ENSG00000029534","ANK1","286",2.862817,2.589877,2.565876
"479","ENSG00000029639","TFB1M","51106",14.309086,22.625919,23.617238
"480","ENSG00000029725","RABEP1","9135",32.406128,33.111977,33.571898
"481","ENSG00000029993","HMGB3","3149",93.096324,67.795025,76.315067
"482","ENSG00000030066","NUP160","23279",45.919008,24.348929,26.657211
"483","ENSG00000030110","BAK1","578",72.916141,79.198134,83.729212
"484","ENSG00000030304","MUSK","4593",0.056405,0.055153,0.058479
"485","ENSG00000030419","IKZF2","22807",0.305825,0.747028,1.042841
"486","ENSG00000030582","GRN","2896",182.588572,249.231456,252.689139
"487","ENSG00000031003","FAM13B","51306",13.45297,9.239638,9.920373
"488","ENSG00000031081","ARHGAP31","57514",0.651511,0.416399,0.597388
"489","ENSG00000031691","CENPQ","55166",12.060979,7.169245,8.526672
"490","ENSG00000031698","SARS1","6301",106.517842,119.10564,126.879092
"491","ENSG00000031823","RANBP3","8498",61.248233,40.436596,48.60274
"492","ENSG00000032219","ARID4A","5926",4.339689,5.947314,6.430073
"493","ENSG00000032389","EIPR1","7260",30.210617,32.471586,39.48946
"494","ENSG00000032444","PNPLA6","10908",57.005465,72.352378,81.82897
"495","ENSG00000032742","IFT88","8100",5.818677,7.371013,11.130937
"496","ENSG00000033011","ALG1","56052",33.187543,22.175597,26.149649
"497","ENSG00000033030","ZCCHC8","55596",23.105834,15.730087,16.544105
"498","ENSG00000033050","ABCF2","10061",82.890979,68.776246,78.61079
"499","ENSG00000033100","CHPF2","54480",29.929275,35.97054,41.440483
"500","ENSG00000033122","LRRC7","57554",0.065011,0.049395,0.062394
"501","ENSG00000033170","FUT8","2530",23.257668,23.319231,25.163914
"502","ENSG00000033178","UBA6","55236",37.718825,16.074233,21.665424
"503","ENSG00000033327","GAB2","9846",8.557517,11.987335,13.545764
"504","ENSG00000033627","ATP6V0A1","535",27.862369,38.178321,45.074906
"505","ENSG00000033800","PIAS1","8554",13.573888,17.561653,17.374603
"506","ENSG00000033867","SLC4A7","9497",43.428579,21.01266,20.592981
"508","ENSG00000034152","MAP2K3","5606",89.067407,94.061735,96.662853
"510","ENSG00000034510","TMSB10","9168",4873.073015,4918.031489,5209.622425
"511","ENSG00000034533","ASTE1","28990",3.560302,2.77599,2.161189
"512","ENSG00000034677","RNF19A","25897",11.210081,12.970272,17.510128
"513","ENSG00000034693","PEX3","8504",29.184946,25.388574,23.383222
"514","ENSG00000034713","GABARAPL2","11345",135.667548,174.497959,196.7636
"516","ENSG00000035115","SH3YL1","26751",16.223894,24.766524,26.192427
"517","ENSG00000035141","FAM136A","84908",101.923052,50.042616,52.476074
"518","ENSG00000035403","VCL","7414",85.961532,51.62015,59.866934
"519","ENSG00000035499","DEPDC1B","55789",23.937933,15.874773,14.974177
"520","ENSG00000035664","DAPK2","23604",0.449837,0.212816,0.682455
"521","ENSG00000035681","NSMAF","8439",28.913399,11.271516,9.877107
"522","ENSG00000035687","ADSS2","159",35.211961,25.885942,29.847503
"524","ENSG00000035862","TIMP2","7077",89.530067,125.209471,132.522223
"525","ENSG00000035928","RFC1","5981",29.53168,20.522369,20.445168
"526","ENSG00000036054","TBC1D23","55773",11.73215,16.302892,17.345018
"527","ENSG00000036257","CUL3","8452",35.909396,35.985593,39.519268
"530","ENSG00000036530","CYP46A1","10858",0.01922,0,0.015348
"531","ENSG00000036549","ZZZ3","26009",25.672916,26.760265,20.219197
"532","ENSG00000036565","SLC18A1","6570",0,0.209731,0.296975
"533","ENSG00000036672","USP2","9099",0.673661,1.270796,1.191399
"534","ENSG00000036828","CASR","846",0.875169,0.673398,0.776978
"535","ENSG00000037042","TUBG2","27175",7.91908,12.611702,12.339401
"536","ENSG00000037241","RPL26L1","51121",196.672245,182.146905,197.338399
"537","ENSG00000037280","FLT4","2324",0.045189,0.09112,0.108389
"538","ENSG00000037474","NSUN2","54888",167.904446,132.957293,150.406255
"539","ENSG00000037637","FBXO42","54455",7.612001,4.357744,6.918476
"540","ENSG00000037749","MFAP3","4238",40.695804,53.452476,47.939879
"541","ENSG00000037757","MRI1","84245",23.861313,31.300042,31.691838
"542","ENSG00000037897","METTL1","4234",28.042321,10.036498,16.555429
"543","ENSG00000037965","HOXC8","3224",1.410687,1.347978,0.834016
"544","ENSG00000038002","AGA","175",8.513414,9.252121,11.171773
"545","ENSG00000038210","PI4K2B","55300",40.045568,22.317406,26.20764
"546","ENSG00000038219","BOD1L1","259282",24.971139,31.893308,30.291679
"547","ENSG00000038274","MAT2B","27430",65.505794,73.951691,81.570596
"549","ENSG00000038358","EDC4","23644",48.485489,38.217709,39.367621
"550","ENSG00000038382","TRIO","7204",53.965987,35.372607,38.024758
"551","ENSG00000038427","VCAN","1462",36.308467,41.929281,47.420929
"552","ENSG00000038532","CLEC16A","23274",8.431202,11.830102,11.56712
"554","ENSG00000039068","CDH1","999",177.49559,155.635904,166.854876
"555","ENSG00000039123","MTREX","23517",71.955709,64.753427,58.682424
"556","ENSG00000039139","DNAH5","1767",2.301167,3.119709,2.871844
"557","ENSG00000039319","ZFYVE16","9765",29.717106,18.26303,18.496789
"558","ENSG00000039523","RIPOR1","79567",76.625199,60.60508,60.373153
"559","ENSG00000039537","C6","729",0,0.165751,0.014785
"560","ENSG00000039560","RAI14","26064",63.057108,50.389587,54.141895
"562","ENSG00000039650","PNKP","11284",30.014823,20.585514,11.688865
"563","ENSG00000039987","BEST2","54831",0,0.212202,0.029445
"564","ENSG00000040199","PHLPP2","23035",5.077546,3.836543,3.698694
"565","ENSG00000040275","SPDL1","54908",47.313413,37.59289,39.148159
"566","ENSG00000040341","STAU2","27067",14.548021,21.288915,24.31584
"567","ENSG00000040487","SLC66A1","54896",12.275194,9.316961,8.097228
"568","ENSG00000040531","CTNS","1497",8.929492,8.58476,9.473283
"569","ENSG00000040608","RTN4R","65078",17.932583,6.541658,6.144205
"570","ENSG00000040633","PHF23","79142",23.418179,25.018963,26.925553
"571","ENSG00000040731","CDH10","1008",0,0.059673,0.131158
"572","ENSG00000040933","INPP4A","3631",9.736641,9.066946,9.356819
"573","ENSG00000041353","RAB27B","5874",9.531674,4.007607,3.734038
"574","ENSG00000041357","PSMA4","5685",319.738494,241.467681,287.355248
"575","ENSG00000041515","MYO16","23026",0.20519,1.106311,0.82396
"576","ENSG00000041802","LSG1","55341",34.52012,29.656101,36.026132
"577","ENSG00000041880","PARP3","10039",2.718918,3.39726,4.902863
"578","ENSG00000041982","TNC","3371",1.076207,4.340278,4.856225
"579","ENSG00000041988","THAP3","90326",9.103565,6.610049,8.544182
"580","ENSG00000042062","RIPOR3","140876",0.396288,0.494134,0.970632
