"","Gene","SYMBOL","ENTREZID","KKU213c","KKU213c_V1","KKU213c_V2"
"7424","ENSG00000137434","C6orf52","347744",6.123013,4.929067,5.741123
"7425","ENSG00000137440","FGFBP1","9982",438.173894,990.876907,1121.834496
"7427","ENSG00000137449","CPEB2","132864",5.595586,4.168037,4.897825
"7428","ENSG00000137460","FHDC1","85462",3.326925,2.944367,3.244057
"7429","ENSG00000137462","TLR2","7097",0.125122,0.150809,0
"7432","ENSG00000137474","MYO7A","4647",1.212718,1.750515,1.153926
"7433","ENSG00000137478","FCHSD2","9873",18.155545,11.482839,12.247534
"7434","ENSG00000137486","ARRB1","408",3.432889,6.150783,5.846325
"7435","ENSG00000137491","SLCO2B1","11309",0,0.032544,0.122543
"7436","ENSG00000137492","THAP12","5612",102.780727,78.082796,78.319515
"7437","ENSG00000137494","ANKRD42","338699",5.136672,6.916122,8.810939
"7438","ENSG00000137496","IL18BP","10068",5.506714,4.998691,5.111904
"7439","ENSG00000137497","NUMA1","4926",121.676789,89.799198,100.225668
"7440","ENSG00000137500","CCDC90B","60492",35.712724,33.485975,35.196013
"7441","ENSG00000137501","SYTL2","54843",4.79232,10.188886,12.996451
"7442","ENSG00000137502","RAB30","27314",9.72879,14.414485,14.134405
"7443","ENSG00000137504","CREBZF","58487",19.72826,14.09216,14.356634
"7444","ENSG00000137507","LRRC32","2615",0.107705,0.011635,0.104071
"7445","ENSG00000137509","PRCP","5547",41.707698,52.687191,57.515928
"7446","ENSG00000137513","NARS2","79731",19.908025,16.819574,19.957304
"7447","ENSG00000137522","RNF121","55298",28.505036,35.544749,38.689444
"7448","ENSG00000137547","MRPL15","29088",123.749571,88.281226,88.702639
"7449","ENSG00000137558","PI15","51050",0.104588,0.121368,0.015057
"7450","ENSG00000137561","TTPA","7274",1.087263,0.462962,0.677971
"7451","ENSG00000137563","GGH","8836",50.09602,56.365516,64.510952
"7452","ENSG00000137571","SLCO5A1","81796",0.178986,0.446921,0.190436
"7454","ENSG00000137574","TGS1","96764",13.861406,15.183626,16.515077
"7455","ENSG00000137575","SDCBP","6386",53.573033,19.324682,20.878609
"7456","ENSG00000137601","NEK1","4750",3.028719,1.905972,2.004681
"7457","ENSG00000137628","DDX60","55601",0.59627,0.68812,0.804813
"7459","ENSG00000137642","SORL1","6653",5.175754,6.790767,7.510341
"7460","ENSG00000137648","TMPRSS4","56649",5.50175,6.671594,8.127877
"7461","ENSG00000137656","BUD13","84811",12.571406,5.39311,4.339708
"7462","ENSG00000137672","TRPC6","7225",0.055834,0.073882,0.12307
"7463","ENSG00000137673","MMP7","4316",0.069471,0.157756,0.223285
"7464","ENSG00000137674","MMP20","9313",0,0.02698,0.057232
"7466","ENSG00000137691","CFAP300","85016",0.748519,3.96163,4.654118
"7467","ENSG00000137692","DCUN1D5","84259",330.832233,285.897955,308.194415
"7468","ENSG00000137693","YAP1","10413",173.147903,126.394443,136.759855
"7469","ENSG00000137699","TRIM29","23650",72.197212,95.196373,111.202492
"7472","ENSG00000137709","POU2F3","25833",0.406724,0.702462,0.613953
"7473","ENSG00000137710","RDX","5962",62.068282,49.436011,55.400564
"7474","ENSG00000137713","PPP2R1B","5519",23.944893,16.182068,18.080186
"7475","ENSG00000137714","FDX1","2230",9.205338,9.98274,9.725196
"7476","ENSG00000137720","CFAP68","64776",12.30697,12.086594,13.276785
"7480","ENSG00000137745","MMP13","4322",0.493653,2.479165,3.321927
"7481","ENSG00000137747","TMPRSS13","84000",0.807702,0.898811,0.977007
"7482","ENSG00000137752","CASP1","834",69.484938,59.693879,68.245275
"7483","ENSG00000137757","CASP5","838",0,0.046622,0.126391
"7484","ENSG00000137760","ALKBH8","91801",20.235408,17.138323,16.474496
"7485","ENSG00000137764","MAP2K5","5607",10.005109,7.923427,9.703885
"7486","ENSG00000137766","UNC13C","440279",0.004797,0.041082,0.016328
"7487","ENSG00000137767","SQOR","58472",120.974004,88.213718,95.489077
"7488","ENSG00000137770","CTDSPL2","51496",26.988653,18.529266,19.531129
"7489","ENSG00000137776","SLTM","79811",92.032538,56.680005,70.549268
"7490","ENSG00000137801","THBS1","7057",235.681018,281.021927,296.089487
"7491","ENSG00000137802","MAPKBP1","23005",19.58043,17.983392,16.649545
"7492","ENSG00000137804","NUSAP1","51203",134.392833,102.935271,106.691578
"7493","ENSG00000137806","NDUFAF1","51103",28.532418,28.744846,28.57211
"7494","ENSG00000137807","KIF23","9493",67.197251,32.015283,36.335392
"7496","ENSG00000137812","KNL1","57082",23.48263,11.043298,10.139955
"7497","ENSG00000137814","HAUS2","55142",45.984983,35.318522,32.001458
"7498","ENSG00000137815","RTF1","23168",20.014303,15.582858,18.644931
"7499","ENSG00000137817","PARP6","56965",24.500375,25.141083,20.600482
"7500","ENSG00000137818","RPLP1","6176",1023.784906,856.745943,921.900268
"7501","ENSG00000137819","PAQR5","54852",14.022975,12.28825,16.446427
"7502","ENSG00000137821","LRRC49","54839",5.441873,12.765504,14.333521
"7503","ENSG00000137822","TUBGCP4","27229",18.069484,8.457043,8.858603
"7504","ENSG00000137824","RMDN3","55177",34.26833,24.531665,26.751096
"7505","ENSG00000137825","ITPKA","3706",1.08233,0.789537,0.74441
"7506","ENSG00000137831","UACA","55075",32.383203,37.455506,36.892286
"7507","ENSG00000137834","SMAD6","4091",0,0.199437,0.262965
"7508","ENSG00000137841","PLCB2","5330",1.192455,0.355262,0.315903
"7509","ENSG00000137842","TMEM62","80021",18.049298,9.872711,11.921644
"7511","ENSG00000137845","ADAM10","102",102.051557,113.823437,116.767566
"7512","ENSG00000137857","DUOX1","53905",1.81916,0.868227,1.391107
"7513","ENSG00000137860","SLC28A2","9153",0.05161,0.264089,0.248945
"7514","ENSG00000137868","STRA6","64220",0.058688,0.556019,0.241478
"7517","ENSG00000137872","SEMA6D","80031",0,0.265002,0.166356
"7519","ENSG00000137876","RSL24D1","51187",86.191095,93.386504,103.287091
"7520","ENSG00000137877","SPTBN5","51332",0.127377,0.200624,0.208368
"7521","ENSG00000137878","GCOM1","145781",2.788086,3.999838,3.998556
"7522","ENSG00000137880","GCHFR","2644",2.4189,3.29465,5.286218
"7523","ENSG00000137936","BCAR3","8412",71.833885,68.548518,75.584576
"7524","ENSG00000137941","TTLL7","79739",5.734833,6.631346,6.996003
"7525","ENSG00000137942","FNBP1L","54874",4.624445,9.076504,10.535388
"7526","ENSG00000137944","KYAT3","56267",3.268746,2.503355,3.679526
"7527","ENSG00000137947","GTF2B","2959",19.822122,27.320682,29.169413
"7529","ENSG00000137955","RABGGTB","5876",50.258394,50.318282,55.53604
"7530","ENSG00000137959","IFI44L","10964",0,0.151085,0.258916
"7531","ENSG00000137960","GIPC2","54810",1.06631,0.627146,0.624138
"7533","ENSG00000137965","IFI44","10561",0,0.56306,0.672629
"7534","ENSG00000137968","SLC44A5","204962",1.446659,1.054922,1.402404
"7535","ENSG00000137970","RPL7P9","653702",0.23517,0.448175,0
"7536","ENSG00000137975","CLCA2","9635",1.677297,6.585994,4.522062
"7538","ENSG00000137992","DBT","1629",6.422656,8.957446,9.314835
"7539","ENSG00000137996","RTCA","8634",48.165525,37.598205,39.877946
"7540","ENSG00000138002","IFT172","26160",6.467656,6.586115,5.131596
"7541","ENSG00000138018","SELENOI","85465",26.862113,27.687391,31.985342
"7542","ENSG00000138028","CGREF1","10669",0.131164,0.169206,0.184812
"7543","ENSG00000138029","HADHB","3032",69.412886,75.317564,84.815569
"7544","ENSG00000138030","KHK","3795",3.23927,4.004804,3.930352
"7545","ENSG00000138031","ADCY3","109",43.932286,23.875855,24.82964
"7546","ENSG00000138032","PPM1B","5495",18.167878,20.756187,19.138578
"7547","ENSG00000138035","PNPT1","87178",48.260624,35.695342,39.105315
"7548","ENSG00000138036","DYNC2LI1","51626",7.452212,8.502577,7.297599
"7550","ENSG00000138050","THUMPD2","80745",7.333475,8.915379,7.978971
"7551","ENSG00000138061","CYP1B1","1545",1.144726,0.792702,1.268986
"7553","ENSG00000138069","RAB1A","5861",156.342048,160.09913,175.191178
"7554","ENSG00000138071","ACTR2","10097",142.633838,143.103,148.437974
"7555","ENSG00000138073","PREB","10113",40.79521,49.655184,49.945247
"7556","ENSG00000138074","SLC5A6","8884",34.537003,14.693067,13.867413
"7558","ENSG00000138078","PREPL","9581",28.463439,36.650834,39.124273
"7559","ENSG00000138079","SLC3A1","6519",0.394538,0.344725,0.34843
"7560","ENSG00000138080","EMILIN1","11117",0.1154,0.120051,0.039646
"7561","ENSG00000138081","FBXO11","80204",22.587157,21.797986,24.850473
"7563","ENSG00000138085","ATRAID","51374",138.538518,100.330225,119.14373
"7564","ENSG00000138092","CENPO","79172",25.84052,18.422028,16.764001
"7565","ENSG00000138095","LRPPRC","10128",102.020806,89.822146,94.887695
"7566","ENSG00000138100","TRIM54","57159",0,0.14817,0.284324
"7567","ENSG00000138101","DTNB","1838",10.555394,11.154873,14.823162
"7568","ENSG00000138107","ACTR1A","10121",49.454772,44.995019,46.397994
"7570","ENSG00000138111","MFSD13A","79847",9.311114,15.616978,14.764102
"7571","ENSG00000138115","CYP2C8","1558",0,0.028447,0.120692
"7572","ENSG00000138119","MYOF","26509",144.123405,99.593877,105.820641
"7573","ENSG00000138131","LOXL4","84171",0.07156,0.027057,0.157761
"7574","ENSG00000138134","STAMBPL1","57559",19.998784,14.220587,14.622864
"7577","ENSG00000138138","ATAD1","84896",42.500993,39.436294,48.905282
"7578","ENSG00000138152","BTBD16","118663",0.266357,1.593384,1.129678
"7579","ENSG00000138160","KIF11","3832",35.727096,21.042318,23.670651
"7580","ENSG00000138161","CUZD1","50624",0.876135,1.366129,0.740753
"7581","ENSG00000138162","TACC2","10579",30.692303,35.876018,37.769862
"7582","ENSG00000138166","DUSP5","1847",123.78651,243.593974,274.371677
"7583","ENSG00000138172","CALHM2","51063",0.871212,1.179133,1.054956
"7584","ENSG00000138175","ARL3","403",3.083021,7.365507,8.948928
"7585","ENSG00000138180","CEP55","55165",86.673776,63.68977,66.389016
"7586","ENSG00000138182","KIF20B","9585",28.346291,16.456836,16.740464
"7587","ENSG00000138185","ENTPD1","953",0.101608,0.110961,0.040719
"7588","ENSG00000138190","EXOC6","54536",7.072189,9.001882,6.966839
"7589","ENSG00000138193","PLCE1","51196",0.729245,1.449622,1.681805
"7590","ENSG00000138207","RBP4","5950",0.205755,0.681398,0.173296
"7591","ENSG00000138231","DBR1","51163",16.323212,13.576603,12.748232
"7592","ENSG00000138246","DNAJC13","23317",18.162331,12.945833,13.883165
"7593","ENSG00000138271","GPR87","53836",35.029546,26.875634,27.324953
"7594","ENSG00000138279","ANXA7","310",124.215531,108.271467,105.821478
"7595","ENSG00000138286","FAM149B1","317662",1.856375,3.726469,3.867728
"7596","ENSG00000138303","ASCC1","51008",31.504459,33.304808,37.59683
"7598","ENSG00000138311","ZNF365","22891",0,0.258181,0.360773
"7600","ENSG00000138316","ADAMTS14","140766",0,0.027569,0.009741
"7601","ENSG00000138326","RPS24","6229",2684.22315,2351.705083,2527.236889
"7602","ENSG00000138336","TET1","80312",0.060643,0.050943,0.053991
"7603","ENSG00000138346","DNA2","1763",14.523993,4.922425,5.856943
"7604","ENSG00000138347","MYPN","84665",0.692713,0.148308,0.288209
"7605","ENSG00000138356","AOX1","316",22.311368,18.915601,21.042426
"7606","ENSG00000138363","ATIC","471",209.01221,137.675182,138.253577
"7607","ENSG00000138375","SMARCAL1","50485",8.142796,8.912028,9.400148
"7608","ENSG00000138376","BARD1","580",5.221962,18.10144,3.8161
"7609","ENSG00000138378","STAT4","6775",1.00596,2.680749,2.638029
"7611","ENSG00000138380","CARF","79800",1.121461,0.227713,0.637309
"7612","ENSG00000138381","ASNSD1","54529",42.508669,33.184365,32.344871
"7613","ENSG00000138382","METTL5","29081",97.387138,84.659252,90.553983
"7614","ENSG00000138385","SSB","6741",126.609406,121.879191,133.795772
"7615","ENSG00000138386","NAB1","4664",26.652281,25.363546,30.225596
"7617","ENSG00000138398","PPIG","9360",39.072775,35.61923,36.747653
"7618","ENSG00000138399","FASTKD1","79675",22.46783,19.142869,20.878036
"7619","ENSG00000138400","MDH1B","130752",0.040371,1.261718,1.500307
"7620","ENSG00000138411","HECW2","57520",0.089698,0.087735,0.691529
"7621","ENSG00000138413","IDH1","3417",33.051186,42.796434,51.444989
"7622","ENSG00000138430","OLA1","29789",170.704665,161.40923,184.419151
"7623","ENSG00000138433","CIR1","9541",11.546388,13.602938,13.510731
"7624","ENSG00000138434","ITPRID2","6744",73.289123,45.939341,49.156942
"7626","ENSG00000138439","FAM117B","150864",2.153797,3.398962,3.257505
"7627","ENSG00000138442","WDR12","55759",73.865024,55.254514,69.580304
"7628","ENSG00000138443","ABI2","10152",15.561915,12.785957,17.033552
"7629","ENSG00000138448","ITGAV","3685",18.907926,25.778162,27.260326
"7630","ENSG00000138449","SLC40A1","30061",0.247934,0.995152,1.398036
"7631","ENSG00000138459","SLC35A5","55032",33.253259,31.008078,28.42603
"7632","ENSG00000138463","SLC49A4","84925",10.50792,14.961412,17.265707
"7633","ENSG00000138468","SENP7","57337",5.242297,8.051109,7.305388
"7636","ENSG00000138495","COX17","10063",116.076201,102.92702,124.689299
"7637","ENSG00000138496","PARP9","83666",6.86291,8.336906,9.35062
"7638","ENSG00000138587","MNS1","55329",7.104334,5.659539,4.68077
"7639","ENSG00000138592","USP8","9101",35.549072,35.601667,35.187082
"7640","ENSG00000138593","SECISBP2L","9728",5.520215,8.621581,10.705115
"7641","ENSG00000138594","TMOD3","29766",63.711777,51.196069,55.622189
"7642","ENSG00000138600","SPPL2A","84888",70.854185,60.535184,64.548914
"7643","ENSG00000138604","GLCE","26035",14.867481,19.622872,20.927407
"7644","ENSG00000138606","SHF","90525",0,0.061377,0.302771
"7645","ENSG00000138613","APH1B","83464",2.553202,1.68294,1.411708
"7646","ENSG00000138614","INTS14","81556",41.230757,25.496912,27.709805
"7648","ENSG00000138617","PARP16","54956",4.802775,1.887883,1.879654
"7649","ENSG00000138621","PPCDC","60490",22.882178,14.453118,17.687278
"7651","ENSG00000138623","SEMA7A","8482",18.356728,8.232154,7.538382
"7652","ENSG00000138629","UBL7","84993",43.971843,41.352973,44.063813
"7653","ENSG00000138639","ARHGAP24","83478",1.57607,1.593549,2.814666
"7654","ENSG00000138640","FAM13A","10144",8.151807,13.642542,14.249901
"7655","ENSG00000138641","HERC3","8916",18.350332,19.623318,18.410441
"7656","ENSG00000138642","HERC6","55008",13.263108,10.352821,8.929503
"7657","ENSG00000138646","HERC5","51191",0.061071,0.183414,0.11966
"7660","ENSG00000138658","ZGRF1","55345",5.774552,1.560595,2.510791
"7661","ENSG00000138660","AP1AR","55435",13.008495,11.780037,12.511362
"7662","ENSG00000138663","COPS4","51138",29.809361,27.023272,32.790885
"7663","ENSG00000138668","HNRNPD","3184",360.036504,235.628879,256.678176
"7664","ENSG00000138669","PRKG2","5593",2.741982,2.601476,2.779917
"7665","ENSG00000138670","RASGEF1B","153020",0.238891,1.340106,1.283585
"7666","ENSG00000138674","SEC31A","22872",137.051163,139.072848,148.578305
"7667","ENSG00000138675","FGF5","2250",30.31863,29.721718,32.983996
"7668","ENSG00000138678","GPAT3","84803",14.760339,19.839381,19.881273
"7671","ENSG00000138686","BBS7","55212",19.164919,28.525858,31.940579
"7672","ENSG00000138688","BLTP1","84162",5.139139,4.216592,4.943712
"7673","ENSG00000138696","BMPR1B","658",3.232201,1.839115,1.683337
"7674","ENSG00000138698","RAP1GDS1","5910",24.473154,20.42351,19.47734
"7675","ENSG00000138709","LARP1B","55132",12.261468,11.842956,12.016974
"7677","ENSG00000138735","PDE5A","8654",0.26461,1.599882,1.691719
"7680","ENSG00000138744","NAAA","27163",13.84855,7.330307,13.339424
"7681","ENSG00000138750","NUP54","53371",77.253912,47.292045,54.745306
"7682","ENSG00000138755","CXCL9","4283",0,0.036975,0.039205
"7683","ENSG00000138756","BMP2K","55589",43.793495,41.538847,44.469137
"7684","ENSG00000138757","G3BP2","9908",178.233226,181.587756,201.0397
"7685","ENSG00000138758","SEPTIN11","55752",82.167436,72.76763,86.909246
"7686","ENSG00000138759","FRAS1","80144",13.711823,16.514709,19.740262
"7687","ENSG00000138760","SCARB2","950",83.24032,109.100865,120.997147
"7688","ENSG00000138764","CCNG2","901",20.145712,21.260258,22.570982
"7689","ENSG00000138767","CNOT6L","246175",14.979973,18.061022,19.782649
"7690","ENSG00000138768","USO1","8615",69.353017,60.89943,68.47771
"7691","ENSG00000138769","CDKL2","8999",1.478425,1.539243,1.624758
"7692","ENSG00000138771","SHROOM3","57619",25.08045,31.330247,29.766934
"7693","ENSG00000138772","ANXA3","306",450.618155,175.130393,181.216113
"7694","ENSG00000138777","PPA2","27068",48.417283,39.511736,45.29412
"7695","ENSG00000138778","CENPE","1062",9.867484,6.32215,6.752862
"7696","ENSG00000138780","GSTCD","79807",5.755399,4.396144,5.10853
"7697","ENSG00000138785","INTS12","57117",11.078066,10.905428,11.50999
"7698","ENSG00000138792","ENPEP","2028",0,0.006879,0.116407
"7699","ENSG00000138794","CASP6","839",12.580026,8.855118,6.702241
"7700","ENSG00000138795","LEF1","51176",0.479732,0.684486,0.944668
"7701","ENSG00000138796","HADH","3033",19.168015,16.278622,18.030281
"7703","ENSG00000138801","PAPSS1","9061",16.355515,20.031946,22.774589
"7704","ENSG00000138802","SEC24B","10427",14.102439,12.671765,14.586537
"7706","ENSG00000138814","PPP3CA","5530",15.913764,21.649768,24.246245
"7707","ENSG00000138821","SLC39A8","64116",12.349676,12.373844,12.818527
"7708","ENSG00000138823","MTTP","4547",0,0.015853,0.016807
"7709","ENSG00000138829","FBN2","2201",0,0.04184,0.024635
"7710","ENSG00000138834","MAPK8IP3","23162",19.139979,30.46935,27.121992
"7711","ENSG00000138835","RGS3","5998",6.626042,11.181034,11.485199
"7712","ENSG00000138867","GUCD1","83606",41.526766,21.9813,22.483585
"7714","ENSG00000138942","RNF185","91445",28.451472,26.991729,27.751706
"7715","ENSG00000138944","SHISAL1","85352",0.327844,0.354109,0.33779
"7717","ENSG00000139044","B4GALNT3","283358",4.060701,9.034006,8.327658
"7718","ENSG00000139053","PDE6H","5149",0.366338,0.370088,0.393384
"7719","ENSG00000139055","ERP27","121506",2.318761,5.095101,3.537721
"7720","ENSG00000139083","ETV6","2120",13.202759,18.134574,19.332727
"7721","ENSG00000139112","GABARAPL1","23710",15.458998,54.295656,61.252948
"7722","ENSG00000139116","KIF21A","55605",10.028594,9.810073,10.027882
"7723","ENSG00000139117","CPNE8","144402",5.694967,5.584037,6.092132
"7724","ENSG00000139131","YARS2","51067",26.828702,14.660403,18.690946
"7725","ENSG00000139132","FGD4","121512",5.474702,5.062671,6.245726
"7726","ENSG00000139133","ALG10","84920",16.789303,14.967584,11.212058
"7727","ENSG00000139144","PIK3C2G","5288",0.081259,0.105555,0.152063
"7728","ENSG00000139146","SINHCAF","58516",99.19518,94.351515,107.523739
"7729","ENSG00000139151","PLCZ1","89869",0.153104,0.032481,0.123473
"7730","ENSG00000139154","AEBP2","121536",42.784175,42.001993,47.366654
"7732","ENSG00000139160","ETFBKMT","254013",0.649283,1.829436,2.350543
"7733","ENSG00000139163","ETNK1","55500",26.499568,50.064685,43.617138
"7734","ENSG00000139168","ZCRB1","85437",78.970733,75.371065,89.781591
"7735","ENSG00000139173","TMEM117","84216",3.060095,1.454338,1.485824
"7736","ENSG00000139174","PRICKLE1","144165",3.10514,2.652434,0.831345
"7737","ENSG00000139178","C1RL","51279",0.90048,1.299108,2.019999
"7738","ENSG00000139180","NDUFA9","4704",207.457277,153.813164,171.747958
"7739","ENSG00000139182","CLSTN3","9746",14.482646,29.878744,26.881061
"7741","ENSG00000139190","VAMP1","6843",0.908743,0.869821,0.454476
"7742","ENSG00000139192","TAPBPL","55080",2.463522,1.962843,2.668794
"7744","ENSG00000139194","RBP5","83758",0,0.120754,0.376874
"7745","ENSG00000139197","PEX5","5830",50.813316,40.999569,39.643475
"7747","ENSG00000139209","SLC38A4","55089",0.866803,1.419643,1.699983
"7748","ENSG00000139211","AMIGO2","347902",27.334098,29.069352,30.009562
"7749","ENSG00000139218","SCAF11","9169",52.676017,53.907858,59.78547
"7750","ENSG00000139219","COL2A1","1280",0,0.013131,0.01392
"7753","ENSG00000139233","LLPH","84298",48.42225,50.53226,61.279414
"7755","ENSG00000139263","LRIG3","121227",2.857296,3.551892,2.946901
"7756","ENSG00000139266","MARCHF9","92979",4.531868,11.479241,13.489119
"7757","ENSG00000139269","INHBE","83729",0,0.141152,0.044803
"7758","ENSG00000139278","GLIPR1","11010",53.403488,66.775339,60.059517
"7759","ENSG00000139287","TPH2","121278",0.954198,5.137073,3.913366
"7760","ENSG00000139289","PHLDA1","22822",133.829946,113.71515,119.755363
"7761","ENSG00000139291","TMEM19","55266",21.247551,20.240041,23.867607
"7764","ENSG00000139318","DUSP6","1848",115.752616,139.008468,144.584539
"7765","ENSG00000139323","POC1B","282809",16.797726,14.511678,20.132171
"7766","ENSG00000139324","TMTC3","160418",19.960351,20.773425,24.013122
"7767","ENSG00000139329","LUM","4060",0,0.33878,0.053091
"7769","ENSG00000139343","SNRPF","6636",129.834797,86.263991,91.414319
"7770","ENSG00000139344","AMDHD1","144193",8.789954,10.532299,14.599213
"7771","ENSG00000139350","NEDD1","121441",29.10255,32.481991,33.445774
"7774","ENSG00000139354","GAS2L3","283431",22.498504,17.550691,18.506583
"7775","ENSG00000139364","TMEM132B","114795",0.032992,0.051002,0.376168
"7776","ENSG00000139370","SLC15A4","121260",23.17552,17.91153,17.088811
"7777","ENSG00000139372","TDG","6996",38.787079,29.001131,30.908432
"7778","ENSG00000139405","RITA1","84934",54.777459,55.855066,59.929388
"7779","ENSG00000139410","SDSL","113675",21.818278,21.368895,23.459751
"7780","ENSG00000139428","MMAB","326625",48.884002,30.143948,28.889686
"7781","ENSG00000139433","GLTP","51228",61.563654,51.033544,50.934923
"7782","ENSG00000139436","GIT2","9815",19.759545,15.951716,19.023556
"7783","ENSG00000139437","TCHP","84260",26.178513,13.743771,11.058347
"7784","ENSG00000139438","FAM222A","84915",3.030106,0.544448,0.65739
"7786","ENSG00000139496","NUP58","9818",59.342291,47.624543,53.575879
"7787","ENSG00000139505","MTMR6","9107",16.503366,16.317159,18.089393
"7788","ENSG00000139508","SLC46A3","283537",3.463967,11.288919,13.401762
"7789","ENSG00000139514","SLC7A1","6541",73.724032,49.642232,53.335539
"7790","ENSG00000139515","PDX1","3651",1.487105,1.267894,1.756463
"7791","ENSG00000139517","LNX2","222484",8.095957,7.42156,7.403472
"7792","ENSG00000139531","SUOX","6821",8.643917,7.940946,9.060611
"7793","ENSG00000139537","CCDC65","85478",0,0.153831,0.106471
"7794","ENSG00000139540","SLC39A5","283375",0.359472,0,0.167642
"7795","ENSG00000139546","TARBP2","6895",39.141988,19.717706,24.600825
"7796","ENSG00000139547","RDH16","8608",0.236193,0.179525,0.331124
"7797","ENSG00000139549","DHH","50846",0.036479,0.051718,0.043858
"7798","ENSG00000139567","ACVRL1","94",0.182433,0,0.044153
"7801","ENSG00000139579","NABP2","79035",75.761458,60.646597,61.812822
"7802","ENSG00000139597","N4BP2L1","90634",1.289103,1.2009,1.073209
"7804","ENSG00000139613","SMARCC2","6601",33.984815,32.634147,33.532934
"7805","ENSG00000139618","BRCA2","675",17.131684,6.401318,6.301661
"7806","ENSG00000139620","KANSL2","54934",28.067892,17.857753,16.777553
"7807","ENSG00000139624","CERS5","91012",20.340061,19.024011,20.254241
"7808","ENSG00000139625","MAP3K12","7786",0.459134,1.79542,2.087753
"7809","ENSG00000139626","ITGB7","3695",0.598217,0.334221,0.466274
"7810","ENSG00000139629","GALNT6","11226",1.612662,2.421337,2.788836
"7811","ENSG00000139631","CSAD","51380",8.278372,10.809293,6.309108
"7812","ENSG00000139636","LMBR1L","55716",11.417558,19.279514,19.280132
"7813","ENSG00000139637","MYG1","60314",62.286116,49.466727,56.030373
"7814","ENSG00000139641","ESYT1","23344",68.91559,65.972756,70.322205
"7815","ENSG00000139644","TMBIM6","7009",519.547272,465.264892,512.578111
"7816","ENSG00000139645","ANKRD52","283373",21.087863,16.685246,17.500288
"7818","ENSG00000139651","ZNF740","283337",7.24631,10.255332,8.348596
"7820","ENSG00000139668","WDFY2","115825",15.399384,11.20716,8.260185
"7821","ENSG00000139675","HNRNPA1L2","144983",8.993712,6.703602,9.745442
"7822","ENSG00000139679","LPAR6","10161",0.284517,0.895771,0.304306
"7823","ENSG00000139684","ESD","2098",91.006854,95.02158,98.415468
"7824","ENSG00000139687","RB1","5925",34.615824,26.96343,31.55949
"7825","ENSG00000139697","SBNO1","55206",40.486382,41.968172,45.19166
"7826","ENSG00000139714","MORN3","283385",0.082436,0.191282,0.284077
"7827","ENSG00000139718","SETD1B","23067",12.23332,12.329916,13.571092
"7828","ENSG00000139719","VPS33A","65082",24.319602,21.264409,19.818001
"7829","ENSG00000139722","VPS37B","79720",48.396068,55.107112,66.164966
"7830","ENSG00000139725","RHOF","54509",94.027718,124.303704,130.47235
"7831","ENSG00000139726","DENR","8562",126.676242,105.725328,122.368775
"7832","ENSG00000139734","DIAPH3","81624",44.231554,19.672291,21.561451
"7833","ENSG00000139737","SLAIN1","122060",3.469928,10.125931,13.51093
"7834","ENSG00000139746","RBM26","64062",32.008062,27.537612,31.821336
"7837","ENSG00000139793","MBNL2","10150",30.323091,41.760588,48.345435
"7839","ENSG00000139800","ZIC5","85416",1.525982,0.818193,0.778352
"7840","ENSG00000139826","ABHD13","84945",6.749607,10.252233,11.116487
"7841","ENSG00000139832","RAB20","55647",7.387361,7.912395,8.163624
"7842","ENSG00000139835","GRTP1","79774",3.574031,10.102169,9.511657
"7843","ENSG00000139842","CUL4A","8451",91.444862,52.298233,53.424417
"7844","ENSG00000139865","TTC6","319089",0.21229,0.016493,0.392144
"7846","ENSG00000139880","CDH24","64403",4.862513,10.908366,11.623471
"7847","ENSG00000139890","REM2","161253",0.128993,0.137562,0.116723
"7848","ENSG00000139899","CBLN3","643866",0.14518,0.927794,0.419202
"7851","ENSG00000139914","FITM1","161247",0.22077,0.334473,0.177714
"7852","ENSG00000139915","MDGA2","161357",0.854317,0.655862,2.386351
"7853","ENSG00000139921","TMX1","81542",48.168822,37.017106,41.073052
"7854","ENSG00000139926","FRMD6","122786",109.491198,94.344848,100.317177
"7855","ENSG00000139946","PELI2","57161",0.710176,3.152248,2.24211
"7856","ENSG00000139970","RTN1","6252",0.279319,0.076819,0.040727
"7857","ENSG00000139971","ARMH4","145407",5.207667,11.445166,6.832998
"7858","ENSG00000139973","SYT16","83851",1.132294,2.712496,3.093844
"7859","ENSG00000139974","SLC38A6","145389",11.362511,14.484989,18.917367
"7860","ENSG00000139977","NAA30","122830",14.11552,15.350239,18.601944
"7861","ENSG00000139985","ADAM21","8747",0.07583,0.057351,0.02027
"7862","ENSG00000139988","RDH12","145226",0.112053,0.494291,0.308406
"7863","ENSG00000139990","DCAF5","8816",13.436807,15.084206,16.077444
"7864","ENSG00000139998","RAB15","376267",2.409244,2.398212,2.042056
"7865","ENSG00000140006","WDR89","112840",14.140605,15.762439,17.36757
"7866","ENSG00000140009","ESR2","2100",0.096667,0.055167,0.099972
"7867","ENSG00000140015","KCNH5","27133",3.684259,4.572775,4.608194
"7868","ENSG00000140022","STON2","85439",4.26333,3.980503,6.17444
"7869","ENSG00000140025","EFCAB11","90141",21.923747,14.954412,14.484116
"7870","ENSG00000140030","GPR65","8477",0.089283,0.118546,0.114239
"7871","ENSG00000140043","PTGR2","145482",14.890561,12.096725,11.051457
"7872","ENSG00000140044","JDP2","122953",0.503475,0.821298,0.606634
"7873","ENSG00000140057","AK7","122481",0.538646,1.262563,1.814053
