"","Gene","SYMBOL","ENTREZID","KKU055","KKU055_V1","KKU055_V2"
"1824","ENSG00000089248","ERP29","10961",89.718401,64.872067,64.911911
"1826","ENSG00000089280","FUS","2521",395.487361,287.161578,272.364002
"1827","ENSG00000089289","IGBP1","3476",38.811704,51.307933,51.808154
"1828","ENSG00000089327","FXYD5","53827",48.857582,91.283893,73.187068
"1829","ENSG00000089335","ZNF302","55900",9.409208,12.551316,12.479085
"1830","ENSG00000089351","GRAMD1A","57655",48.930788,55.509796,54.895125
"1832","ENSG00000089472","HEPH","9843",0.27394,0.690009,0.420342
"1834","ENSG00000089505","CMTM1","113540",1.829802,3.212513,3.265427
"1835","ENSG00000089558","KCNH4","23415",0.038808,0.038893,0.031232
"1836","ENSG00000089597","GANAB","23193",290.353086,263.289288,253.466355
"1837","ENSG00000089639","GMIP","51291",5.368495,6.276201,4.227193
"1838","ENSG00000089682","RBM41","55285",13.531929,12.704003,12.983302
"1839","ENSG00000089685","BIRC5","332",163.694212,165.882662,145.276323
"1840","ENSG00000089692","LAG3","3902",1.926286,2.397983,1.229626
"1841","ENSG00000089693","MLF2","8079",290.43605,350.958871,343.091266
"1844","ENSG00000089775","ZBTB25","7597",2.496035,4.602895,5.579562
"1845","ENSG00000089818","NECAP1","25977",38.579404,39.767915,40.763811
"1846","ENSG00000089820","ARHGAP4","393",9.975971,20.561641,15.34056
"1847","ENSG00000089847","ANKRD24","170961",1.622061,4.44854,4.094391
"1848","ENSG00000089876","DHX32","55760",30.030221,27.813683,28.471985
"1849","ENSG00000089902","RCOR1","23186",16.97994,19.138044,16.217528
"1850","ENSG00000089916","GPATCH2L","55668",19.970418,19.313059,15.795596
"1851","ENSG00000090006","LTBP4","8425",11.673974,32.541272,29.849466
"1852","ENSG00000090013","BLVRB","645",24.556632,96.49325,103.208942
"1853","ENSG00000090020","SLC9A1","6548",9.006856,11.721186,8.953798
"1854","ENSG00000090054","SPTLC1","10558",44.286835,41.680742,45.418031
"1855","ENSG00000090060","PAPOLA","10914",93.454451,96.437892,95.280282
"1856","ENSG00000090061","CCNK","8812",30.910514,37.194623,34.658319
"1857","ENSG00000090097","PCBP4","57060",21.148419,43.799127,39.365721
"1859","ENSG00000090238","YPEL3","83719",7.475889,10.392964,8.128439
"1860","ENSG00000090263","MRPS33","51650",119.153731,99.159481,98.070478
"1861","ENSG00000090266","NDUFB2","4708",340.513167,163.819634,172.580155
"1862","ENSG00000090273","NUDC","10726",61.177331,59.733353,59.872844
"1863","ENSG00000090316","MAEA","10296",56.926981,44.212424,43.844155
"1864","ENSG00000090339","ICAM1","3383",128.045515,174.5342,170.828536
"1865","ENSG00000090372","STRN4","29888",56.460652,43.011033,37.461704
"1866","ENSG00000090376","IRAK3","11213",14.508438,21.304137,19.509901
"1867","ENSG00000090382","LYZ","4069",0.895014,2.29168,1.855463
"1868","ENSG00000090402","SI","6476",0,0.093802,0.122403
"1869","ENSG00000090432","MUL1","79594",21.128681,20.027522,20.692572
"1870","ENSG00000090447","TFAP4","7023",11.523549,5.613559,6.739443
"1871","ENSG00000090470","PDCD7","10081",29.334911,20.878829,19.792291
"1872","ENSG00000090487","SPG21","51324",76.213333,59.992204,58.837927
"1874","ENSG00000090520","DNAJB11","51726",79.866254,120.22664,121.729978
"1875","ENSG00000090530","P3H2","55214",2.678724,3.377803,2.828986
"1876","ENSG00000090534","THPO","7066",0,0.152945,0.259106
"1877","ENSG00000090539","CHRD","8646",0.060317,0.953757,0.510996
"1878","ENSG00000090554","FLT3LG","2323",2.35998,3.459469,3.510112
"1880","ENSG00000090581","GNPTG","84572",21.451826,25.762254,19.719697
"1881","ENSG00000090612","ZNF268","10795",19.870817,17.83161,12.329473
"1882","ENSG00000090615","GOLGA3","2802",25.610301,22.747296,18.876447
"1883","ENSG00000090621","PABPC4","8761",220.744862,163.522919,157.536376
"1885","ENSG00000090661","CERS4","79603",0.971753,2.474534,3.742069
"1886","ENSG00000090674","MCOLN1","57192",17.109568,29.479812,24.576407
"1887","ENSG00000090686","USP48","84196",11.346026,12.920497,11.928645
"1888","ENSG00000090776","EFNB1","1947",8.655532,11.683324,11.976474
"1890","ENSG00000090861","AARS1","16",77.473083,82.552785,78.491377
"1891","ENSG00000090863","GLG1","2734",44.960078,40.409708,37.082872
"1892","ENSG00000090889","KIF4A","24137",60.661985,41.855457,41.974839
"1893","ENSG00000090905","TNRC6A","27327",20.97496,21.709235,22.784691
"1894","ENSG00000090924","PLEKHG2","64857",38.248026,27.414551,26.538913
"1895","ENSG00000090932","DLL3","10683",0.074671,0,0.448116
"1896","ENSG00000090971","NAT14","57106",29.298144,34.041539,37.3003
"1897","ENSG00000090975","PITPNM2","57605",1.876372,1.622384,1.818738
"1898","ENSG00000090989","EXOC1","55763",19.477969,28.080796,25.286887
"1899","ENSG00000091009","RBM27","54439",12.518164,13.762715,14.410249
"1901","ENSG00000091039","OSBPL8","114882",42.995205,43.717633,38.984854
"1904","ENSG00000091127","PUS7","54517",31.284952,20.95304,23.279406
"1905","ENSG00000091128","LAMB4","22798",0.251024,0.114995,0.138445
"1906","ENSG00000091129","NRCAM","4897",1.135195,4.384372,5.355127
"1907","ENSG00000091136","LAMB1","3912",16.71056,39.036512,37.545957
"1908","ENSG00000091137","SLC26A4","5172",0,0.060578,0.072968
"1910","ENSG00000091140","DLD","1738",155.47964,152.14514,151.26625
"1911","ENSG00000091157","WDR7","23335",5.684839,5.646081,4.908523
"1912","ENSG00000091164","TXNL1","9352",72.290181,61.314768,73.333742
"1915","ENSG00000091317","CMTM6","54918",46.443151,54.117113,52.734471
"1916","ENSG00000091409","ITGA6","3655",11.62723,18.693229,16.214489
"1917","ENSG00000091428","RAPGEF4","11069",0.399442,0.579089,0.917529
"1918","ENSG00000091436","MAP3K20","51776",16.912931,15.6973,15.314234
"1920","ENSG00000091483","FH","2271",133.020777,137.316204,143.913121
"1921","ENSG00000091490","SEL1L3","23231",8.001075,16.310959,15.632325
"1922","ENSG00000091513","TF","7018",0.470183,0.743925,0.179234
"1923","ENSG00000091527","CDV3","55573",142.808767,120.693744,131.953886
"1924","ENSG00000091536","MYO15A","51168",0.280732,0.67858,0.104464
"1925","ENSG00000091542","ALKBH5","54890",44.809625,41.115429,42.031674
"1927","ENSG00000091592","NLRP1","22861",2.354916,9.155001,9.404988
"1928","ENSG00000091622","PITPNM3","83394",0.074751,0.700659,0.718319
"1929","ENSG00000091640","SPAG7","9552",68.625292,31.779205,29.679588
"1930","ENSG00000091651","ORC6","23594",67.058429,50.645724,48.719145
"1931","ENSG00000091656","ZFHX4","79776",1.650823,3.913212,3.289834
"1932","ENSG00000091664","SLC17A6","57084",0,0.036518,0.043987
"1934","ENSG00000091732","ZC3HC1","51530",32.065989,26.112765,25.974821
"1937","ENSG00000091879","ANGPT2","285",0.307639,0.013075,0.041999
"1938","ENSG00000091947","TMEM101","84336",16.807434,17.675032,15.49395
"1939","ENSG00000091972","CD200","4345",0.416669,1.237037,1.496663
"1940","ENSG00000091986","CCDC80","151887",15.350355,15.549003,16.593166
"1942","ENSG00000092010","PSME1","5720",136.811873,167.821226,172.930551
"1943","ENSG00000092020","PPP2R3C","55012",22.007498,23.578149,20.712697
"1944","ENSG00000092036","HAUS4","54930",19.989599,21.704959,21.932481
"1945","ENSG00000092051","JPH4","84502",0.020806,0.211308,0.083719
"1948","ENSG00000092068","SLC7A8","23428",0.118942,2.563584,3.174578
"1949","ENSG00000092094","OSGEP","55644",17.563507,13.873639,13.825028
"1950","ENSG00000092096","SLC22A17","51310",6.090394,5.059991,6.316112
"1951","ENSG00000092098","RNF31","55072",29.750399,19.363959,26.775415
"1952","ENSG00000092108","SCFD1","23256",31.82892,28.828181,28.51767
"1953","ENSG00000092140","G2E3","55632",14.592775,16.343464,16.792637
"1954","ENSG00000092148","HECTD1","25831",47.01884,25.845428,26.967683
"1955","ENSG00000092199","HNRNPC","3183",859.074746,638.59979,638.185344
"1956","ENSG00000092200","RPGRIP1","57096",0.128361,0.067158,0.114805
"1957","ENSG00000092201","SUPT16H","11198",101.056133,71.274252,71.57214
"1958","ENSG00000092203","TOX4","9878",37.693228,55.072573,55.110682
"1959","ENSG00000092208","GEMIN2","8487",22.368906,21.110646,18.442793
"1960","ENSG00000092295","TGM1","7051",1.459509,0.319458,0.716041
"1961","ENSG00000092330","TINF2","26277",14.123113,11.514338,9.9856
"1964","ENSG00000092421","SEMA6A","57556",1.453484,3.218056,4.028177
"1965","ENSG00000092439","TRPM7","54822",18.823216,17.193879,19.920927
"1966","ENSG00000092445","TYRO3","7301",8.735774,10.225083,10.128712
"1967","ENSG00000092470","WDR76","79968",27.807805,29.208227,26.041682
"1968","ENSG00000092529","CAPN3","825",0.533835,0.800858,1.168812
"1969","ENSG00000092531","SNAP23","8773",36.579174,43.241417,36.044857
"1970","ENSG00000092607","TBX15","6913",0.226291,0.312698,0.313036
"1971","ENSG00000092621","PHGDH","26227",166.147881,125.71441,106.952776
"1972","ENSG00000092758","COL9A3","1299",4.085986,6.563041,8.213645
"1973","ENSG00000092820","EZR","7430",137.27975,158.260825,160.157574
"1974","ENSG00000092841","MYL6","4637",1503.536653,1457.13738,1463.357946
"1975","ENSG00000092847","AGO1","26523",17.390515,13.307216,12.315171
"1976","ENSG00000092850","TEKT2","27285",0.214111,1.090821,0.817898
"1977","ENSG00000092853","CLSPN","63967",35.039394,26.804527,28.685167
"1978","ENSG00000092871","RFFL","117584",15.717564,14.950049,16.638474
"1979","ENSG00000092929","UNC13D","201294",1.20816,1.136785,0.440548
"1980","ENSG00000092931","MFSD11","79157",22.475721,29.249061,21.880487
"1981","ENSG00000092964","DPYSL2","1808",49.909825,45.573962,49.01776
"1982","ENSG00000092969","TGFB2","7042",157.393616,179.373052,179.103924
"1983","ENSG00000092978","GPATCH2","55105",8.540174,11.696563,10.571666
"1984","ENSG00000093000","NUP50","10762",42.692276,35.584661,37.053494
"1985","ENSG00000093009","CDC45","8318",37.9439,30.522477,35.139363
"1986","ENSG00000093010","COMT","1312",82.052773,64.859343,65.520837
"1987","ENSG00000093072","ADA2","51816",0.02542,0.127363,0
"1989","ENSG00000093144","ECHDC1","55862",68.189868,66.376928,68.416114
"1990","ENSG00000093167","LRRFIP2","9209",31.58988,35.478254,33.220161
"1991","ENSG00000093183","SEC22C","9117",49.556547,45.327368,44.593025
"1992","ENSG00000093217","XYLB","9942",4.372686,5.162763,5.99071
"1993","ENSG00000094631","HDAC6","10013",36.341946,30.425046,28.862947
"1994","ENSG00000094661","OR1I1","126370",0.06,0.055317,0.032069
"1995","ENSG00000094755","GABRP","2568",1.228035,2.164945,1.337212
"1997","ENSG00000094804","CDC6","990",40.799692,34.560462,37.429428
"1998","ENSG00000094841","UPRT","139596",17.305515,21.437524,21.696237
"1999","ENSG00000094880","CDC23","8697",35.998783,32.415306,29.52353
"2000","ENSG00000094914","AAAS","8086",39.183054,36.446522,33.323599
"2001","ENSG00000094916","CBX5","23468",44.591118,23.93009,25.495199
"2003","ENSG00000094975","SUCO","51430",17.552987,15.869767,14.555415
"2004","ENSG00000095002","MSH2","4436",41.297804,34.821057,34.410354
"2005","ENSG00000095015","MAP3K1","4214",1.734306,1.916291,2.142213
"2006","ENSG00000095059","DHPS","1725",48.434889,50.439084,52.976283
"2007","ENSG00000095066","HOOK2","29911",5.223665,16.131659,11.559121
"2009","ENSG00000095139","ARCN1","372",64.066444,81.480468,74.744565
"2010","ENSG00000095203","EPB41L4B","54566",2.164144,3.578376,3.537784
"2011","ENSG00000095209","TMEM38B","55151",13.336153,15.645735,14.569258
"2012","ENSG00000095261","PSMD5","5711",30.573891,22.197294,22.213802
"2013","ENSG00000095303","PTGS1","5742",0,0.084963,0.136455
"2014","ENSG00000095319","NUP188","23511",47.395132,30.603721,29.854691
"2015","ENSG00000095321","CRAT","1384",21.644216,34.252588,31.703962
"2016","ENSG00000095370","SH2D3C","10044",0,0.093989,0.243369
"2017","ENSG00000095380","NANS","54187",24.232376,31.241539,26.723436
"2018","ENSG00000095383","TBC1D2","55357",0.354555,1.134457,0.944993
"2019","ENSG00000095397","WHRN","25861",4.803425,8.854339,7.522173
"2021","ENSG00000095485","CWF19L1","55280",39.614125,37.240816,36.806712
"2022","ENSG00000095539","SEMA4G","57715",0.312776,0.876967,2.110595
"2023","ENSG00000095564","BTAF1","9044",23.567352,29.270711,26.700574
"2024","ENSG00000095574","IKZF5","64376",8.045476,6.954623,10.721692
"2026","ENSG00000095587","TLL2","7093",0.333065,0.969196,1.16944
"2027","ENSG00000095596","CYP26A1","1592",0.34376,0.111908,0.081532
"2029","ENSG00000095637","SORBS1","10580",1.098491,3.677456,4.097355
"2031","ENSG00000095739","BAMBI","25805",3.023674,2.489011,3.36494
"2032","ENSG00000095752","IL11","3589",0.496054,1.273339,0.535583
"2033","ENSG00000095777","MYO3A","53904",0.642779,0.576808,0.562309
"2034","ENSG00000095787","WAC","51322",65.344345,54.278505,59.099783
"2035","ENSG00000095794","CREM","1390",40.870967,54.978016,41.555578
"2036","ENSG00000095906","NUBP2","10101",47.984692,42.777261,42.338913
"2038","ENSG00000095932","SMIM24","284422",0,1.151278,0.65285
"2039","ENSG00000095951","HIVEP1","3096",3.055306,3.212965,3.04032
"2043","ENSG00000096060","FKBP5","2289",48.209768,49.725195,45.650869
"2044","ENSG00000096063","SRPK1","6732",58.494103,44.353901,48.054216
"2045","ENSG00000096070","BRPF3","27154",18.138212,8.821011,6.136962
"2046","ENSG00000096080","MRPS18A","55168",44.413037,42.617373,42.575716
"2048","ENSG00000096092","TMEM14A","28978",16.439685,22.263421,20.800677
"2049","ENSG00000096093","EFHC1","114327",11.367683,21.746248,23.438713
"2053","ENSG00000096384","HSP90AB1","3326",1206.556084,1141.428032,1118.269431
"2055","ENSG00000096401","CDC5L","988",14.104384,9.640695,10.38664
"2056","ENSG00000096433","ITPR3","3710",0.945792,6.93667,6.744787
"2057","ENSG00000096654","ZNF184","7738",5.078231,5.750459,5.652327
"2058","ENSG00000096696","DSP","1832",34.42439,29.686815,30.7819
"2059","ENSG00000096717","SIRT1","23411",24.06822,14.865355,13.203116
"2060","ENSG00000096746","HNRNPH3","3189",354.164622,227.786007,233.412672
"2061","ENSG00000096872","IFT74","80173",10.473853,10.960951,9.191747
"2062","ENSG00000096968","JAK2","3717",2.422523,2.66967,2.897908
"2063","ENSG00000096996","IL12RB1","3594",0.951688,0.19749,0.06563
"2064","ENSG00000097007","ABL1","25",36.474861,22.00844,26.616041
"2065","ENSG00000097021","ACOT7","11332",101.017474,144.990993,133.440915
"2066","ENSG00000097033","SH3GLB1","51100",72.196172,94.940175,101.408057
"2067","ENSG00000097046","CDC7","8317",37.116837,34.598113,35.093227
"2068","ENSG00000097096","SYDE2","84144",2.909598,2.770695,3.407436
"2069","ENSG00000099139","PCSK5","5125",1.563902,2.784496,2.428893
"2070","ENSG00000099194","SCD","6319",357.089931,301.229372,294.807407
"2071","ENSG00000099203","TMED1","11018",28.185557,10.067252,9.497547
"2072","ENSG00000099204","ABLIM1","3983",46.037693,37.42508,38.567188
"2073","ENSG00000099219","ERMP1","79956",3.248934,4.765792,4.964992
"2074","ENSG00000099246","RAB18","22931",45.970198,52.299819,54.965208
"2075","ENSG00000099250","NRP1","8829",24.158456,23.377535,25.601207
"2077","ENSG00000099256","PRTFDC1","56952",13.126326,9.148304,13.924333
"2078","ENSG00000099260","PALMD","54873",0.169111,0.718144,0.715656
"2079","ENSG00000099282","TSPAN15","23555",1.92567,12.515036,12.193922
"2081","ENSG00000099290","WASHC2A","387680",40.170164,33.82998,33.053412
"2082","ENSG00000099308","MAST3","23031",1.720784,3.786655,3.057815
"2083","ENSG00000099326","MZF1","7593",8.193933,8.407858,5.405226
"2084","ENSG00000099330","OCEL1","79629",5.625179,5.16845,3.811559
"2085","ENSG00000099331","MYO9B","4650",17.210824,17.294742,14.524067
"2086","ENSG00000099337","KCNK6","9424",0.135476,0.382472,0.208168
"2087","ENSG00000099338","CATSPERG","57828",1.287244,4.175319,3.119799
"2088","ENSG00000099341","PSMD8","5714",196.62485,211.907947,198.630368
"2089","ENSG00000099364","FBXL19","54620",31.352956,21.860055,22.739857
"2090","ENSG00000099365","STX1B","112755",1.267723,0.744244,0.744319
"2091","ENSG00000099377","HSD3B7","80270",1.07923,0.667402,0.448188
"2092","ENSG00000099381","SETD1A","9739",18.652377,12.859494,12.621033
"2093","ENSG00000099385","BCL7C","9274",48.455804,26.247059,27.716647
"2095","ENSG00000099617","EFNA2","1943",0,0.868035,1.007045
"2096","ENSG00000099622","CIRBP","1153",115.518004,102.968524,98.002288
"2097","ENSG00000099624","ATP5F1D","513",133.759038,208.620412,199.229448
"2098","ENSG00000099625","CBARP","255057",3.655108,6.07246,7.262331
"2099","ENSG00000099715","PCDH11Y","83259",0.129729,0.235979,0.265706
"2102","ENSG00000099769","IGFALS","3483",0,0.03618,0.087164
"2103","ENSG00000099783","HNRNPM","4670",321.428926,270.659789,265.834616
"2104","ENSG00000099785","MARCHF2","51257",7.35585,14.924574,11.892278
"2105","ENSG00000099795","NDUFB7","4713",231.779878,225.319944,211.394986
"2106","ENSG00000099797","TECR","9524",49.351308,64.286397,66.23905
"2107","ENSG00000099800","TIMM13","26517",131.875382,102.271487,100.92508
"2108","ENSG00000099804","CDC34","997",68.208929,76.031766,73.676383
"2109","ENSG00000099810","MTAP","4507",221.797583,320.563311,300.622167
"2110","ENSG00000099812","MISP","126353",0.025711,0.051528,0.144828
"2111","ENSG00000099814","CEP170B","283638",13.710899,17.163872,15.843119
"2112","ENSG00000099817","POLR2E","5434",205.388067,252.371321,260.922543
"2113","ENSG00000099821","POLRMT","5442",28.63717,38.362625,28.161152
"2114","ENSG00000099822","HCN2","610",0.448125,2.502063,2.45575
"2116","ENSG00000099840","IZUMO4","113177",0.772576,1.676694,1.784519
"2118","ENSG00000099860","GADD45B","4616",7.155015,6.520012,5.939028
"2119","ENSG00000099864","PALM","5064",0.665224,5.969545,2.592347
"2120","ENSG00000099866","MADCAM1","8174",0.320256,0.687336,0.367992
"2121","ENSG00000099875","MKNK2","2872",108.43104,109.545734,107.311998
"2122","ENSG00000099889","ARVCF","421",9.431196,6.302104,6.127561
"2123","ENSG00000099899","TRMT2A","27037",49.393095,63.79499,42.864426
"2124","ENSG00000099901","RANBP1","5902",319.048108,272.59381,260.68169
"2125","ENSG00000099904","ZDHHC8","29801",18.975193,25.514083,21.955947
"2126","ENSG00000099910","KLHL22","84861",23.160997,21.205335,17.889371
"2127","ENSG00000099917","MED15","51586",37.680867,38.933452,37.128822
"2129","ENSG00000099940","SNAP29","9342",19.083421,31.170299,26.363701
"2130","ENSG00000099942","CRKL","1399",40.220924,41.129479,38.947088
"2131","ENSG00000099949","LZTR1","8216",28.329486,36.934494,39.662062
"2132","ENSG00000099953","MMP11","4320",2.7828,4.302604,3.474441
"2133","ENSG00000099954","CECR2","27443",0.16353,0.122241,0.075064
"2135","ENSG00000099957","P2RX6","9127",1.531998,1.813102,1.199863
"2136","ENSG00000099958","DERL3","91319",1.308101,1.490765,1.575403
"2137","ENSG00000099960","SLC7A4","6545",0,0.065646,0.052717
"2138","ENSG00000099968","BCL2L13","23786",47.679738,42.523789,47.68351
"2143","ENSG00000099991","CABIN1","23523",14.64083,15.781209,13.324828
"2144","ENSG00000099992","TBC1D10A","83874",10.666468,11.646482,12.789032
"2145","ENSG00000099994","SUSD2","56241",0.042733,0.03582,0.137559
"2146","ENSG00000099995","SF3A1","10291",73.369972,49.720217,38.023066
"2147","ENSG00000099998","GGT5","2687",0.089376,0.125405,0.230181
"2148","ENSG00000099999","RNF215","200312",12.604315,19.150568,19.458225
"2149","ENSG00000100003","SEC14L2","23541",21.663203,33.629058,25.289778
"2151","ENSG00000100014","SPECC1L","23384",20.245048,11.409597,11.474127
"2152","ENSG00000100023","PPIL2","23759",32.694927,28.396435,27.349919
"2153","ENSG00000100024","UPB1","51733",0,0.072431,0.099123
"2154","ENSG00000100027","YPEL1","29799",0.615193,0.873484,1.132583
"2155","ENSG00000100028","SNRPD3","6634",151.622137,126.965779,123.89296
"2156","ENSG00000100029","PES1","23481",104.295516,92.713312,89.362576
"2157","ENSG00000100030","MAPK1","5594",41.766817,40.620863,49.18197
"2158","ENSG00000100031","GGT1","2678",11.046497,16.09515,14.480193
"2160","ENSG00000100034","PPM1F","9647",19.50553,14.907914,20.850895
"2161","ENSG00000100036","SLC35E4","339665",4.461265,6.902106,7.267211
"2162","ENSG00000100038","TOP3B","8940",19.774463,19.853326,20.927395
"2163","ENSG00000100053","CRYBB3","1417",0.218456,0,0.26321
"2164","ENSG00000100055","CYTH4","27128",0,0.07906,0.036692
"2165","ENSG00000100056","ESS2","8220",11.092513,14.524149,11.52197
"2168","ENSG00000100065","CARD10","29775",0.888058,1.810514,1.324984
"2170","ENSG00000100075","SLC25A1","6576",79.030736,85.052324,79.540682
"2171","ENSG00000100077","GRK3","157",3.460659,7.179862,7.086086
"2172","ENSG00000100078","PLA2G3","50487",2.368421,2.069616,1.639843
"2174","ENSG00000100083","GGA1","26088",39.794081,48.501925,38.497177
"2175","ENSG00000100084","HIRA","7290",23.914972,19.249229,19.269805
"2176","ENSG00000100092","SH3BP1","23616",2.361489,12.133253,10.499272
"2178","ENSG00000100097","LGALS1","3956",289.224941,1119.835957,1052.846372
"2179","ENSG00000100099","HPS4","89781",12.571052,13.727069,10.893386
"2180","ENSG00000100100","PIK3IP1","113791",1.823816,1.705518,1.258435
"2182","ENSG00000100104","SRRD","402055",15.300981,15.651028,13.884884
"2183","ENSG00000100105","PATZ1","23598",22.986418,13.464436,13.218335
"2184","ENSG00000100106","TRIOBP","11078",18.974787,17.096087,17.143303
"2185","ENSG00000100109","TFIP11","24144",16.746463,15.442708,15.181596
"2186","ENSG00000100116","GCAT","23464",9.390556,5.04666,7.742323
"2189","ENSG00000100124","ANKRD54","129138",22.027592,25.202532,23.353799
"2190","ENSG00000100129","EIF3L","51386",249.789787,280.825226,304.375899
"2191","ENSG00000100138","SNU13","4809",118.103059,132.437493,137.476046
"2192","ENSG00000100139","MICALL1","85377",8.469042,6.368995,5.521571
"2193","ENSG00000100142","POLR2F","5435",175.683485,130.375153,126.65761
"2195","ENSG00000100147","CCDC134","79879",7.862416,7.275617,6.958729
"2196","ENSG00000100150","DEPDC5","9681",7.426999,5.344025,5.309448
"2197","ENSG00000100151","PICK1","9463",21.723099,19.347393,20.810892
"2198","ENSG00000100154","TTC28","23331",6.156297,5.317065,6.913183
"2200","ENSG00000100162","CENPM","79019",42.178657,28.624482,24.026617
"2201","ENSG00000100167","SEPTIN3","55964",4.336197,11.540077,11.559283
"2202","ENSG00000100170","SLC5A1","6523",0.029937,0,0.098217
"2205","ENSG00000100196","KDELR3","11015",9.281733,22.19851,21.893142
"2207","ENSG00000100201","DDX17","10521",92.040851,98.556173,88.339295
"2208","ENSG00000100206","DMC1","11144",1.798652,0.208297,5.253038
"2210","ENSG00000100209","HSCB","150274",14.01909,17.492457,18.076401
"2211","ENSG00000100211","CBY1","25776",37.812704,51.228182,51.530944
"2212","ENSG00000100216","TOMM22","56993",88.948519,74.356707,69.268978
"2213","ENSG00000100218","RSPH14","27156",0.995111,1.83592,3.402652
"2214","ENSG00000100219","XBP1","7494",46.738198,48.09753,46.710159
"2215","ENSG00000100220","RTCB","51493",67.47203,66.438579,67.790369
"2216","ENSG00000100221","JOSD1","9929",25.882006,27.265509,31.685734
"2217","ENSG00000100225","FBXO7","25793",50.330855,39.733068,36.090851
"2218","ENSG00000100226","GTPBP1","9567",12.615925,10.786853,11.290863
"2219","ENSG00000100227","POLDIP3","84271",31.409582,20.465401,21.347822
"2220","ENSG00000100228","RAB36","9609",9.756582,9.044253,9.53621
"2222","ENSG00000100239","PPP6R2","9701",32.161422,26.304064,24.120612
"2223","ENSG00000100241","SBF1","6305",39.581364,34.897906,33.052071
"2224","ENSG00000100242","SUN2","25777",13.72212,24.099709,22.080302
"2225","ENSG00000100243","CYB5R3","1727",55.944988,59.159452,62.123347
"2226","ENSG00000100246","DNAL4","10126",9.297219,10.564917,11.277002
"2228","ENSG00000100253","MIOX","55586",0.430767,0.376708,0.413879
"2229","ENSG00000100258","LMF2","91289",31.116538,29.880003,25.881998
"2230","ENSG00000100263","RHBDD3","25807",27.170654,24.645457,24.861764
"2231","ENSG00000100266","PACSIN2","11252",23.897959,26.569412,23.524292
"2232","ENSG00000100271","TTLL1","25809",6.417792,3.191746,3.224943
"2233","ENSG00000100276","RASL10A","10633",0,0.435374,0.218531
"2234","ENSG00000100280","AP1B1","162",57.416546,62.426734,56.302884
"2235","ENSG00000100281","HMGXB4","10042",22.151538,19.67642,16.488453
"2236","ENSG00000100284","TOM1","10043",6.355414,7.861255,7.443737
"2238","ENSG00000100288","CHKB","1120",24.43938,21.998146,17.195616
"2239","ENSG00000100290","BIK","638",2.300783,2.58932,2.464807
"2240","ENSG00000100292","HMOX1","3162",12.132049,21.49959,21.071432
"2241","ENSG00000100294","MCAT","27349",21.152342,17.481142,19.939411
"2242","ENSG00000100296","THOC5","8563",42.969621,33.235048,36.233838
"2243","ENSG00000100297","MCM5","4174",46.204819,37.330701,36.229603
"2245","ENSG00000100299","ARSA","410",6.391128,13.971771,13.476785
"2246","ENSG00000100300","TSPO","706",117.533108,98.190965,88.70154
"2247","ENSG00000100302","RASD2","23551",0.063937,0.469878,0.49739
"2248","ENSG00000100304","TTLL12","23170",59.616296,37.851541,36.528928
"2249","ENSG00000100307","CBX7","23492",4.116412,8.412922,7.513832
"2250","ENSG00000100311","PDGFB","5155",7.193173,11.947208,10.20233
"2252","ENSG00000100314","CABP7","164633",0.649484,0.246879,0.378484
"2253","ENSG00000100316","RPL3","6122",1539.479896,1509.276351,1499.304362
"2254","ENSG00000100319","ZMAT5","55954",18.220562,20.706117,21.789207
"2256","ENSG00000100321","SYNGR1","9145",1.500565,13.025412,8.754843
"2257","ENSG00000100324","TAB1","10454",12.269952,10.08116,8.553923
"2258","ENSG00000100325","ASCC2","84164",30.021619,26.021089,29.59093
"2259","ENSG00000100330","MTMR3","8897",9.005101,10.374709,9.416091
"2260","ENSG00000100335","MIEF1","54471",23.790204,21.036333,19.811717
"2261","ENSG00000100336","APOL4","80832",0.463875,0.699786,0.728689
"2263","ENSG00000100342","APOL1","8542",6.90717,5.7849,4.913009
"2264","ENSG00000100344","PNPLA3","80339",1.61307,1.612193,1.506893
"2265","ENSG00000100345","MYH9","4627",134.539545,136.184435,132.412776
"2266","ENSG00000100346","CACNA1I","8911",0.011818,0.023693,0
"2267","ENSG00000100347","SAMM50","25813",45.040303,40.318794,38.376895
"2268","ENSG00000100348","TXN2","25828",101.214606,85.024325,75.886397
"2269","ENSG00000100350","FOXRED2","80020",20.013113,10.049259,10.687254
"2271","ENSG00000100353","EIF3D","8664",136.87606,107.389646,112.112184
"2272","ENSG00000100354","TNRC6B","23112",7.829632,8.534951,10.777487
"2273","ENSG00000100359","SGSM3","27352",22.782395,28.365326,22.265881
"2274","ENSG00000100360","IFT27","11020",11.020643,18.415888,18.138262
"2276","ENSG00000100364","KIAA0930","23313",19.985901,25.028281,25.33498
"2279","ENSG00000100372","SLC25A17","10478",32.006669,32.005275,31.798349
"2280","ENSG00000100373","UPK3A","7380",0.168273,0.589335,0.632112
"2281","ENSG00000100376","FAM118A","55007",17.52917,25.928646,18.72799
"2282","ENSG00000100379","KCTD17","79734",20.978567,24.094871,23.477221
"2283","ENSG00000100380","ST13","6767",214.742879,215.392886,237.63293
"2285","ENSG00000100387","RBX1","9978",54.911271,30.117556,31.334338
"2286","ENSG00000100393","EP300","2033",32.289285,19.826527,18.760797
"2287","ENSG00000100395","L3MBTL2","83746",27.3875,18.238836,18.462581
